year,player_name,final_season_rank
2013,Henrik Stenson,1
2013,Tiger Woods,2
2013,Steve Stricker,3
2013,Adam Scott,4
2013,Zach Johnson,5
2013,Matt Kuchar,6
2013,Jordan Spieth,7
2013,Graham DeLaet,8
2013,Phil Mickelson,9
2013,Justin Rose,10
2013,Webb Simpson,11
2013,Brandt Snedeker,12
2013,Dustin Johnson,13
2013,Jim Furyk,14
2013,Nick Watney,15
2013,Billy Horschel,16
2013,Jason Day,17
2013,Keegan Bradley,18
2013,Jason Dufner,19
2013,Hunter Mahan,20
2013,Roberto Castro,21
2013,Sergio Garcia,22
2013,Gary Woodland,23
2013,Bill Haas,24
2013,Kevin Streelman,25
2013,Brendon de Jonge,26
2013,Charl Schwartzel,27
2013,Luke Donald,28
2013,Boo Weekley,29
2013,D.A. Points,30
2013,Harris English,31
2013,Matt Jones,32
2013,Kevin Stadler,33
2013,Chris Kirk,34
2013,Charles Howell III,35
2013,Jimmy Walker,36
2013,Bubba Watson,37
2013,Rickie Fowler,38
2013,John Merrick,39
2013,Daniel Summerhays,40
2013,Lee Westwood,41
2013,John Huh,42
2013,Chris Stroud,43
2013,Russell Henley,44
2013,Kevin Chappell,45
2013,Rory Sabbatini,46
2013,Brian Davis,47
2013,David Lynn,48
2013,Scott Piercy,49
2013,Rory McIlroy,50
2013,Ryan Moore,51
2013,Jonas Blixt,52
2013,Ian Poulter,53
2013,Patrick Reed,54
2013,Graeme McDowell,55
2013,David Hearn,56
2013,Brian Gay,57
2013,Matt Every,58
2013,Marc Leishman,59
2013,Nicholas Thompson,60
2013,Charley Hoffman,61
2013,Jason Kokrak,62
2013,Scott Stallings,63
2013,Bryce Molder,64
2013,Ángel Cabrera,65
2013,Michael Thompson,66
2013,Ken Duke,67
2013,Ernie Els,68
2013,Sangmoon Bae,69
2013,Brendan Steele,70
2013,Ryan Palmer,71
2013,Freddie Jacobson,72
2013,K.J. Choi,73
2013,Martin Laird,74
2013,David Lingmerth,75
2013,Stewart Cink,76
2013,Kyle Stanley,77
2013,Josh Teater,78
2013,Cameron Tringale,79
2013,Tim Clark,80
2013,John Rollins,81
2013,Camilo Villegas,82
2013,Bob Estes,83
2013,Martin Kaymer,84
2013,Jerry Kelly,85
2013,Justin Leonard,86
2013,Martin Flores,87
2013,Scott Brown,88
2013,Bo Van Pelt,89
2013,Luke Guthrie,90
2013,Robert Garrigus,91
2013,Brian Stuard,92
2013,Derek Ernst,93
2013,Brian Harman,94
2013,Stuart Appleby,95
2013,Richard Lee,96
2013,Greg Chalmers,97
2013,Pat Perez,98
2013,Erik Compton,99
2013,William McGirt,100
2013,Aaron Baddeley,101
2013,George McNeill,102
2013,James Driscoll,103
2013,Geoff Ogilvy,104
2013,Ted Potter Jr.,105
2013,J.J. Henry,106
2013,Carl Pettersson,107
2013,Jeff Overton,108
2013,John Senden,109
2013,James Hahn,110
2013,Mark Wilson,111
2013,Charlie Beljan,112
2013,Jason Bohn,113
2013,Lucas Glover,114
2013,Jeff Maggert,115
2013,Justin Hicks,116
2013,Morgan Hoffmann,117
2013,Chez Reavie,118
2013,D.H. Lee,119
2013,Andres Romero,120
2013,Johnson Wagner,121
2013,Scott Langley,122
2013,Charlie Wi,123
2013,Steven Bowditch,124
2013,Ben Crane,125
2013,Robert Streb,126
2013,Peter Hanson,127
2013,Nicolas Colsaerts,128
2013,Brad Fritsch,129
2013,Padraig Harrington,130
2013,Bud Cauley,131
2013,Ricky Barnes,132
2013,Fabián Gómez,133
2013,Greg Owen,134
2013,Shawn Stefani,135
2013,Chad Campbell,136
2013,Woody Austin,137
2013,David Toms,138
2013,Jim Herman,139
2013,Tommy Gainey,140
2013,Ryo Ishikawa,141
2013,Tag Ridings,142
2013,Trevor Immelman,143
2013,Dicky Pride,144
2013,Brendon Todd,145
2013,Vijay Singh,146
2013,Doug LaBelle II,147
2013,Ben Kohles,148
2013,Brandt Jobe,149
2013,Justin Bolli,150
2013,Steve LeBrun,151
2013,Tom Gillis,152
2013,Ben Curtis,153
2013,Louis Oosthuizen,154
2013,Vaughn Taylor,155
2013,Robert Karlsson,156
2013,Jonathan Byrd,157
2013,Cameron Percy,158
2013,Henrik Norlander,159
2013,S.Y. Noh,160
2013,Ross Fisher,161
2013,Davis Love III,162
2013,Luke List,163
2013,Casey Wittenberg,164
2013,David Mathis,165
2013,Russell Knox,166
2013,Troy Matteson,167
2013,Tim Herron,168
2013,Will Claxton,169
2013,Sean O'Hair,170
2013,Retief Goosen,171
2013,Y.E. Yang,172
2013,Stephen Ames,173
2013,Mike Weir,174
2013,D.J. Trahan,175
2013,Nick O'Hern,176
2013,Scott Gardiner,177
2013,Cameron Beckman,178
2013,Bobby Gates,179
2013,Alistair Presnell,180
2013,Fred Couples,181
2013,Lee Williams,182
2013,Bill Lunde,183
2013,Colt Knost,184
2013,Robert Allenby,185
2013,Kevin Sutherland,186
2013,Aaron Watkins,187
2013,Darron Stiles,188
2013,Jin Park,189
2013,Chris DiMarco,190
2013,Glen Day,191
2013,John Mallinger,192
2013,Tim Petrovic,193
2013,Rod Pampling,194
2013,Matt Bettencourt,195
2013,Heath Slocum,195
2013,Paul Casey,197
2013,Andres Gonzales,198
2013,Nathan Green,199
2013,Kevin Na,200
2013,Steve Marino,201
2013,Andrew Svoboda,202
2013,Joey Snyder III,203
2013,Billy Mayfair,204
2013,Paul Haley II,205
2013,Michael Bradley,206
2013,Eric Meierdierks,207
2013,Jeff Gove,208
2013,Billy Andrade,209
2013,Steve Flesch,210
2013,Hank Kuehne,211
2013,Joe Ogilvie,212
2013,Kenny Perry,213
2013,Scott Verplank,214
2013,Joe Affrunti,215
2013,Gary Christian,216
2013,Wes Short Jr.,217
2013,Bernhard Langer,218
2013,Michael Letzig,219
2013,Joe Durant,220
2013,Duffy Waldorf,221
2013,Chris Riley,222
2013,Tom Watson,223
2013,Ryuji Imada,224
2013,Peter Lonard,225
2013,Paul Stankowski,225
2013,Bart Bryant,227
2013,Russ Cochran,227
2013,Dean Wilson,229
2013,David Frost,230
2013,Robert Gamez,231
2013,Jesper Parnevik,232
2013,José María Olazábal,233
2013,Skip Kendall,234
2013,John Daly,235
2013,J.B. Holmes,236
2013,Sandy Lyle,237
2013,Neal Lancaster,238
2013,Troy Kelly,239
2013,Andre Stolz,240
2013,Marc Turnesa,241
2013,Tom Lehman,242
2013,Mark O'Meara,242
2013,Alexandre Rocha,244
2013,Marco Dawson,245
2013,Kent Jones,245
2013,Lee Janzen,247
2013,David Duval,248
2013,Arjun Atwal,249
2013,Scott McCarron,250
2013,Frank Lickliter II,251
2013,Ted Purdy,251
2013,Todd Hamilton,253
