year,player_name,scoring_average
2009,Tiger Woods,68.052
2009,Steve Stricker,69.286
2009,Jim Furyk,69.477
2009,Zach Johnson,69.601
2009,Tim Clark,69.658
2009,Hunter Mahan,69.691
2009,David Toms,69.73
2009,Kenny Perry,69.789
2009,Steve Marino,69.903
2009,Sean O'Hair,69.947
2009,Retief Goosen,69.961
2009,Lucas Glover,69.97
2009,Luke Donald,70.012
2009,Scott Verplank,70.037
2009,Sergio Garcia,70.056
2009,John Senden,70.057
2009,Robert Allenby,70.067
2009,Nick Watney,70.071
2009,Justin Leonard,70.094
2009,Ian Poulter,70.101
2009,Matt Kuchar,70.112
2009,Jerry Kelly,70.119
2009,Kevin Na,70.128
2009,Jason Day,70.132
2009,Ángel Cabrera,70.175
2009,Bryce Molder,70.208
2009,Ernie Els,70.212
2009,Phil Mickelson,70.218
2009,George McNeill,70.228
2009,Mike Weir,70.228
2009,Padraig Harrington,70.229
2009,Stephen Ames,70.248
2009,Camilo Villegas,70.29
2009,Jason Dufner,70.307
2009,Mark Wilson,70.313
2009,Geoff Ogilvy,70.316
2009,Bo Van Pelt,70.357
2009,J.J. Henry,70.362
2009,Ben Crane,70.376
2009,Justin Rose,70.389
2009,Brian Gay,70.4
2009,Dustin Johnson,70.414
2009,Boo Weekley,70.427
2009,Nick O'Hern,70.429
2009,Chad Campbell,70.43
2009,Charley Hoffman,70.438
2009,Charles Howell III,70.459
2009,Y.E. Yang,70.46
2009,Stewart Cink,70.465
2009,Brandt Snedeker,70.474
2009,Greg Chalmers,70.507
2009,Anthony Kim,70.507
2009,Woody Austin,70.527
2009,Bill Haas,70.53
2009,Chris Riley,70.535
2009,Harrison Frazar,70.538
2009,Rory Sabbatini,70.544
2009,Davis Love III,70.55
2009,Kevin Sutherland,70.561
2009,Bob Estes,70.568
2009,Marc Leishman,70.587
2009,Kevin Streelman,70.591
2009,Ryan Moore,70.598
2009,Rod Pampling,70.607
2009,Bubba Watson,70.61
2009,Heath Slocum,70.612
2009,Freddie Jacobson,70.617
2009,Bill Lunde,70.623
2009,James Nitties,70.637
2009,Briny Baird,70.641
2009,Charlie Wi,70.657
2009,Tom Lehman,70.661
2009,Jonathan Byrd,70.662
2009,Vijay Singh,70.662
2009,Fred Couples,70.664
2009,Paul Goydos,70.683
2009,Scott Sterling,70.683
2009,Brian Davis,70.688
2009,Chris DiMarco,70.688
2009,Tag Ridings,70.696
2009,Michael Letzig,70.708
2009,Greg Owen,70.711
2009,Jeff Overton,70.72
2009,John Mallinger,70.73
2009,Tim Petrovic,70.732
2009,Kevin Stadler,70.732
2009,Chris Stroud,70.748
2009,Scott McCarron,70.753
2009,Troy Matteson,70.762
2009,Jeff Klauk,70.777
2009,Matt Jones,70.811
2009,Spencer Levin,70.813
2009,Robert Garrigus,70.814
2009,Michael Allen,70.815
2009,Vaughn Taylor,70.818
2009,Matt Weibring,70.825
2009,Ted Purdy,70.827
2009,Brett Quigley,70.833
2009,Mathew Goggin,70.834
2009,Corey Pavin,70.84
2009,Jason Bohn,70.847
2009,Tim Herron,70.86
2009,Pat Perez,70.864
2009,Cameron Beckman,70.868
2009,Webb Simpson,70.875
2009,D.J. Trahan,70.877
2009,Lee Janzen,70.902
2009,Patrick Sheehan,70.903
2009,D.A. Points,70.931
2009,John Merrick,70.936
2009,Scott Piercy,70.957
2009,Cliff Kresge,70.961
2009,Ben Curtis,70.978
2009,Alex Cejka,70.98
2009,Joe Ogilvie,70.992
2009,Rich Beem,71.035
2009,Steve Flesch,71.055
2009,Bob Heintz,71.07
2009,Rocco Mediate,71.093
2009,Charles Warren,71.097
2009,Ryuji Imada,71.107
2009,Dean Wilson,71.117
2009,Steve Elkington,71.119
2009,Tom Pernice Jr.,71.127
2009,Richard Johnson,71.139
2009,Aaron Baddeley,71.153
2009,Jeff Maggert,71.169
2009,Bart Bryant,71.177
2009,Nathan Green,71.185
2009,K.J. Choi,71.205
2009,Brendon de Jonge,71.225
2009,Tommy Armour III,71.227
2009,Martin Laird,71.232
2009,John Rollins,71.243
2009,Joe Durant,71.25
2009,David Mathis,71.304
2009,Johnson Wagner,71.312
2009,Aron Price,71.329
2009,Nicholas Thompson,71.336
2009,Chez Reavie,71.361
2009,Ricky Barnes,71.371
2009,Daniel Chopra,71.372
2009,Jimmy Walker,71.379
2009,Matt Bettencourt,71.38
2009,Jeff Quinney,71.415
2009,Jarrod Lyle,71.423
2009,Stuart Appleby,71.43
2009,Glen Day,71.449
2009,Mark Calcavecchia,71.455
2009,Kris Blanks,71.457
2009,Jay Williamson,71.458
2009,Andres Romero,71.462
2009,Kent Jones,71.489
2009,Ryan Palmer,71.491
2009,Todd Hamilton,71.505
2009,Casey Wittenberg,71.52
2009,J.B. Holmes,71.523
2009,Carl Pettersson,71.544
2009,Steve Lowery,71.564
2009,Kirk Triplett,71.565
2009,Brad Adamonis,71.574
2009,Ken Duke,71.596
2009,Mark Brooks,71.606
2009,Colt Knost,71.67
2009,Jason Gore,71.693
2009,Adam Scott,71.72
2009,Will MacKenzie,71.742
2009,Peter Lonard,71.766
2009,Brian Vranesh,71.782
2009,Gary Woodland,71.839
2009,Darron Stiles,71.853
2009,Billy Mayfair,71.952
2009,Marc Turnesa,72.177
2009,Peter Tomasulo,72.261
2009,Brian Bateman,72.298
2009,David Duval,72.303
2009,Parker McLachlin,72.431
2009,Derek Fathauer,72.439
2009,Rick Price,72.515
2009,Leif Olson,72.52
2009,Greg Kraft,72.654
2009,Brendon Todd,72.758
2009,Brad Faxon,72.961
2009,Eric Axley,73.114
