year,player_name,sg_around_green
2014,Justin Leonard,0.571
2014,Ernie Els,0.529
2014,Bud Cauley,0.467
2014,Mike Weir,0.443
2014,Charl Schwartzel,0.421
2014,Jim Furyk,0.408
2014,Jason Day,0.402
2014,Brian Davis,0.399
2014,Kevin Na,0.397
2014,Patrick Reed,0.393
2014,Charlie Wi,0.383
2014,Matt Kuchar,0.38
2014,Roberto Castro,0.365
2014,Justin Rose,0.36
2014,Tim Wilkinson,0.354
2014,Luke Donald,0.351
2014,Stuart Appleby,0.345
2014,Steven Bowditch,0.307
2014,Brendon Todd,0.289
2014,Sergio Garcia,0.286
2014,J.B. Holmes,0.283
2014,Chris Stroud,0.278
2014,Brian Gay,0.276
2014,Bryce Molder,0.275
2014,Webb Simpson,0.275
2014,Chad Collins,0.273
2014,Retief Goosen,0.269
2014,Phil Mickelson,0.266
2014,Bill Haas,0.265
2014,Scott Langley,0.262
2014,Vijay Singh,0.261
2014,Jordan Spieth,0.26
2014,K.J. Choi,0.251
2014,S.Y. Noh,0.248
2014,Gonzalo Fernandez-Castaño,0.24
2014,Cameron Tringale,0.23
2014,Luke Guthrie,0.228
2014,Jonas Blixt,0.221
2014,Y.E. Yang,0.22
2014,Brandt Snedeker,0.217
2014,Russell Knox,0.215
2014,Charles Howell III,0.201
2014,Hideki Matsuyama,0.198
2014,Jason Dufner,0.192
2014,Jamie Lovemark,0.181
2014,Tyrone Van Aswegen,0.181
2014,Trevor Immelman,0.176
2014,Chris Kirk,0.169
2014,Adam Scott,0.166
2014,Jerry Kelly,0.16
2014,Jonathan Byrd,0.159
2014,Matt Jones,0.157
2014,Greg Chalmers,0.151
2014,Bronson La'Cassie,0.145
2014,Morgan Hoffmann,0.125
2014,Jhonattan Vegas,0.125
2014,Andres Romero,0.124
2014,Lee Westwood,0.124
2014,Billy Hurley III,0.123
2014,Brian Harman,0.121
2014,David Toms,0.12
2014,Robert Streb,0.117
2014,Bubba Watson,0.111
2014,David Hearn,0.108
2014,Spencer Levin,0.107
2014,D.H. Lee,0.103
2014,Boo Weekley,0.099
2014,Ryo Ishikawa,0.095
2014,Tim Clark,0.094
2014,Zach Johnson,0.093
2014,Gary Woodland,0.087
2014,Shawn Stefani,0.086
2014,Mark Wilson,0.079
2014,Ryan Palmer,0.078
2014,Freddie Jacobson,0.068
2014,Will MacKenzie,0.067
2014,Camilo Villegas,0.061
2014,Brad Fritsch,0.06
2014,Kevin Chappell,0.058
2014,Ben Curtis,0.057
2014,Marc Leishman,0.056
2014,George McNeill,0.053
2014,Aaron Baddeley,0.051
2014,Jimmy Walker,0.048
2014,Harris English,0.047
2014,Jeff Overton,0.047
2014,Ryan Moore,0.041
2014,Heath Slocum,0.041
2014,Jason Bohn,0.038
2014,John Huh,0.033
2014,Ian Poulter,0.028
2014,Sean O'Hair,0.026
2014,Rory McIlroy,0.022
2014,Richard Lee,0.021
2014,Ben Crane,0.017
2014,Ricky Barnes,0.015
2014,Ben Martin,0.015
2014,Briny Baird,0.013
2014,Chad Campbell,0.011
2014,Graham DeLaet,0.007
2014,Carl Pettersson,0.006
2014,Daniel Summerhays,0.005
2014,Martin Laird,0.004
2014,Rickie Fowler,0.003
2014,Brice Garnett,-0.002
2014,Scott Brown,-0.005
2014,Ken Duke,-0.006
2014,Kevin Stadler,-0.012
2014,Dustin Johnson,-0.015
2014,D.A. Points,-0.021
2014,John Senden,-0.023
2014,Paul Casey,-0.024
2014,Charley Hoffman,-0.026
2014,Martin Flores,-0.029
2014,Matt Every,-0.031
2014,William McGirt,-0.035
2014,Pat Perez,-0.039
2014,Geoff Ogilvy,-0.05
2014,Graeme McDowell,-0.055
2014,Michael Thompson,-0.06
2014,Brendan Steele,-0.062
2014,Michael Putnam,-0.063
2014,Henrik Stenson,-0.064
2014,Andrew Svoboda,-0.064
2014,Brendon de Jonge,-0.071
2014,Josh Teater,-0.072
2014,Jason Kokrak,-0.074
2014,Sangmoon Bae,-0.081
2014,Bo Van Pelt,-0.085
2014,Billy Horschel,-0.087
2014,Chesson Hadley,-0.102
2014,James Hahn,-0.102
2014,Kevin Tway,-0.102
2014,Ted Potter Jr.,-0.104
2014,J.J. Henry,-0.105
2014,Kevin Kisner,-0.116
2014,Brian Stuard,-0.119
2014,Robert Garrigus,-0.136
2014,Will Wilcox,-0.138
2014,David Lingmerth,-0.142
2014,James Driscoll,-0.151
2014,Johnson Wagner,-0.152
2014,Hunter Mahan,-0.153
2014,Jeff Maggert,-0.161
2014,Kevin Streelman,-0.162
2014,Troy Merritt,-0.171
2014,Keegan Bradley,-0.19
2014,Stewart Cink,-0.192
2014,John Rollins,-0.193
2014,Andrew Loupe,-0.196
2014,Rory Sabbatini,-0.201
2014,Woody Austin,-0.21
2014,Brooks Koepka,-0.226
2014,Troy Matteson,-0.233
2014,Robert Allenby,-0.234
2014,Erik Compton,-0.235
2014,Jim Renner,-0.248
2014,Nick Watney,-0.258
2014,Lucas Glover,-0.265
2014,Russell Henley,-0.272
2014,Danny Lee,-0.272
2014,Scott Stallings,-0.283
2014,Davis Love III,-0.285
2014,Martin Kaymer,-0.294
2014,Wes Roach,-0.298
2014,John Merrick,-0.329
2014,Louis Oosthuizen,-0.367
2014,Nicholas Thompson,-0.371
2014,Derek Ernst,-0.415
2014,Ángel Cabrera,-0.434
2014,Hudson Swafford,-0.436
2014,Charlie Beljan,-0.453
2014,Kyle Stanley,-0.511
2014,Jim Herman,-0.551
2014,John Peterson,-0.614
2014,Justin Hicks,-0.631
2014,Tommy Gainey,-0.74
