year,player_name,money_earned
2007,Tiger Woods,10867052
2007,Phil Mickelson,5819988
2007,Vijay Singh,4728376
2007,Steve Stricker,4663077
2007,K.J. Choi,4587859
2007,Rory Sabbatini,4550040
2007,Jim Furyk,4154046
2007,Zach Johnson,3922338
2007,Sergio Garcia,3721185
2007,Aaron Baddeley,3441119
2007,Adam Scott,3413185
2007,Scott Verplank,3114289
2007,Mark Calcavecchia,2993332
2007,Geoff Ogilvy,2943203
2007,Woody Austin,2887596
2007,Hunter Mahan,2858995
2007,Brandt Snedeker,2836643
2007,Charles Howell III,2832091
2007,Justin Rose,2705875
2007,Ernie Els,2705715
2007,Padraig Harrington,2658283
2007,Tim Clark,2615152
2007,Boo Weekley,2613211
2007,John Rollins,2488891
2007,Stewart Cink,2483146
2007,Steve Flesch,2288899
2007,Robert Allenby,2219538
2007,Brett Wetterich,2208282
2007,Luke Donald,2190053
2007,Heath Slocum,2184379
2007,Stephen Ames,2103426
2007,David Toms,2095837
2007,Justin Leonard,2079248
2007,Carl Pettersson,2040938
2007,Mike Weir,1986053
2007,Jerry Kelly,1978034
2007,Ken Duke,1927102
2007,Sean O'Hair,1921226
2007,John Senden,1899558
2007,Henrik Stenson,1897554
2007,Camilo Villegas,1866961
2007,Jonathan Byrd,1854906
2007,Nick Watney,1838629
2007,Billy Mayfair,1814518
2007,Stuart Appleby,1803385
2007,Trevor Immelman,1801647
2007,Arron Oberholser,1797458
2007,Daniel Chopra,1755110
2007,Chad Campbell,1701242
2007,Charley Hoffman,1689366
2007,John Mallinger,1681764
2007,Pat Perez,1678295
2007,Lucas Glover,1664167
2007,Ángel Cabrera,1661106
2007,Bubba Watson,1654807
2007,Mark Wilson,1637112
2007,Jeff Quinney,1612056
2007,Bo Van Pelt,1559181
2007,Ryan Moore,1554901
2007,Anthony Kim,1545195
2007,George McNeill,1504627
2007,Rod Pampling,1475970
2007,Freddie Jacobson,1469541
2007,Ian Poulter,1431390
2007,Ryuji Imada,1414864
2007,Nathan Green,1380317
2007,Kevin Sutherland,1351942
2007,Nick O'Hern,1342391
2007,Joe Ogilvie,1339153
2007,Vaughn Taylor,1313353
2007,Brian Davis,1289207
2007,José Coceres,1287843
2007,Troy Matteson,1282421
2007,Robert Garrigus,1260010
2007,Peter Lonard,1259881
2007,Dean Wilson,1258507
2007,Fred Funk,1239376
2007,Paul Goydos,1229355
2007,Kenny Perry,1197618
