year,player_name,greens_in_regulation
2017,Jamie Lovemark,66.09
2017,Sung Kang,66.07
2017,Tom Hoge,66.06
2017,Ollie Schniederjans,66.03
2017,Kyle Reifers,65.97
2017,Jhonattan Vegas,65.93
2017,Tag Ridings,65.91
2017,Martin Laird,65.86
2017,Patrick Rodgers,65.84
2017,John Huh,65.78
2017,Ben Crane,65.68
2017,Michael Kim,65.68
2017,Nicholas Lindheim,65.67
2017,Rory McIlroy,65.63
2017,Seamus Power,65.63
2017,Mark Anderson,65.6
2017,S.Y. Noh,65.58
2017,Spencer Levin,65.56
2017,J.T. Poston,65.52
2017,Kevin Na,65.51
2017,Geoff Ogilvy,65.51
2017,Webb Simpson,65.49
2017,Bryson DeChambeau,65.48
2017,Mark Hubbard,65.39
2017,Ryan Blaum,65.28
2017,Smylie Kaufman,65.26
2017,Kevin Chappell,65.25
2017,Sam Saunders,65.24
2017,Louis Oosthuizen,65.23
2017,Robert Streb,65.19
2017,Steven Alker,65.17
2017,Adam Hadwin,65.08
2017,Ryan Moore,65.05
2017,Miguel Angel Carballo,64.91
2017,Troy Merritt,64.84
2017,Brett Drewitt,64.78
2017,Mackenzie Hughes,64.74
2017,David Hearn,64.71
2017,Kevin Tway,64.71
2017,Zac Blair,64.7
2017,Fabián Gómez,64.69
2017,Hunter Mahan,64.55
2017,Brandon Hagy,64.5
2017,Ian Poulter,64.46
2017,Cameron Tringale,64.39
2017,Scott Brown,64.35
2017,Brad Fritsch,64.21
2017,Zach Johnson,64.21
2017,Byeong Hun An,64.04
2017,Rod Pampling,64.01
2017,Tim Wilkinson,63.98
2017,Harris English,63.96
2017,Grayson Murray,63.95
2017,Retief Goosen,63.89
2017,Brian Harman,63.78
2017,Roberto Castro,63.73
2017,Jason Day,63.72
2017,Ken Duke,63.69
2017,Michael Thompson,63.69
2017,Billy Hurley III,63.61
2017,Morgan Hoffmann,63.57
2017,Jimmy Walker,63.57
2017,Ricky Barnes,63.53
2017,Brian Gay,63.53
2017,Patton Kizzire,63.52
2017,Brooks Koepka,63.47
2017,Anirban Lahiri,63.43
2017,Daniel Summerhays,63.42
2017,Brian Stuard,63.35
2017,Brian Campbell,63.29
2017,Ryo Ishikawa,63.29
2017,Jason Bohn,63.15
2017,Kelly Kraft,63.15
2017,Sebastián Muñoz,63.15
2017,Cameron Smith,63.14
2017,David Lingmerth,63.11
2017,Matt Jones,63.1
2017,K.J. Choi,63.05
2017,Jonathan Randolph,62.87
2017,Bubba Watson,62.87
2017,Phil Mickelson,62.85
2017,Derek Fathauer,62.81
2017,Cody Gribble,62.7
2017,Rafa Cabrera Bello,62.69
2017,Graeme McDowell,62.6
2017,Whee Kim,62.58
2017,Aaron Baddeley,62.57
2017,J.B. Holmes,62.57
2017,Peter Malnati,62.48
2017,Gonzalo Fernandez-Castaño,62.2
2017,Patrick Reed,62.17
2017,Søren Kjeldsen,62.02
2017,Dominic Bozzelli,61.97
2017,Luke Donald,61.92
2017,Camilo Villegas,61.88
2017,Bryce Molder,61.79
2017,Charl Schwartzel,61.76
2017,Jonas Blixt,61.51
2017,Steve Wheatcroft,60.99
2017,Chad Collins,60.93
2017,Wesley Bryan,60.5
2017,Matt Every,60.16
2017,Greg Chalmers,59.86
2017,Andrew Loupe,59.83
2017,Si Woo Kim,59.63
2017,Carl Pettersson,57.91
2017,Ernie Els,56.84
2017,Steven Bowditch,53.54
