year,player_name,greens_in_regulation
2017,Martin Flores,70.64
2017,Kyle Stanley,70.39
2017,Paul Casey,70.06
2017,Jordan Spieth,70.01
2017,Ryan Armour,69.96
2017,Lucas Glover,69.94
2017,Cameron Percy,69.91
2017,Sergio Garcia,69.62
2017,Robert Garrigus,69.52
2017,Dustin Johnson,69.52
2017,Gary Woodland,69.48
2017,J.J. Henry,69.44
2017,Patrick Cantlay,69.21
2017,Luke List,69.1
2017,Chad Campbell,69.07
2017,Hideki Matsuyama,69.01
2017,Tony Finau,68.96
2017,Stewart Cink,68.76
2017,Boo Weekley,68.65
2017,Keegan Bradley,68.63
2017,Jon Rahm,68.61
2017,Graham DeLaet,68.57
2017,Hudson Swafford,68.21
2017,Jim Herman,68.07
2017,Justin Rose,68.06
2017,Xander Schauffele,68.0
2017,Bill Haas,67.91
2017,Billy Horschel,67.89
2017,Scott Stallings,67.89
2017,Russell Henley,67.81
2017,Andres Gonzales,67.71
2017,Harold Varner III,67.68
2017,Blayne Barber,67.61
2017,Shane Lowry,67.57
2017,Shawn Stefani,67.48
2017,Richy Werenski,67.42
2017,Ryan Brehm,67.39
2017,Bud Cauley,67.36
2017,Rory Sabbatini,67.35
2017,Chez Reavie,67.31
2017,Francesco Molinari,67.28
2017,Brendan Steele,67.26
2017,C.T. Pan,67.25
2017,Jason Dufner,67.21
2017,William McGirt,67.2
2017,Justin Thomas,67.16
2017,J.J. Spaun,67.12
2017,Brandt Snedeker,67.11
2017,Adam Scott,67.05
2017,Marc Leishman,67.04
2017,Rickie Fowler,67.03
2017,Charles Howell III,67.01
2017,Trey Mullinax,67.01
2017,Emiliano Grillo,66.99
2017,Johnson Wagner,66.93
2017,Rick Lamb,66.89
2017,D.A. Points,66.83
2017,Jason Kokrak,66.78
2017,Julián Etulain,66.75
2017,Scott Piercy,66.75
2017,Brett Stegmaier,66.74
2017,Chris Kirk,66.73
2017,Matt Kuchar,66.73
2017,Daniel Berger,66.67
2017,Kevin Streelman,66.67
2017,Vaughn Taylor,66.67
2017,Charley Hoffman,66.62
2017,Ben Martin,66.6
2017,Russell Knox,66.59
2017,Ryan Palmer,66.46
2017,Alex Cejka,66.45
2017,Nick Watney,66.43
2017,Branden Grace,66.4
2017,Sean O'Hair,66.4
2017,Kevin Kisner,66.38
2017,Tyrone Van Aswegen,66.38
2017,Chris Stroud,66.2
2017,Pat Perez,66.17
2017,Nick Taylor,66.14
2017,Jim Furyk,66.12
2017,Danny Lee,66.1
2017,James Hahn,66.09
