year,player_name,sg_putting
2008,Corey Pavin,0.973
2008,Bob Tway,0.822
2008,Marc Turnesa,0.789
2008,Daniel Chopra,0.786
2008,Aaron Baddeley,0.762
2008,Ben Crane,0.745
2008,Jeff Quinney,0.654
2008,Dudley Hart,0.652
2008,Chad Collins,0.648
2008,Eric Axley,0.605
2008,Dean Wilson,0.579
2008,Jesper Parnevik,0.561
2008,Nathan Green,0.539
2008,Carl Pettersson,0.534
2008,Stewart Cink,0.521
2008,Ian Poulter,0.518
2008,Brian Gay,0.511
2008,Greg Kraft,0.501
2008,Richard Johnson,0.5
2008,K.J. Choi,0.491
2008,Ryuji Imada,0.469
2008,Ken Duke,0.467
2008,Justin Leonard,0.463
2008,Freddie Jacobson,0.455
2008,Mark Wilson,0.455
2008,Joe Ogilvie,0.446
2008,Parker McLachlin,0.445
2008,Ryan Palmer,0.43
2008,Stuart Appleby,0.427
2008,Steve Elkington,0.415
2008,Steve Stricker,0.411
2008,Tim Herron,0.407
2008,Craig Kanada,0.407
2008,Doug LaBelle II,0.407
2008,Jim Furyk,0.405
2008,Patrick Sheehan,0.395
2008,Anthony Kim,0.362
2008,Nick O'Hern,0.348
2008,Kevin Sutherland,0.343
2008,Hunter Mahan,0.341
2008,Brenden Pappas,0.335
2008,Ben Curtis,0.321
2008,John Mallinger,0.312
2008,Todd Hamilton,0.309
2008,Stephen Leaney,0.304
2008,Stephen Ames,0.303
2008,Vaughn Taylor,0.303
2008,Brad Elder,0.267
2008,Tom Pernice Jr.,0.248
2008,Carlos Franco,0.23
2008,Gavin Coles,0.217
2008,James Driscoll,0.215
2008,Jason Day,0.214
2008,Shigeki Maruyama,0.214
2008,Phil Mickelson,0.214
2008,Chris Riley,0.213
2008,Ryan Moore,0.21
2008,Pat Perez,0.208
2008,John Huston,0.189
2008,Jeff Overton,0.189
2008,Scott McCarron,0.177
2008,Matt Kuchar,0.175
2008,Tim Wilkinson,0.174
2008,Chad Campbell,0.169
2008,Mike Weir,0.169
2008,Steve Allan,0.164
2008,Tim Petrovic,0.156
2008,Steve Marino,0.155
2008,Bob Estes,0.146
2008,Johnson Wagner,0.141
2008,Shane Bertsch,0.137
2008,Chris DiMarco,0.133
2008,Geoff Ogilvy,0.125
2008,Mathew Goggin,0.122
2008,Brandt Snedeker,0.122
2008,John Rollins,0.105
2008,Brett Quigley,0.102
2008,Bob Sowards,0.101
2008,Alejandro Cañizares,0.1
2008,Steve Lowery,0.096
2008,Lee Janzen,0.094
2008,Bill Haas,0.09
2008,J.J. Henry,0.089
2008,Camilo Villegas,0.088
2008,Kenny Perry,0.082
2008,Jimmy Walker,0.08
2008,Tim Clark,0.076
2008,Glen Day,0.051
2008,Jerry Kelly,0.045
2008,Fred Couples,0.043
2008,Zach Johnson,0.039
2008,Matt Jones,0.031
2008,Mark Hensby,0.022
2008,Ryan Armour,0.02
2008,Martin Laird,0.019
2008,Tommy Armour III,0.018
2008,Paul Goydos,0.014
2008,Jin Park,0.014
2008,Charlie Wi,0.014
2008,Andres Romero,0.008
2008,Jonathan Byrd,0.006
2008,Kevin Na,0.005
2008,Jason Gore,0.004
2008,Woody Austin,0.003
2008,Michael Allen,-0.002
2008,Bart Bryant,-0.004
2008,Frank Lickliter II,-0.018
2008,Peter Lonard,-0.027
2008,Mathias Grönberg,-0.031
2008,Todd Demsey,-0.032
2008,Tag Ridings,-0.04
2008,Marco Dawson,-0.042
2008,Kent Jones,-0.042
2008,J.B. Holmes,-0.05
2008,Padraig Harrington,-0.054
2008,J.P. Hayes,-0.062
2008,Nick Watney,-0.066
2008,George McNeill,-0.076
2008,Sergio Garcia,-0.077
2008,Tom Scherrer,-0.077
2008,Brian Davis,-0.08
2008,Kevin Streelman,-0.081
2008,Paul Claxton,-0.082
2008,Michael Letzig,-0.082
2008,Steve Flesch,-0.097
2008,Y.E. Yang,-0.097
2008,Davis Love III,-0.1
2008,Scott Sterling,-0.102
2008,Lucas Glover,-0.104
2008,Charles Howell III,-0.104
2008,Brandt Jobe,-0.107
2008,Charley Hoffman,-0.118
2008,Cliff Kresge,-0.118
2008,Rory Sabbatini,-0.119
2008,Retief Goosen,-0.121
2008,Robert Allenby,-0.139
2008,Robert Garrigus,-0.149
2008,Bo Van Pelt,-0.149
2008,Troy Matteson,-0.152
2008,David Duval,-0.16
2008,Rich Beem,-0.169
2008,Kenneth Ferrie,-0.174
2008,Jeff Maggert,-0.177
2008,Tom Lehman,-0.19
2008,David Toms,-0.193
2008,Chez Reavie,-0.194
2008,Sean O'Hair,-0.214
2008,Billy Mayfair,-0.228
2008,Briny Baird,-0.231
2008,Kevin Stadler,-0.255
2008,Ángel Cabrera,-0.26
2008,Rocco Mediate,-0.264
2008,Ron Whittaker,-0.272
2008,Scott Verplank,-0.281
2008,Cameron Beckman,-0.282
2008,Jon Mills,-0.287
2008,Nick Flanagan,-0.291
2008,Paul Casey,-0.299
2008,Rod Pampling,-0.305
2008,Billy Andrade,-0.311
2008,John Senden,-0.313
2008,Dustin Johnson,-0.319
2008,Kyle Thompson,-0.33
2008,Brad Adamonis,-0.332
2008,Brett Rumford,-0.332
2008,Cody Freeman,-0.341
2008,Jason Allred,-0.357
2008,Jim McGovern,-0.369
2008,Justin Bolli,-0.372
2008,Bubba Watson,-0.385
2008,Vijay Singh,-0.407
2008,D.J. Trahan,-0.411
2008,Chris Stroud,-0.413
2008,Nicholas Thompson,-0.413
2008,John Merrick,-0.418
2008,Olin Browne,-0.422
2008,John Riegger,-0.423
2008,Adam Scott,-0.44
2008,Heath Slocum,-0.442
2008,Alex Cejka,-0.444
2008,Jay Williamson,-0.466
2008,Will MacKenzie,-0.49
2008,Boo Weekley,-0.498
2008,Ernie Els,-0.509
2008,Omar Uresti,-0.52
2008,Mark Calcavecchia,-0.53
2008,Jeff Gove,-0.555
2008,Ted Purdy,-0.558
2008,Travis Perkins,-0.575
2008,Trevor Immelman,-0.675
2008,David Lutterus,-0.903
2008,Robert Gamez,-0.904
2008,Harrison Frazar,-0.912
2008,Tommy Gainey,-0.919
2008,Charles Warren,-0.947
2008,Joe Durant,-0.978
