year,player_name,sg_off_the_tee
2020,Bryson DeChambeau,1.039
2020,Cameron Champ,0.999
2020,Sergio Garcia,0.848
2020,Jon Rahm,0.756
2020,Jhonattan Vegas,0.721
2020,Rory McIlroy,0.702
2020,Bubba Watson,0.649
2020,Xander Schauffele,0.648
2020,Jason Kokrak,0.633
2020,Scottie Scheffler,0.618
2020,Dustin Johnson,0.612
2020,Matthew Wolff,0.607
2020,Corey Conners,0.6
2020,Will Gordon,0.564
2020,Paul Casey,0.546
2020,Sam Burns,0.493
2020,Harold Varner III,0.458
2020,Viktor Hovland,0.447
2020,Collin Morikawa,0.44
2020,Sungjae Im,0.437
2020,Keith Mitchell,0.412
2020,Justin Thomas,0.405
2020,Patrick Cantlay,0.404
2020,Tommy Fleetwood,0.389
2020,Luke List,0.387
2020,Joaquin Niemann,0.37
2020,Daniel Berger,0.366
2020,Brooks Koepka,0.362
2020,Joel Dahmen,0.356
2020,Ryan Brehm,0.346
2020,Doc Redman,0.346
2020,Tony Finau,0.341
2020,Abraham Ancer,0.328
2020,Lucas Glover,0.327
2020,Harry Higgs,0.307
2020,Ryan Moore,0.291
2020,Billy Horschel,0.286
2020,Hideki Matsuyama,0.285
2020,Sepp Straka,0.285
2020,Ryan Palmer,0.28
2020,Adam Schenk,0.279
2020,Patrick Reed,0.278
2020,Austin Cook,0.276
2020,Max Homa,0.272
2020,Scott Piercy,0.263
2020,Martin Laird,0.251
2020,Emiliano Grillo,0.25
2020,Kevin Streelman,0.246
2020,Scott Harrington,0.234
2020,Sebastián Muñoz,0.218
2020,Justin Rose,0.218
2020,Scott Brown,0.215
2020,Harris English,0.215
2020,Tyler McCumber,0.215
2020,Chris Baker,0.211
2020,Cam Davis,0.211
2020,Patrick Rodgers,0.211
2020,Jim Herman,0.21
2020,Matt Fitzpatrick,0.206
2020,Shane Lowry,0.203
2020,Kramer Hickok,0.195
2020,Brice Garnett,0.193
2020,Andrew Landry,0.189
2020,Tyrrell Hatton,0.188
2020,Keegan Bradley,0.175
2020,Rickie Fowler,0.172
2020,Kris Ventura,0.172
2020,Danny Lee,0.165
2020,Grayson Murray,0.164
2020,Matt Jones,0.159
2020,Matt Wallace,0.158
2020,Jason Day,0.146
2020,James Hahn,0.143
2020,Michael Gligic,0.136
2020,J.T. Poston,0.13
2020,Zack Sucher,0.127
2020,Henrik Norlander,0.125
2020,Seamus Power,0.124
2020,Webb Simpson,0.123
2020,Brian Harman,0.115
2020,Xinjun Zhang,0.104
2020,Chesson Hadley,0.099
2020,Nick Taylor,0.094
2020,Chase Seiffert,0.087
2020,Brendan Steele,0.081
2020,Lanto Griffin,0.076
2020,Tyler Duncan,0.075
2020,Louis Oosthuizen,0.075
2020,K.H. Lee,0.066
2020,Tom Hoge,0.062
2020,Kevin Kisner,0.058
2020,Robby Shelton,0.057
2020,Gary Woodland,0.052
2020,Anirban Lahiri,0.05
2020,Kyle Stanley,0.048
2020,Jason Dufner,0.047
2020,Dylan Frittelli,0.046
2020,Maverick McNealy,0.025
2020,Ryan Armour,0.02
2020,Aaron Wise,0.016
2020,Sung Kang,0.006
2020,Rory Sabbatini,0.005
2020,Adam Long,0.004
2020,Vince Whaley,-0.002
2020,Adam Hadwin,-0.004
2020,Danny Willett,-0.004
2020,Talor Gooch,-0.019
2020,Phil Mickelson,-0.02
2020,D.J. Trahan,-0.027
2020,Ben Martin,-0.029
2020,Charley Hoffman,-0.032
2020,Sam Ryder,-0.033
2020,Matt Kuchar,-0.039
2020,Vaughn Taylor,-0.043
2020,Mark Hubbard,-0.044
2020,Russell Henley,-0.049
2020,Byeong Hun An,-0.05
2020,Adam Scott,-0.056
2020,J.J. Spaun,-0.057
2020,Brandon Hagy,-0.059
2020,Hank Lebioda,-0.062
2020,Bronson Burgoon,-0.067
2020,Joseph Bramlett,-0.072
2020,Brendon Todd,-0.073
2020,Doug Ghim,-0.074
2020,Troy Merritt,-0.074
2020,Si Woo Kim,-0.075
2020,Cameron Percy,-0.078
2020,Josh Teater,-0.08
2020,Carlos Ortiz,-0.087
2020,Zach Johnson,-0.092
2020,Rafa Cabrera Bello,-0.096
2020,Kevin Chappell,-0.099
2020,Jim Furyk,-0.099
2020,Chez Reavie,-0.107
2020,Tim Wilkinson,-0.112
2020,Bud Cauley,-0.116
2020,Robert Streb,-0.117
2020,Stewart Cink,-0.118
2020,Mark Anderson,-0.123
2020,Cameron Tringale,-0.125
2020,Richy Werenski,-0.13
2020,Charles Howell III,-0.132
2020,Bill Haas,-0.133
2020,Denny McCarthy,-0.139
2020,Bo Hoag,-0.143
2020,Russell Knox,-0.145
2020,Matthew NeSmith,-0.156
2020,Beau Hossler,-0.16
2020,Pat Perez,-0.163
2020,Wes Roach,-0.175
2020,Branden Grace,-0.181
2020,Michael Thompson,-0.187
2020,Ian Poulter,-0.188
2020,Scott Stallings,-0.191
2020,Roger Sloan,-0.198
2020,Marc Leishman,-0.202
2020,David Hearn,-0.22
2020,Alex Noren,-0.231
2020,Cameron Smith,-0.245
2020,Brian Stuard,-0.245
2020,Fabián Gómez,-0.251
2020,C.T. Pan,-0.258
2020,Nate Lashley,-0.276
2020,Jordan Spieth,-0.279
2020,Rob Oppenheim,-0.282
2020,Sebastian Cappelen,-0.293
2020,Arjun Atwal,-0.315
2020,Brandt Snedeker,-0.333
2020,Matt Every,-0.335
2020,Ben Taylor,-0.337
2020,Mackenzie Hughes,-0.352
2020,Brian Gay,-0.353
2020,Ted Potter Jr.,-0.378
2020,Chris Stroud,-0.39
2020,Wyndham Clark,-0.398
2020,Michael Gellerman,-0.404
2020,Zac Blair,-0.405
2020,Kevin Na,-0.41
2020,Kevin Tway,-0.422
2020,Nick Watney,-0.433
2020,Peter Malnati,-0.461
2020,Bo Van Pelt,-0.568
2020,Graeme McDowell,-0.586
2020,Patton Kizzire,-0.661
2020,Nelson Ledesma,-0.704
2020,Peter Uihlein,-0.724
2020,Aaron Baddeley,-0.736
2020,Martin Trainer,-0.76
2020,Dominic Bozzelli,-0.839
2020,Rhein Gibson,-0.888
2020,Jimmy Walker,-0.909
2020,Andrew Putnam,-1.121
