year,player_name,sg_off_the_tee
2009,Nick Watney,0.732
2009,Boo Weekley,0.721
2009,Steve Marino,0.668
2009,Lucas Glover,0.638
2009,Hunter Mahan,0.628
2009,Charles Warren,0.628
2009,John Rollins,0.618
2009,Jonathan Byrd,0.581
2009,Kenny Perry,0.566
2009,Sean O'Hair,0.539
2009,Martin Laird,0.538
2009,Bill Haas,0.535
2009,Dustin Johnson,0.509
2009,D.J. Trahan,0.506
2009,David Toms,0.497
2009,Robert Allenby,0.493
2009,Troy Matteson,0.486
2009,Nicholas Thompson,0.473
2009,Joe Durant,0.465
2009,Sergio Garcia,0.46
2009,Greg Owen,0.452
2009,Jeff Maggert,0.447
2009,John Senden,0.443
2009,Kevin Streelman,0.437
2009,Tag Ridings,0.429
2009,Camilo Villegas,0.427
2009,Ted Purdy,0.421
2009,Robert Garrigus,0.418
2009,Heath Slocum,0.415
2009,Charley Hoffman,0.405
2009,Mathew Goggin,0.403
2009,Ernie Els,0.397
2009,Bo Van Pelt,0.387
2009,Bubba Watson,0.387
2009,Davis Love III,0.384
2009,Vijay Singh,0.377
2009,Ángel Cabrera,0.372
2009,Andres Romero,0.37
2009,Kirk Triplett,0.37
2009,Tommy Armour III,0.353
2009,Tiger Woods,0.335
2009,Michael Allen,0.329
2009,Jason Gore,0.326
2009,Jason Day,0.323
2009,Jason Dufner,0.323
2009,Phil Mickelson,0.312
2009,Fred Couples,0.304
2009,Rory Sabbatini,0.299
2009,Ben Crane,0.282
2009,Steve Stricker,0.275
2009,James Nitties,0.262
2009,Ryan Moore,0.26
2009,Scott McCarron,0.259
2009,Geoff Ogilvy,0.258
2009,Will MacKenzie,0.257
2009,Retief Goosen,0.253
2009,Zach Johnson,0.253
2009,Peter Tomasulo,0.249
2009,Michael Letzig,0.24
2009,Kevin Sutherland,0.233
2009,Scott Verplank,0.229
2009,Ian Poulter,0.222
2009,Stephen Ames,0.214
2009,Justin Rose,0.189
2009,Steve Lowery,0.185
2009,Rod Pampling,0.183
2009,Brian Davis,0.181
2009,Y.E. Yang,0.17
2009,Marc Leishman,0.163
2009,John Merrick,0.162
2009,Jason Bohn,0.16
2009,Jarrod Lyle,0.159
2009,Kris Blanks,0.154
2009,Ben Curtis,0.154
2009,Mark Wilson,0.147
2009,Bill Lunde,0.143
2009,Tom Lehman,0.141
2009,Brendon de Jonge,0.134
2009,Charles Howell III,0.13
2009,Tim Clark,0.125
2009,J.B. Holmes,0.123
2009,Matt Kuchar,0.12
2009,Tim Petrovic,0.12
2009,Scott Piercy,0.119
2009,Anthony Kim,0.115
2009,Paul Goydos,0.107
2009,Rich Beem,0.101
2009,Stewart Cink,0.098
2009,Steve Elkington,0.097
2009,John Mallinger,0.097
2009,Darron Stiles,0.094
2009,D.A. Points,0.068
2009,Tim Herron,0.067
2009,Jerry Kelly,0.062
2009,Brian Vranesh,0.06
2009,Todd Hamilton,0.055
2009,J.J. Henry,0.03
2009,Rocco Mediate,0.029
2009,Billy Mayfair,0.02
2009,Kevin Stadler,0.018
2009,Justin Leonard,0.008
2009,Kent Jones,0.004
2009,Adam Scott,-0.005
2009,Alex Cejka,-0.006
2009,K.J. Choi,-0.006
2009,Briny Baird,-0.012
2009,Colt Knost,-0.012
2009,Jeff Klauk,-0.016
2009,Jeff Overton,-0.017
2009,George McNeill,-0.02
2009,Jim Furyk,-0.021
2009,Daniel Chopra,-0.022
2009,Woody Austin,-0.036
2009,Brandt Snedeker,-0.037
2009,Ricky Barnes,-0.042
2009,Matt Bettencourt,-0.046
2009,Patrick Sheehan,-0.05
2009,Harrison Frazar,-0.056
2009,Chad Campbell,-0.057
2009,Pat Perez,-0.074
2009,Ken Duke,-0.077
2009,Jay Williamson,-0.084
2009,Mark Calcavecchia,-0.095
2009,Bart Bryant,-0.106
2009,Cliff Kresge,-0.108
2009,Bob Estes,-0.128
2009,Casey Wittenberg,-0.132
2009,Chris Stroud,-0.133
2009,Glen Day,-0.139
2009,Scott Sterling,-0.14
2009,Kevin Na,-0.141
2009,Ryan Palmer,-0.143
2009,Rick Price,-0.154
2009,Peter Lonard,-0.166
2009,Charlie Wi,-0.167
2009,Vaughn Taylor,-0.188
2009,Cameron Beckman,-0.191
2009,Matt Weibring,-0.193
2009,Johnson Wagner,-0.197
2009,Chez Reavie,-0.203
2009,Gary Woodland,-0.203
2009,Nick O'Hern,-0.205
2009,Joe Ogilvie,-0.218
2009,Greg Chalmers,-0.221
2009,Stuart Appleby,-0.222
2009,Matt Jones,-0.234
2009,Marc Turnesa,-0.237
2009,Tom Pernice Jr.,-0.245
2009,Chris DiMarco,-0.264
2009,David Mathis,-0.266
2009,Mike Weir,-0.276
2009,Brett Quigley,-0.297
2009,Webb Simpson,-0.297
2009,Steve Flesch,-0.301
2009,Padraig Harrington,-0.315
2009,Bryce Molder,-0.321
2009,Brian Gay,-0.322
2009,Bob Heintz,-0.326
2009,Carl Pettersson,-0.326
2009,Lee Janzen,-0.331
2009,Freddie Jacobson,-0.334
2009,Brad Adamonis,-0.339
2009,Chris Riley,-0.342
2009,Derek Fathauer,-0.35
2009,Nathan Green,-0.407
2009,Aron Price,-0.456
2009,Aaron Baddeley,-0.459
2009,Mark Brooks,-0.49
2009,Spencer Levin,-0.493
2009,Richard Johnson,-0.503
2009,Luke Donald,-0.54
2009,Jeff Quinney,-0.563
2009,Jimmy Walker,-0.574
2009,Greg Kraft,-0.581
2009,Ryuji Imada,-0.583
2009,Leif Olson,-0.599
2009,Brian Bateman,-0.64
2009,Brendon Todd,-0.792
2009,Dean Wilson,-0.957
2009,Corey Pavin,-0.974
2009,Brad Faxon,-1.03
2009,Parker McLachlin,-1.036
2009,David Duval,-1.33
2009,Eric Axley,-1.441
