year,player_name,sg_total
2008,Phil Mickelson,1.818
2008,Sergio Garcia,1.548
2008,Anthony Kim,1.479
2008,Vijay Singh,1.467
2008,Robert Allenby,1.407
2008,Jim Furyk,1.287
2008,Camilo Villegas,1.254
2008,Justin Leonard,1.138
2008,Stewart Cink,1.125
2008,Kevin Sutherland,1.092
2008,Kenny Perry,1.076
2008,Stuart Appleby,1.075
2008,Pat Perez,1.064
2008,Stephen Ames,1.039
2008,Hunter Mahan,1.006
2008,Mike Weir,0.926
2008,Bob Tway,0.912
2008,Steve Stricker,0.908
2008,Padraig Harrington,0.905
2008,Chad Campbell,0.901
2008,Aaron Baddeley,0.885
2008,K.J. Choi,0.885
2008,Nick O'Hern,0.884
2008,Ben Crane,0.88
2008,Adam Scott,0.859
2008,Mathew Goggin,0.826
2008,Geoff Ogilvy,0.81
2008,Steve Marino,0.767
2008,Fred Couples,0.762
2008,Ben Curtis,0.761
2008,Carl Pettersson,0.754
2008,Brian Gay,0.716
2008,Ryan Palmer,0.709
2008,Briny Baird,0.7
2008,Bart Bryant,0.689
2008,Steve Elkington,0.678
2008,Davis Love III,0.664
2008,John Huston,0.646
2008,Ryuji Imada,0.644
2008,Tim Clark,0.641
2008,Woody Austin,0.631
2008,Scott Verplank,0.619
2008,Ernie Els,0.611
2008,Zach Johnson,0.611
2008,Mark Wilson,0.61
2008,Ken Duke,0.597
2008,Freddie Jacobson,0.589
2008,John Senden,0.586
2008,Tom Pernice Jr.,0.557
2008,Matt Kuchar,0.554
2008,Boo Weekley,0.55
2008,David Toms,0.548
2008,Charles Howell III,0.545
2008,Dudley Hart,0.532
2008,J.B. Holmes,0.524
2008,D.J. Trahan,0.523
2008,Bubba Watson,0.518
2008,Bob Estes,0.498
2008,Charlie Wi,0.47
2008,Michael Allen,0.454
2008,Tom Lehman,0.453
2008,Nick Watney,0.452
2008,Lucas Glover,0.431
2008,Brett Quigley,0.426
2008,Jeff Quinney,0.415
2008,Sean O'Hair,0.411
2008,Rory Sabbatini,0.405
2008,Bill Haas,0.391
2008,George McNeill,0.387
2008,Michael Letzig,0.385
2008,Ian Poulter,0.38
2008,Corey Pavin,0.379
2008,Billy Mayfair,0.377
2008,John Mallinger,0.376
2008,Parker McLachlin,0.361
2008,Kevin Na,0.361
2008,Retief Goosen,0.355
2008,Kevin Streelman,0.346
2008,Glen Day,0.344
2008,Dean Wilson,0.341
2008,Gavin Coles,0.328
2008,Tim Herron,0.324
2008,Brian Davis,0.305
2008,John Rollins,0.303
2008,Paul Casey,0.296
2008,Vaughn Taylor,0.294
2008,Jonathan Byrd,0.287
2008,Brandt Snedeker,0.282
2008,Heath Slocum,0.277
2008,Jeff Overton,0.247
2008,Tim Wilkinson,0.234
2008,Rod Pampling,0.225
2008,Robert Garrigus,0.21
2008,Jerry Kelly,0.2
2008,Martin Laird,0.185
2008,Marc Turnesa,0.183
2008,Jesper Parnevik,0.18
2008,Joe Ogilvie,0.157
2008,Todd Hamilton,0.123
2008,Shane Bertsch,0.121
2008,Peter Lonard,0.114
2008,J.J. Henry,0.098
2008,Tim Petrovic,0.077
2008,Mark Calcavecchia,0.067
2008,Rich Beem,0.066
2008,Jason Gore,0.064
2008,Daniel Chopra,0.061
2008,Carlos Franco,0.04
2008,Kent Jones,0.027
2008,Rocco Mediate,0.023
2008,Patrick Sheehan,0.02
2008,Nathan Green,-0.006
2008,Trevor Immelman,-0.006
2008,Steve Flesch,-0.007
2008,Alex Cejka,-0.01
2008,John Riegger,-0.014
2008,Scott Sterling,-0.016
2008,John Merrick,-0.019
2008,Bo Van Pelt,-0.019
2008,Johnson Wagner,-0.022
2008,Brenden Pappas,-0.033
2008,Ángel Cabrera,-0.037
2008,Chez Reavie,-0.056
2008,Ryan Moore,-0.061
2008,Troy Matteson,-0.067
2008,Charley Hoffman,-0.079
2008,Jason Day,-0.083
2008,Scott McCarron,-0.084
2008,Tag Ridings,-0.101
2008,Omar Uresti,-0.104
2008,Cameron Beckman,-0.111
2008,Cliff Kresge,-0.118
2008,Nicholas Thompson,-0.118
2008,Tommy Armour III,-0.124
2008,Jeff Gove,-0.142
2008,Paul Goydos,-0.181
2008,Chris DiMarco,-0.183
2008,Brad Adamonis,-0.2
2008,Craig Kanada,-0.208
2008,Brandt Jobe,-0.224
2008,James Driscoll,-0.238
2008,Jeff Maggert,-0.26
2008,Richard Johnson,-0.262
2008,Dustin Johnson,-0.28
2008,Doug LaBelle II,-0.29
2008,Lee Janzen,-0.291
2008,Shigeki Maruyama,-0.299
2008,Frank Lickliter II,-0.307
2008,Joe Durant,-0.314
2008,Greg Kraft,-0.314
2008,Matt Jones,-0.332
2008,Kevin Stadler,-0.347
2008,Jay Williamson,-0.358
2008,Eric Axley,-0.384
2008,Y.E. Yang,-0.397
2008,Brad Elder,-0.406
2008,Andres Romero,-0.406
2008,Marco Dawson,-0.407
2008,Alejandro Cañizares,-0.426
2008,Chris Riley,-0.454
2008,Mathias Grönberg,-0.475
2008,Jimmy Walker,-0.476
2008,Chad Collins,-0.483
2008,Stephen Leaney,-0.508
2008,Steve Lowery,-0.508
2008,Mark Hensby,-0.52
2008,Harrison Frazar,-0.545
2008,Todd Demsey,-0.556
2008,Jon Mills,-0.556
2008,Chris Stroud,-0.556
2008,Ted Purdy,-0.59
2008,Will MacKenzie,-0.667
2008,Kenneth Ferrie,-0.681
2008,Tom Scherrer,-0.716
2008,Ron Whittaker,-0.747
2008,Steve Allan,-0.776
2008,Ryan Armour,-0.78
2008,Robert Gamez,-0.783
2008,Nick Flanagan,-0.796
2008,Olin Browne,-0.807
2008,Justin Bolli,-0.828
2008,Bob Sowards,-0.847
2008,Jin Park,-0.852
2008,Brett Rumford,-0.873
2008,J.P. Hayes,-0.889
2008,Charles Warren,-0.916
2008,Jim McGovern,-0.955
2008,Billy Andrade,-0.963
2008,Paul Claxton,-1.054
2008,Jason Allred,-1.137
2008,Cody Freeman,-1.226
2008,Tommy Gainey,-1.401
2008,Kyle Thompson,-1.527
2008,David Lutterus,-1.701
2008,Travis Perkins,-1.756
2008,David Duval,-1.876
