year,player_name,driving_distance
2009,Robert Garrigus,312.0
2009,Bubba Watson,311.4
2009,Dustin Johnson,308.3
2009,Tag Ridings,307.4
2009,Gary Woodland,307.3
2009,Nick Watney,305.3
2009,J.B. Holmes,304.6
2009,Ángel Cabrera,304.1
2009,Troy Matteson,301.7
2009,Harrison Frazar,301.0
2009,Charley Hoffman,300.8
2009,Scott Piercy,300.6
2009,Phil Mickelson,300.1
2009,Martin Laird,299.9
2009,Davis Love III,299.9
2009,Anthony Kim,299.0
2009,Marc Leishman,298.6
2009,Sergio Garcia,298.5
2009,Andres Romero,298.5
2009,Charles Warren,298.5
2009,Tiger Woods,298.4
2009,Bill Haas,298.3
2009,Matt Jones,298.0
2009,Fred Couples,297.5
2009,Lucas Glover,297.4
2009,Daniel Chopra,297.1
2009,Ryan Palmer,297.1
2009,Hunter Mahan,297.0
2009,John Merrick,296.9
2009,Leif Olson,296.5
2009,John Rollins,296.5
2009,Kevin Streelman,296.5
2009,Jonathan Byrd,295.9
2009,Ryan Moore,295.9
2009,Steve Marino,295.7
2009,Jason Day,295.3
2009,Adam Scott,294.9
2009,Nicholas Thompson,294.8
2009,Stewart Cink,294.7
2009,John Senden,294.2
2009,Jeff Overton,293.9
2009,Vijay Singh,293.9
2009,Michael Letzig,293.8
2009,J.J. Henry,293.7
2009,Ted Purdy,293.6
2009,Sean O'Hair,293.3
2009,Rory Sabbatini,293.2
2009,Robert Allenby,293.1
2009,Kenny Perry,293.1
2009,Peter Tomasulo,293.0
2009,Camilo Villegas,293.0
2009,Matt Bettencourt,292.9
2009,David Duval,292.7
2009,Charles Howell III,292.7
2009,Ricky Barnes,292.6
2009,Bo Van Pelt,292.5
2009,Bill Lunde,292.4
2009,Retief Goosen,292.3
2009,Tim Herron,292.1
2009,Greg Owen,292.1
2009,George McNeill,292.0
2009,Boo Weekley,291.7
2009,James Nitties,291.5
2009,Geoff Ogilvy,291.5
2009,Kris Blanks,291.4
2009,Joe Ogilvie,291.4
2009,Y.E. Yang,291.3
2009,Ernie Els,291.2
2009,Mathew Goggin,291.1
2009,Chad Campbell,291.0
2009,Jimmy Walker,291.0
2009,Jason Gore,290.7
2009,Chris Stroud,290.7
2009,Steve Lowery,290.6
2009,Brendon de Jonge,290.3
2009,Kevin Stadler,290.3
2009,Stuart Appleby,290.1
2009,Will MacKenzie,289.4
2009,D.J. Trahan,289.2
2009,Michael Allen,289.1
2009,Kevin Sutherland,289.1
2009,Brad Adamonis,289.0
2009,Jeff Maggert,288.9
2009,Brian Bateman,288.7
2009,Matt Weibring,288.7
2009,Carl Pettersson,288.6
2009,Pat Perez,288.5
2009,Johnson Wagner,288.4
2009,Brian Vranesh,288.2
2009,Rod Pampling,288.1
2009,Justin Rose,288.1
2009,Aaron Baddeley,287.8
2009,Brett Quigley,287.5
2009,Stephen Ames,287.4
2009,Tommy Armour III,287.3
2009,Jarrod Lyle,287.3
2009,Cameron Beckman,287.0
2009,Heath Slocum,287.0
2009,Woody Austin,286.9
2009,Derek Fathauer,286.4
2009,Kirk Triplett,286.4
2009,Jason Dufner,286.2
2009,Webb Simpson,286.2
2009,Mark Calcavecchia,286.1
2009,Steve Stricker,286.1
2009,Padraig Harrington,285.8
2009,Steve Elkington,285.3
2009,Jason Bohn,285.1
2009,Ben Crane,285.0
2009,Scott Sterling,285.0
2009,Casey Wittenberg,285.0
2009,Charlie Wi,284.9
2009,Todd Hamilton,284.8
2009,Rich Beem,284.7
2009,Jerry Kelly,284.7
2009,Scott McCarron,284.7
2009,Steve Flesch,284.4
2009,Mark Wilson,284.3
2009,Greg Chalmers,284.2
2009,Billy Mayfair,284.2
2009,David Toms,284.2
2009,Freddie Jacobson,284.1
2009,Nathan Green,283.5
2009,Bob Heintz,283.5
2009,Justin Leonard,283.5
2009,Jay Williamson,283.5
2009,Brian Davis,283.3
2009,Matt Kuchar,283.2
2009,Ken Duke,283.1
2009,Rocco Mediate,283.1
2009,Bryce Molder,283.1
2009,Vaughn Taylor,283.1
2009,Eric Axley,282.8
2009,Tim Petrovic,282.8
2009,Ian Poulter,282.8
2009,Kevin Na,282.7
2009,Bob Estes,282.6
2009,Briny Baird,282.1
2009,Lee Janzen,282.0
2009,Tom Pernice Jr.,281.9
2009,Kent Jones,281.3
2009,D.A. Points,281.3
2009,Alex Cejka,281.2
2009,Zach Johnson,281.2
2009,Scott Verplank,281.1
2009,Patrick Sheehan,281.0
2009,Jeff Klauk,280.9
2009,David Mathis,280.8
2009,Cliff Kresge,280.5
2009,K.J. Choi,280.1
2009,Tim Clark,280.1
2009,Jim Furyk,279.9
2009,Darron Stiles,279.8
2009,Colt Knost,279.6
2009,Aron Price,279.6
2009,Chez Reavie,279.6
2009,Ben Curtis,279.5
2009,Chris DiMarco,279.5
2009,Joe Durant,279.5
2009,Peter Lonard,279.5
2009,Parker McLachlin,279.5
2009,Marc Turnesa,279.5
2009,Mike Weir,279.3
2009,John Mallinger,279.1
2009,Spencer Levin,279.0
2009,Rick Price,278.6
2009,Chris Riley,278.5
2009,Ryuji Imada,278.4
2009,Brandt Snedeker,277.3
2009,Nick O'Hern,277.0
2009,Brendon Todd,276.2
2009,Paul Goydos,275.8
2009,Luke Donald,275.7
2009,Glen Day,275.0
2009,Bart Bryant,274.6
2009,Richard Johnson,274.0
2009,Jeff Quinney,273.4
2009,Greg Kraft,273.1
2009,Tom Lehman,272.2
2009,Brad Faxon,270.8
2009,Dean Wilson,270.3
2009,Mark Brooks,269.2
2009,Brian Gay,268.5
2009,Corey Pavin,259.0
