year,player_name,driving_distance
2010,Robert Garrigus,315.5
2010,Bubba Watson,309.8
2010,Dustin Johnson,308.5
2010,Brett Wetterich,307.3
2010,J.B. Holmes,307.2
2010,John Daly,305.7
2010,Graham DeLaet,305.7
2010,Ángel Cabrera,304.5
2010,Charles Warren,302.5
2010,D.J. Trahan,301.1
2010,Martin Flores,300.7
2010,Rory McIlroy,300.0
2010,Phil Mickelson,299.1
2010,Aaron Baddeley,298.9
2010,Jason Day,298.2
2010,Charley Hoffman,298.2
2010,Davis Love III,297.7
2010,Jeff Overton,297.3
2010,Scott Piercy,296.8
2010,Martin Laird,296.5
2010,Nick Watney,296.5
2010,Troy Matteson,296.3
2010,Jarrod Lyle,296.2
2010,Andres Romero,296.0
2010,Daniel Chopra,295.9
2010,Ryan Palmer,295.8
2010,Lucas Glover,295.7
2010,Alex Prugh,295.7
2010,Garth Mulroy,295.6
2010,John Rollins,295.5
2010,Marc Leishman,295.0
2010,Cameron Tringale,294.5
2010,Adam Scott,294.4
2010,Charles Howell III,294.3
2010,Paul Casey,294.2
2010,Matt Bettencourt,294.0
2010,Derek Lamely,294.0
2010,Cameron Percy,294.0
2010,James Driscoll,293.9
2010,Mathias Grönberg,293.7
2010,George McNeill,293.4
2010,Bill Haas,293.3
2010,Matt Jones,293.3
2010,Josh Teater,293.1
2010,Jimmy Walker,292.9
2010,J.J. Henry,292.8
2010,Rickie Fowler,292.7
2010,Sergio Garcia,292.7
2010,Stewart Cink,292.4
2010,Chris Couch,292.4
2010,Vijay Singh,292.3
2010,Padraig Harrington,292.1
2010,Roger Tambellini,292.0
2010,Bo Van Pelt,292.0
2010,David Lutterus,291.9
2010,Boo Weekley,291.9
2010,Hunter Mahan,291.8
2010,Tim Herron,291.7
2010,Chris Wilson,291.7
2010,Retief Goosen,291.4
2010,John Merrick,291.4
2010,Greg Owen,291.4
2010,Blake Adams,291.3
2010,Jonathan Byrd,290.9
2010,Matt Every,290.9
2010,Will MacKenzie,290.8
2010,Ted Purdy,290.8
2010,Steve Marino,290.6
2010,Kenny Perry,290.6
2010,Paul Stankowski,290.3
2010,Kevin Streelman,290.3
2010,John Senden,290.2
2010,Kevin Stadler,290.2
2010,Andrew McLardy,289.9
2010,Michael Letzig,289.7
2010,Ryan Moore,289.7
2010,Camilo Villegas,289.6
2010,Mathew Goggin,289.3
2010,Sean O'Hair,289.3
2010,Steve Elkington,289.2
2010,Nicholas Thompson,289.2
2010,Robert Allenby,289.1
2010,Rory Sabbatini,289.1
2010,Stuart Appleby,289.0
2010,Bill Lunde,288.9
2010,Tom Gillis,288.7
2010,Jeff Gove,288.7
2010,Scott McCarron,288.6
2010,Y.E. Yang,288.6
2010,Ernie Els,288.4
2010,Brenden Pappas,288.4
2010,Troy Merritt,288.2
2010,Henrik Bjornstad,288.1
2010,Chris Tidland,288.1
2010,Roland Thatcher,288.0
2010,Kevin Sutherland,287.9
2010,Justin Rose,287.8
2010,Lee Janzen,287.7
2010,Rich Barcelo,287.6
