year,player_name,scoring_average
2012,Rory McIlroy,68.873
2012,Tiger Woods,68.904
2012,Jim Furyk,69.304
2012,Jason Dufner,69.456
2012,Matt Kuchar,69.477
2012,Adam Scott,69.533
2012,Justin Rose,69.549
2012,Dustin Johnson,69.564
2012,Bubba Watson,69.639
2012,Luke Donald,69.687
2012,Louis Oosthuizen,69.707
2012,Bo Van Pelt,69.718
2012,Padraig Harrington,69.736
2012,Zach Johnson,69.821
2012,Brandt Snedeker,69.84
2012,Steve Stricker,69.865
2012,Sergio Garcia,69.928
2012,Keegan Bradley,69.984
2012,Carl Pettersson,70.013
2012,Phil Mickelson,70.03
2012,Webb Simpson,70.04
2012,John Senden,70.05
2012,Robert Garrigus,70.066
2012,Lee Westwood,70.084
2012,Ernie Els,70.131
2012,Brendon de Jonge,70.137
2012,Jason Day,70.152
2012,Vijay Singh,70.156
2012,Ian Poulter,70.176
2012,Davis Love III,70.194
2012,Jeff Overton,70.197
2012,Graeme McDowell,70.229
2012,Henrik Stenson,70.239
2012,Jonas Blixt,70.244
2012,Ryan Palmer,70.252
2012,S.Y. Noh,70.256
2012,Charl Schwartzel,70.281
2012,Ryan Moore,70.3
2012,Hunter Mahan,70.346
2012,Will Claxton,70.369
2012,Ken Duke,70.376
2012,Pat Perez,70.378
2012,John Huh,70.384
2012,Charles Howell III,70.385
2012,Scott Piercy,70.409
2012,Greg Chalmers,70.417
2012,Bob Estes,70.418
2012,Roberto Castro,70.434
2012,Geoff Ogilvy,70.436
2012,Greg Owen,70.444
2012,Bud Cauley,70.458
2012,Bill Haas,70.484
2012,Billy Horschel,70.494
2012,Kevin Stadler,70.525
2012,Ben Curtis,70.538
2012,Martin Flores,70.538
2012,Jimmy Walker,70.556
2012,Freddie Jacobson,70.561
2012,Chad Campbell,70.566
2012,Nick Watney,70.577
2012,Blake Adams,70.586
2012,Rickie Fowler,70.606
2012,Sean O'Hair,70.615
2012,John Rollins,70.618
2012,Graham DeLaet,70.624
2012,Kyle Stanley,70.633
2012,Kevin Na,70.634
2012,Harris English,70.688
2012,Tim Clark,70.697
2012,Charlie Wi,70.697
2012,John Mallinger,70.699
2012,John Merrick,70.701
2012,Ben Crane,70.708
2012,Michael Thompson,70.718
2012,Daniel Summerhays,70.722
2012,William McGirt,70.729
2012,David Toms,70.74
2012,Jonathan Byrd,70.753
2012,Brian Gay,70.767
2012,Spencer Levin,70.776
2012,Tim Herron,70.781
2012,Matt Every,70.789
2012,David Hearn,70.802
2012,Brian Davis,70.807
2012,Richard Lee,70.809
2012,Tom Gillis,70.812
2012,Gary Christian,70.82
2012,Brian Harman,70.821
2012,Kevin Streelman,70.821
2012,Marc Leishman,70.831
2012,Ryo Ishikawa,70.854
2012,Dicky Pride,70.871
2012,Chris Stroud,70.878
2012,John Daly,70.879
2012,Jeff Maggert,70.883
2012,K.J. Choi,70.886
2012,Kevin Chappell,70.89
2012,Chris Kirk,70.891
2012,Johnson Wagner,70.899
2012,Russell Knox,70.905
2012,Heath Slocum,70.911
2012,J.B. Holmes,70.924
2012,J.J. Henry,70.939
2012,D.A. Points,70.946
2012,Billy Mayfair,70.948
2012,Josh Teater,70.953
2012,Jerry Kelly,70.955
2012,Boo Weekley,70.966
2012,Chris Couch,70.977
2012,Martin Laird,70.989
2012,Nathan Green,70.991
2012,Y.E. Yang,71.005
2012,George McNeill,71.011
2012,Cameron Tringale,71.023
2012,Bryce Molder,71.028
2012,Rod Pampling,71.038
2012,Vaughn Taylor,71.059
2012,Danny Lee,71.062
2012,Bill Lunde,71.062
2012,Brandt Jobe,71.064
2012,Camilo Villegas,71.079
2012,Stuart Appleby,71.095
2012,Aaron Baddeley,71.113
2012,Rory Sabbatini,71.125
2012,Charley Hoffman,71.139
2012,Kyle Reifers,71.16
2012,Ricky Barnes,71.163
2012,Garth Mulroy,71.192
2012,Kris Blanks,71.201
2012,Hunter Haas,71.205
2012,Bobby Gates,71.208
2012,Rocco Mediate,71.218
2012,James Driscoll,71.246
2012,Troy Matteson,71.247
2012,Jason Bohn,71.248
2012,David Mathis,71.333
2012,Chez Reavie,71.334
2012,Kevin Kisner,71.342
2012,Robert Allenby,71.355
2012,Matt Jones,71.367
2012,Trevor Immelman,71.37
2012,Mark Wilson,71.375
2012,Gavin Coles,71.397
2012,Charlie Beljan,71.401
2012,Jhonattan Vegas,71.44
2012,Jason Kokrak,71.445
2012,Mathew Goggin,71.449
2012,Robert Karlsson,71.453
2012,Stewart Cink,71.483
2012,Chris DiMarco,71.488
2012,Scott Stallings,71.49
2012,Erik Compton,71.499
2012,J.J. Killeen,71.502
2012,Stephen Ames,71.511
2012,Troy Kelly,71.531
2012,Tommy Gainey,71.54
2012,Andres Romero,71.543
2012,Gary Woodland,71.552
2012,D.J. Trahan,71.563
2012,Nick O'Hern,71.579
2012,Ángel Cabrera,71.581
2012,Justin Leonard,71.583
2012,Steve Wheatcroft,71.584
2012,Sangmoon Bae,71.629
2012,Arjun Atwal,71.634
2012,Roland Thatcher,71.646
2012,Scott Dunlap,71.653
2012,Mark Anderson,71.692
2012,Ted Potter Jr.,71.71
2012,Cameron Beckman,71.726
2012,Harrison Frazar,71.739
2012,Colt Knost,71.798
2012,Scott Brown,71.835
2012,Daniel Chopra,71.872
2012,Brendon Todd,71.873
2012,Derek Lamely,71.876
2012,Brendan Steele,71.887
2012,Miguel Angel Carballo,71.918
2012,Edward Loar,71.922
2012,Patrick Sheehan,71.95
2012,Ryuji Imada,71.978
2012,Alexandre Rocha,72.039
2012,Michael Bradley,72.059
2012,Billy Hurley III,72.116
2012,Tom Pernice Jr.,72.137
2012,Matt Bettencourt,72.182
2012,Kyle Thompson,72.296
2012,Marco Dawson,72.304
2012,Tommy Biershenk,72.494
2012,Sung Kang,72.571
2012,Stephen Gangluff,72.995
