year,player_name,sg_approach
2013,Tiger Woods,1.533
2013,Stewart Cink,0.975
2013,Justin Rose,0.961
2013,Jim Furyk,0.95
2013,Camilo Villegas,0.885
2013,Henrik Stenson,0.776
2013,Matt Kuchar,0.731
2013,Ricky Barnes,0.714
2013,Charl Schwartzel,0.711
2013,Dustin Johnson,0.663
2013,Graham DeLaet,0.64
2013,Chris Kirk,0.62
2013,Luke Donald,0.583
2013,Robert Garrigus,0.571
2013,Steve Stricker,0.567
2013,Adam Scott,0.548
2013,Sergio Garcia,0.538
2013,Chad Campbell,0.525
2013,Chris Stroud,0.52
2013,Webb Simpson,0.517
2013,Pat Perez,0.505
2013,Vijay Singh,0.501
2013,Phil Mickelson,0.494
2013,Jordan Spieth,0.48
2013,Lee Westwood,0.479
2013,Rory Sabbatini,0.468
2013,Justin Hicks,0.462
2013,Ryan Palmer,0.461
2013,Gary Woodland,0.459
2013,Kevin Stadler,0.451
2013,Jason Dufner,0.44
2013,Rory McIlroy,0.42
2013,Kyle Stanley,0.419
2013,Brendon de Jonge,0.414
2013,John Rollins,0.409
2013,Jimmy Walker,0.407
2013,Boo Weekley,0.401
2013,Roberto Castro,0.379
2013,Nicholas Thompson,0.373
2013,Kevin Chappell,0.37
2013,John Merrick,0.365
2013,Nick Watney,0.362
2013,Bill Haas,0.346
2013,Marc Leishman,0.345
2013,Nicolas Colsaerts,0.322
2013,Ben Crane,0.313
2013,Brad Fritsch,0.313
2013,Lucas Glover,0.307
2013,Freddie Jacobson,0.304
2013,Robert Allenby,0.296
2013,Matt Every,0.296
2013,Bubba Watson,0.292
2013,Hunter Mahan,0.285
2013,Luke Guthrie,0.28
2013,Bob Estes,0.277
2013,Keegan Bradley,0.27
2013,Charley Hoffman,0.262
2013,Michael Bradley,0.257
2013,George McNeill,0.255
2013,Mark Wilson,0.252
2013,Zach Johnson,0.251
2013,Bud Cauley,0.238
2013,Daniel Summerhays,0.227
2013,Brian Davis,0.222
2013,Graeme McDowell,0.217
2013,Kevin Streelman,0.214
2013,Brandt Jobe,0.209
2013,Jason Kokrak,0.201
2013,Peter Hanson,0.192
2013,Ernie Els,0.191
2013,Ryo Ishikawa,0.191
2013,D.A. Points,0.191
2013,Chez Reavie,0.186
2013,David Hearn,0.179
2013,Cameron Tringale,0.169
2013,Trevor Immelman,0.162
2013,Jerry Kelly,0.159
2013,John Huh,0.155
2013,K.J. Choi,0.154
2013,Vaughn Taylor,0.148
2013,Rickie Fowler,0.141
2013,Jeff Maggert,0.141
2013,Ken Duke,0.13
2013,Robert Karlsson,0.125
2013,Matt Jones,0.123
2013,Brandt Snedeker,0.121
2013,Brian Stuard,0.118
2013,Jeff Overton,0.099
2013,Harris English,0.098
2013,Martin Flores,0.092
2013,Tim Clark,0.087
2013,Josh Teater,0.083
2013,Padraig Harrington,0.067
2013,Bryce Molder,0.052
2013,Ted Potter Jr.,0.046
2013,Jason Bohn,0.034
2013,Bo Van Pelt,0.025
2013,James Driscoll,0.022
2013,Dicky Pride,0.012
2013,Ryan Moore,0.007
2013,Jason Day,-0.013
2013,David Toms,-0.026
2013,Ben Curtis,-0.034
2013,Scott Piercy,-0.038
2013,Greg Owen,-0.045
2013,Russell Henley,-0.053
2013,D.H. Lee,-0.055
2013,Casey Wittenberg,-0.067
2013,Martin Kaymer,-0.07
2013,Richard Lee,-0.074
2013,James Hahn,-0.079
2013,Charles Howell III,-0.084
2013,Jim Herman,-0.091
2013,Henrik Norlander,-0.105
2013,Ben Kohles,-0.113
2013,William McGirt,-0.118
2013,Mike Weir,-0.12
2013,Billy Horschel,-0.121
2013,J.J. Henry,-0.122
2013,Scott Langley,-0.124
2013,Brendan Steele,-0.135
2013,Ian Poulter,-0.153
2013,S.Y. Noh,-0.163
2013,David Lynn,-0.164
2013,Sangmoon Bae,-0.165
2013,Jin Park,-0.166
2013,Scott Brown,-0.174
2013,Tag Ridings,-0.174
2013,Michael Thompson,-0.179
2013,Martin Laird,-0.195
2013,Cameron Percy,-0.198
2013,Stuart Appleby,-0.219
2013,Will Claxton,-0.222
2013,Lee Williams,-0.23
2013,Greg Chalmers,-0.237
2013,Ángel Cabrera,-0.241
2013,Carl Pettersson,-0.252
2013,Justin Leonard,-0.255
2013,David Lingmerth,-0.255
