year,player_name,sg_approach
2022,Will Zalatoris,1.063
2022,Russell Henley,0.969
2022,Collin Morikawa,0.854
2022,Scottie Scheffler,0.819
2022,Cameron Smith,0.771
2022,Hideki Matsuyama,0.711
2022,Xander Schauffele,0.701
2022,Justin Thomas,0.696
2022,Shane Lowry,0.679
2022,Mito Pereira,0.679
2022,Tom Hoge,0.664
2022,Tony Finau,0.659
2022,Talor Gooch,0.653
2022,Rory McIlroy,0.626
2022,Viktor Hovland,0.606
2022,Corey Conners,0.601
2022,Luke List,0.594
2022,Sam Burns,0.554
2022,Joaquin Niemann,0.527
2022,Mark Hubbard,0.494
2022,Aaron Wise,0.489
2022,Chez Reavie,0.467
2022,Harold Varner III,0.458
2022,Luke Donald,0.451
2022,Russell Knox,0.45
2022,Martin Laird,0.444
2022,Lanto Griffin,0.438
2022,Hudson Swafford,0.438
2022,Keegan Bradley,0.437
2022,Matthew NeSmith,0.417
2022,Jordan Spieth,0.416
2022,Austin Smotherman,0.412
2022,Erik van Rooyen,0.411
2022,Jhonattan Vegas,0.396
2022,Vaughn Taylor,0.386
2022,Max Homa,0.384
2022,Lucas Glover,0.368
2022,Patrick Cantlay,0.363
2022,Jon Rahm,0.363
2022,David Lipsky,0.354
2022,Sebastián Muñoz,0.331
2022,Adam Svensson,0.331
2022,Brendan Steele,0.325
2022,Gary Woodland,0.318
2022,Sungjae Im,0.308
2022,Aaron Rai,0.301
2022,Cameron Tringale,0.294
2022,Matt Fitzpatrick,0.28
2022,Adam Hadwin,0.274
2022,Cam Davis,0.269
2022,Scott Gutschewski,0.264
2022,Alex Smalley,0.26
2022,Lee Hodges,0.256
2022,Chris Kirk,0.256
2022,Adam Scott,0.256
2022,Patton Kizzire,0.213
2022,C.T. Pan,0.2
2022,Pat Perez,0.199
2022,Callum Tarren,0.197
2022,Joel Dahmen,0.195
2022,Scott Stallings,0.191
2022,Chase Seiffert,0.186
2022,Sahith Theegala,0.185
2022,Tommy Fleetwood,0.181
2022,Matthias Schwab,0.18
2022,Brian Harman,0.177
2022,Stephan Jaeger,0.177
2022,John Huh,0.171
2022,Marc Leishman,0.166
2022,Andrew Novak,0.164
2022,Wesley Bryan,0.161
2022,Davis Riley,0.161
2022,Doug Ghim,0.158
2022,Henrik Norlander,0.158
2022,Tyrrell Hatton,0.153
2022,Adam Schenk,0.152
2022,Kurt Kitayama,0.149
2022,S.Y. Noh,0.147
2022,Doc Redman,0.146
2022,Webb Simpson,0.143
2022,Tyler Duncan,0.133
2022,Nick Watney,0.131
2022,Ben Kohles,0.13
2022,J.J. Spaun,0.127
2022,Joseph Bramlett,0.125
2022,Ryan Armour,0.122
2022,Christiaan Bezuidenhout,0.12
2022,Satoshi Kodaira,0.118
2022,Taylor Pendrith,0.115
2022,Matt Jones,0.107
2022,Cameron Young,0.098
2022,Nate Lashley,0.093
2022,Justin Lower,0.093
