year,player_name,driving_accuracy
2013,Jerry Kelly,71.81
2013,Mark Wilson,70.74
2013,Steve Stricker,70.65
2013,Jim Furyk,70.47
2013,Tim Clark,70.31
2013,Chez Reavie,70.29
2013,Henrik Stenson,70.09
2013,Zach Johnson,69.68
2013,Justin Hicks,69.61
2013,Ken Duke,69.28
2013,Jeff Maggert,68.83
2013,Jin Park,68.82
2013,Brian Davis,68.61
2013,John Huh,68.53
2013,Graeme McDowell,68.51
2013,Ryan Moore,68.44
2013,Ted Potter Jr.,68.03
2013,Jordan Spieth,67.8
2013,Ben Kohles,67.78
2013,Darron Stiles,67.64
2013,Doug LaBelle II,67.42
2013,Roberto Castro,67.36
2013,Kevin Streelman,67.25
2013,Richard Lee,66.95
2013,Hunter Mahan,66.61
2013,David Toms,66.5
2013,Colt Knost,66.48
2013,Boo Weekley,66.36
2013,Brendon de Jonge,66.28
2013,D.H. Lee,66.23
2013,K.J. Choi,66.04
2013,Brian Stuard,65.99
2013,Bryce Molder,65.95
2013,Graham DeLaet,65.8
2013,Jason Bohn,65.74
2013,George McNeill,65.62
2013,Vaughn Taylor,65.32
2013,Dicky Pride,65.24
2013,J.J. Henry,64.93
2013,David Lingmerth,64.87
2013,Jason Dufner,64.81
2013,Brian Gay,64.79
2013,Brandt Jobe,64.78
2013,Tom Gillis,64.75
2013,Matt Jones,64.74
2013,Nicholas Thompson,64.74
2013,Russell Henley,64.68
2013,Justin Leonard,64.36
2013,Kevin Stadler,64.21
2013,Billy Horschel,64.17
2013,Bo Van Pelt,63.8
2013,Justin Rose,63.57
2013,D.J. Trahan,63.54
2013,D.A. Points,63.48
2013,Webb Simpson,63.3
2013,Bob Estes,63.11
2013,Aaron Watkins,63.03
2013,Charlie Wi,63.02
2013,Cameron Tringale,62.89
2013,Luke Donald,62.87
2013,Keegan Bradley,62.82
2013,Greg Chalmers,62.8
2013,Will Claxton,62.8
2013,Y.E. Yang,62.79
2013,Jim Herman,62.71
2013,Lee Westwood,62.59
2013,Brandt Snedeker,62.57
2013,Stuart Appleby,62.53
2013,Tiger Woods,62.5
2013,Scott Langley,62.45
2013,David Mathis,62.42
2013,Ian Poulter,62.42
2013,Chris Stroud,62.4
2013,Nick Watney,62.4
2013,Rod Pampling,62.35
2013,Scott Brown,62.32
2013,Bill Haas,62.31
2013,Vijay Singh,62.31
2013,William McGirt,62.3
2013,Rickie Fowler,62.27
2013,David Hearn,62.08
2013,Daniel Summerhays,62.08
2013,Fabián Gómez,61.88
2013,Adam Scott,61.84
2013,Lucas Glover,61.62
2013,Brendan Steele,61.56
2013,Kevin Chappell,61.52
2013,Michael Thompson,61.39
2013,Justin Bolli,61.36
2013,Martin Kaymer,61.36
2013,Pat Perez,61.35
2013,Sergio Garcia,61.28
2013,Luke Guthrie,61.24
2013,Trevor Immelman,61.19
2013,Ben Crane,60.94
2013,Geoff Ogilvy,60.94
2013,Andrew Svoboda,60.91
2013,Martin Laird,60.78
2013,Josh Teater,60.77
2013,Chad Campbell,60.7
2013,Brian Harman,60.64
2013,John Senden,60.57
2013,Ben Curtis,60.55
2013,John Merrick,60.51
2013,Derek Ernst,60.49
2013,Ricky Barnes,60.31
2013,Robert Karlsson,60.19
2013,Steve LeBrun,60.16
2013,Henrik Norlander,60.13
2013,Charl Schwartzel,59.87
2013,Charlie Beljan,59.86
2013,Greg Owen,59.76
2013,Lee Williams,59.76
2013,Rory Sabbatini,59.72
2013,Chris Kirk,59.65
2013,Charley Hoffman,59.57
2013,Robert Streb,59.57
2013,Kyle Stanley,59.54
2013,Carl Pettersson,59.43
2013,Cameron Percy,59.28
2013,David Lynn,59.27
2013,Bud Cauley,59.16
2013,Matt Every,58.94
2013,Matt Kuchar,58.93
2013,Marc Leishman,58.77
2013,Scott Stallings,58.73
2013,Bubba Watson,58.73
2013,Johnson Wagner,58.69
2013,Harris English,58.65
2013,James Hahn,58.58
2013,John Rollins,58.56
2013,Camilo Villegas,58.56
2013,Stephen Ames,58.53
2013,Scott Gardiner,58.52
2013,Sangmoon Bae,58.39
2013,Padraig Harrington,58.39
2013,Brad Fritsch,58.06
2013,Jason Day,58.03
2013,Alistair Presnell,58.01
2013,Rory McIlroy,57.92
2013,Robert Allenby,57.87
2013,Jeff Overton,57.83
2013,Ernie Els,57.72
2013,Morgan Hoffmann,57.72
2013,Ryan Palmer,57.69
2013,Gary Woodland,57.6
2013,Eric Meierdierks,57.5
2013,Andres Romero,57.35
2013,Phil Mickelson,57.3
2013,Stewart Cink,57.19
2013,Erik Compton,56.89
2013,Jonas Blixt,56.54
2013,Tommy Gainey,56.34
2013,Peter Hanson,56.31
2013,Freddie Jacobson,56.26
2013,Ángel Cabrera,56.19
2013,Patrick Reed,56.13
2013,Sean O'Hair,55.66
2013,Ryo Ishikawa,55.48
2013,Michael Bradley,55.46
2013,Troy Matteson,55.39
2013,Robert Garrigus,55.37
2013,Mike Weir,55.07
2013,Shawn Stefani,54.97
2013,Casey Wittenberg,54.61
2013,James Driscoll,53.89
2013,Nicolas Colsaerts,53.8
2013,Martin Flores,53.67
2013,Scott Piercy,53.57
2013,Tag Ridings,53.38
2013,Dustin Johnson,53.36
2013,Jason Kokrak,53.17
2013,Charles Howell III,53.11
2013,Steven Bowditch,53.04
2013,Tim Herron,52.24
2013,Jimmy Walker,52.18
2013,Bobby Gates,51.59
2013,S.Y. Noh,51.5
2013,Aaron Baddeley,50.71
2013,Luke List,45.58
