year,player_name,driving_distance
2019,Cameron Champ,317.9
2019,Rory McIlroy,313.5
2019,Luke List,313.3
2019,Dustin Johnson,312.0
2019,Wyndham Clark,311.8
2019,Bubba Watson,311.6
2019,Seth Reeves,311.4
2019,Trey Mullinax,310.2
2019,Tony Finau,309.5
2019,Cam Davis,309.0
2019,Brooks Koepka,309.0
2019,Jhonattan Vegas,308.3
2019,Gary Woodland,308.2
2019,Sam Burns,307.2
2019,Byeong Hun An,307.1
2019,J.B. Holmes,306.7
2019,Jason Kokrak,306.4
2019,Ollie Schniederjans,306.4
2019,Phil Mickelson,306.3
2019,Jon Rahm,305.6
2019,Patrick Cantlay,304.7
2019,Sepp Straka,304.4
2019,Brandon Harkins,304.3
2019,Xander Schauffele,304.1
2019,Martin Trainer,303.8
2019,Kevin Tway,303.8
2019,Alex Prugh,303.7
2019,Keith Mitchell,303.2
2019,Justin Rose,303.2
2019,Rickie Fowler,303.1
2019,Hideki Matsuyama,303.0
2019,Charles Howell III,302.8
2019,Aaron Wise,302.6
2019,Bryson DeChambeau,302.5
2019,Sergio Garcia,302.5
2019,Brendan Steele,302.5
2019,Justin Thomas,302.2
2019,Jason Day,302.0
2019,Harold Varner III,302.0
2019,Nick Watney,301.7
2019,Joaquin Niemann,301.5
2019,Danny Lee,301.4
2019,Alex Noren,301.1
2019,Daniel Berger,301.0
2019,Harris English,301.0
2019,Carlos Ortiz,301.0
2019,Adam Schenk,300.8
2019,Sung Kang,300.5
2019,Max Homa,300.2
2019,John Chin,300.0
2019,Sam Saunders,299.9
2019,Patrick Rodgers,299.8
2019,Beau Hossler,299.4
2019,Adam Scott,299.3
2019,Jimmy Walker,299.2
2019,Chase Wright,299.1
2019,Martin Laird,298.9
2019,Sebastián Muñoz,298.8
2019,Tommy Fleetwood,298.7
2019,Ryan Palmer,298.6
2019,Keegan Bradley,298.5
2019,Paul Casey,298.4
2019,Chesson Hadley,297.6
2019,Peter Uihlein,297.5
2019,Talor Gooch,297.4
2019,Corey Conners,297.3
2019,Cody Gribble,297.2
2019,Mackenzie Hughes,297.2
2019,Scott Stallings,297.0
2019,Cameron Tringale,296.9
2019,Patrick Reed,296.8
2019,Tyrrell Hatton,296.6
2019,Sangmoon Bae,296.5
2019,Dylan Frittelli,296.5
2019,Jim Knous,296.5
2019,Dominic Bozzelli,296.4
2019,Louis Oosthuizen,296.3
2019,Marc Leishman,296.2
2019,Bronson Burgoon,296.1
2019,Lucas Glover,296.1
2019,Sungjae Im,295.9
2019,Seamus Power,295.9
2019,Shawn Stefani,295.9
2019,Roger Sloan,295.8
2019,Emiliano Grillo,295.7
2019,Hunter Mahan,295.7
2019,Charley Hoffman,295.6
2019,Jordan Spieth,295.2
2019,Hudson Swafford,295.2
2019,Branden Grace,295.1
2019,Patton Kizzire,294.9
2019,Cameron Smith,294.2
2019,Matt Jones,294.1
2019,Wes Roach,294.1
2019,Hank Lebioda,294.0
2019,Joey Garber,293.9
2019,Sam Ryder,293.9
2019,J.T. Poston,293.8
2019,Danny Willett,293.8
2019,Stephan Jaeger,293.7
2019,Richy Werenski,293.6
2019,Bud Cauley,293.4
2019,Abraham Ancer,293.3
2019,Troy Merritt,293.3
2019,Anders Albertson,293.2
2019,Kiradech Aphibarnrat,292.4
2019,Joel Dahmen,292.4
2019,Si Woo Kim,292.4
2019,Scott Piercy,292.4
2019,Peter Malnati,292.2
2019,Nick Taylor,292.1
2019,Adam Long,292.0
2019,Josh Teater,292.0
2019,Julián Etulain,291.8
2019,Billy Horschel,291.8
2019,Kevin Streelman,291.8
2019,Bill Haas,291.5
2019,Ian Poulter,291.5
2019,Adam Hadwin,291.2
2019,Austin Cook,291.0
2019,Kramer Hickok,291.0
2019,Denny McCarthy,290.8
2019,Tom Hoge,290.4
2019,J.J. Spaun,290.4
2019,Fabián Gómez,290.2
2019,Kelly Kraft,290.2
2019,Anirban Lahiri,290.2
2019,José de Jesús Rodríguez,290.2
2019,Jason Dufner,290.1
2019,Chris Stroud,289.8
2019,Adam Svensson,289.8
2019,Rafa Cabrera Bello,289.6
