year,player_name,sg_total
2007,Tiger Woods,3.092
2007,Phil Mickelson,1.597
2007,Ernie Els,1.578
2007,Steve Stricker,1.486
2007,Sergio Garcia,1.461
2007,K.J. Choi,1.392
2007,Vijay Singh,1.379
2007,Rory Sabbatini,1.265
2007,Adam Scott,1.234
2007,Arron Oberholser,1.183
2007,Sean O'Hair,1.152
2007,Jim Furyk,1.119
2007,Zach Johnson,1.074
2007,Aaron Baddeley,1.064
2007,Freddie Jacobson,1.012
2007,Tim Clark,0.988
2007,Bo Van Pelt,0.949
2007,Camilo Villegas,0.949
2007,Scott Verplank,0.943
2007,Luke Donald,0.927
2007,Padraig Harrington,0.926
2007,Ian Poulter,0.92
2007,David Toms,0.89
2007,Jeff Overton,0.882
2007,Heath Slocum,0.879
2007,Justin Rose,0.878
2007,Steve Elkington,0.83
2007,Geoff Ogilvy,0.821
2007,Carl Pettersson,0.821
2007,Lucas Glover,0.731
2007,Alex Cejka,0.728
2007,Mike Weir,0.711
2007,Anthony Kim,0.673
2007,Brandt Snedeker,0.672
2007,Robert Allenby,0.67
2007,Stewart Cink,0.668
2007,Rod Pampling,0.649
2007,Kenny Perry,0.643
2007,Bart Bryant,0.638
2007,Tom Pernice Jr.,0.637
2007,Hunter Mahan,0.632
2007,Boo Weekley,0.627
2007,Jerry Kelly,0.621
2007,Billy Mayfair,0.604
2007,Jesper Parnevik,0.604
2007,Brian Davis,0.593
2007,Briny Baird,0.586
2007,Stephen Ames,0.58
2007,Ken Duke,0.539
2007,John Senden,0.528
2007,Justin Leonard,0.517
2007,John Rollins,0.517
2007,Jonathan Byrd,0.51
2007,Vaughn Taylor,0.506
2007,Mark Calcavecchia,0.504
2007,Ryan Moore,0.488
2007,Trevor Immelman,0.482
2007,J.J. Henry,0.473
2007,Mark Wilson,0.467
2007,Tim Herron,0.454
2007,Dean Wilson,0.444
2007,Joe Ogilvie,0.425
2007,Charlie Wi,0.421
2007,Cameron Beckman,0.418
2007,Stephen Leaney,0.412
2007,Matt Kuchar,0.41
2007,Bill Haas,0.408
2007,Daniel Chopra,0.402
2007,Jay Williamson,0.4
2007,Bob Estes,0.38
2007,Bubba Watson,0.372
2007,Charles Howell III,0.368
2007,Shaun Micheel,0.366
2007,Brian Gay,0.356
2007,Jason Bohn,0.348
2007,Mathew Goggin,0.347
2007,Will MacKenzie,0.342
2007,Stuart Appleby,0.339
2007,Pat Perez,0.33
2007,Kevin Na,0.321
2007,Woody Austin,0.319
2007,Troy Matteson,0.316
2007,Charles Warren,0.314
2007,Chris Riley,0.305
2007,Tom Lehman,0.302
2007,J.P. Hayes,0.295
2007,Henrik Stenson,0.288
2007,George McNeill,0.274
2007,Nathan Green,0.263
2007,Ryuji Imada,0.26
2007,Nick Watney,0.256
2007,Rich Beem,0.254
2007,Steve Allan,0.244
2007,Fred Funk,0.211
2007,Jason Gore,0.208
2007,Rocco Mediate,0.208
2007,Retief Goosen,0.206
2007,Johnson Wagner,0.195
2007,Paul Goydos,0.193
2007,Kent Jones,0.175
2007,Steve Marino,0.175
2007,Jarrod Lyle,0.17
2007,Nick O'Hern,0.17
2007,Tommy Armour III,0.157
2007,Peter Lonard,0.141
2007,Brett Wetterich,0.134
2007,Brett Quigley,0.128
2007,Chris DiMarco,0.115
2007,Tim Petrovic,0.115
2007,Michael Allen,0.094
2007,Frank Lickliter II,0.088
2007,Bob Heintz,0.078
2007,Cliff Kresge,0.074
2007,Kevin Sutherland,0.059
2007,Davis Love III,0.048
2007,Michael Sim,0.04
2007,Jeff Gove,0.038
2007,Craig Barlow,0.024
2007,Robert Garrigus,0.018
2007,Craig Kanada,0.011
2007,Steve Flesch,0.007
2007,John Mallinger,0.0
2007,Mathias Grönberg,-0.003
2007,Craig Bowden,-0.004
2007,Marco Dawson,-0.004
2007,Jason Dufner,-0.012
2007,Joe Durant,-0.021
2007,John Merrick,-0.025
2007,D.J. Trahan,-0.029
2007,Charley Hoffman,-0.034
2007,Ryan Armour,-0.036
2007,Jeff Quinney,-0.037
2007,José Coceres,-0.038
2007,Chris Stroud,-0.041
2007,Jeff Maggert,-0.047
2007,Shigeki Maruyama,-0.065
2007,Tag Ridings,-0.069
2007,Anders Hansen,-0.089
2007,Craig Lile,-0.108
2007,Ted Purdy,-0.17
2007,Glen Day,-0.175
2007,Michael Putnam,-0.175
2007,Corey Pavin,-0.178
2007,Ryan Palmer,-0.194
2007,Steve Lowery,-0.23
2007,Chad Campbell,-0.237
2007,Billy Andrade,-0.241
2007,Duffy Waldorf,-0.25
2007,Andrew Buckle,-0.265
2007,Mark Hensby,-0.267
2007,Brendon de Jonge,-0.271
2007,Joey Sindelar,-0.273
2007,Gavin Coles,-0.286
2007,Dicky Pride,-0.322
2007,Bob Tway,-0.329
2007,J.B. Holmes,-0.336
2007,Doug LaBelle II,-0.338
2007,Parker McLachlin,-0.344
2007,Paul Stankowski,-0.349
2007,Daisuke Maruyama,-0.385
2007,Richard Johnson,-0.398
2007,Robert Gamez,-0.413
2007,Rich Barcelo,-0.422
2007,Harrison Frazar,-0.429
2007,José María Olazábal,-0.464
2007,Jason Schultz,-0.474
2007,D.J. Brigman,-0.49
2007,Tripp Isenhour,-0.514
2007,Kirk Triplett,-0.584
2007,Lee Janzen,-0.609
2007,Chris Couch,-0.616
2007,Jeff Brehaut,-0.647
2007,Jeff Sluman,-0.648
2007,Darron Stiles,-0.649
2007,Kevin Stadler,-0.7
2007,Chris Tidland,-0.706
2007,Mark Brooks,-0.712
2007,Eric Axley,-0.726
2007,Brian Bateman,-0.739
2007,Ben Curtis,-0.749
2007,Kyle Reifers,-0.764
2007,John Daly,-0.775
2007,Tom Johnson,-0.815
2007,Scott Gutschewski,-0.837
2007,Tom Byrum,-0.842
2007,Michael Boyd,-0.861
2007,Steve Wheatcroft,-0.879
2007,Greg Owen,-0.915
2007,Paul Gow,-0.985
2007,David Branshaw,-1.044
2007,Jaco Van Zyl,-1.141
