year,player_name,scoring_average
2023,Scottie Scheffler,68.629
2023,Rory McIlroy,68.777
2023,Jon Rahm,69.037
2023,Viktor Hovland,69.123
2023,Xander Schauffele,69.127
2023,Patrick Cantlay,69.19
2023,Tommy Fleetwood,69.248
2023,Collin Morikawa,69.429
2023,Tyrrell Hatton,69.435
2023,Max Homa,69.516
2023,Rickie Fowler,69.576
2023,Ludvig Åberg,69.603
2023,Wyndham Clark,69.642
2023,Justin Rose,69.693
2023,Eric Cole,69.757
2023,Russell Henley,69.759
2023,Denny McCarthy,69.825
2023,Tom Kim,69.832
2023,Sungjae Im,69.839
2023,Tony Finau,69.933
2023,Brian Harman,69.978
2023,Nicolai Hojgaard,69.994
2023,Jason Day,70.018
2023,Keegan Bradley,70.05
2023,Matt Fitzpatrick,70.079
2023,Adam Scott,70.101
2023,Andrew Putnam,70.118
2023,Shane Lowry,70.132
2023,Corey Conners,70.144
2023,Jordan Spieth,70.15
2023,Cam Davis,70.175
2023,Hideki Matsuyama,70.181
2023,Stephan Jaeger,70.185
2023,J.T. Poston,70.202
2023,Sahith Theegala,70.219
2023,Si Woo Kim,70.229
2023,Sam Burns,70.233
2023,Byeong Hun An,70.244
2023,Ben Griffin,70.286
2023,Nick Taylor,70.309
2023,Patrick Rodgers,70.321
2023,Brendon Todd,70.321
2023,Matt Kuchar,70.353
2023,Adam Hadwin,70.36
2023,Adam Schenk,70.368
2023,Beau Hossler,70.398
2023,Aaron Rai,70.398
2023,Harris English,70.414
2023,Chris Kirk,70.417
2023,Alex Noren,70.422
2023,Taylor Montgomery,70.424
2023,J.J. Spaun,70.424
2023,Akshay Bhatia,70.431
2023,Adam Svensson,70.471
2023,Thomas Detry,70.478
2023,Maverick McNealy,70.509
2023,Cameron Young,70.515
2023,Justin Thomas,70.52
2023,Kurt Kitayama,70.534
2023,Gary Woodland,70.542
2023,Dylan Wu,70.545
2023,Alex Smalley,70.556
2023,Sam Ryder,70.559
2023,Taylor Moore,70.56
2023,Mark Hubbard,70.561
2023,Tom Hoge,70.567
2023,Emiliano Grillo,70.579
2023,Joseph Bramlett,70.58
2023,Peter Kuest,70.588
2023,Sepp Straka,70.597
2023,Lee Hodges,70.623
2023,Justin Suh,70.646
2023,Keith Mitchell,70.652
2023,Aaron Baddeley,70.659
2023,K.H. Lee,70.679
2023,Austin Eckroat,70.692
2023,Nick Hardy,70.694
2023,Brandon Wu,70.72
2023,Christiaan Bezuidenhout,70.747
2023,Mackenzie Hughes,70.749
2023,Vincent Norrman,70.755
2023,Michael Kim,70.764
2023,Greyson Sigg,70.788
2023,Kevin Yu,70.808
2023,S.H. Kim,70.824
2023,Nate Lashley,70.834
2023,Sam Stevens,70.845
2023,Harry Hall,70.846
2023,Seamus Power,70.847
2023,Davis Thompson,70.855
2023,C.T. Pan,70.857
2023,Matt NeSmith,70.87
2023,Lucas Glover,70.874
2023,Hayden Buckley,70.887
2023,Chesson Hadley,70.917
2023,Ben Martin,70.936
2023,Joel Dahmen,70.951
2023,Doug Ghim,70.952
2023,Will Gordon,70.96
2023,Andrew Novak,70.973
2023,Matt Wallace,70.98
2023,Luke List,70.981
2023,Zac Blair,71.009
2023,Taylor Pendrith,71.012
2023,Tyler Duncan,71.036
2023,Robby Shelton,71.037
2023,Davis Riley,71.038
