year,player_name,sg_off_the_tee
2021,Harold Varner III,0.104
2021,Satoshi Kodaira,0.101
2021,Rickie Fowler,0.096
2021,Scott Piercy,0.09
2021,James Hahn,0.079
2021,Harris English,0.076
2021,Sepp Straka,0.073
2021,Russell Henley,0.071
2021,Webb Simpson,0.071
2021,Beau Hossler,0.059
2021,Scott Harrington,0.057
2021,Lee Westwood,0.055
2021,Hudson Swafford,0.052
2021,Dylan Frittelli,0.029
2021,Scott Stallings,0.024
2021,Louis Oosthuizen,0.023
2021,Chase Seiffert,0.021
2021,Lanto Griffin,0.019
2021,Russell Knox,0.018
2021,Bronson Burgoon,0.015
2021,Nick Taylor,0.015
2021,Ryan Armour,0.013
2021,Michael Gellerman,0.012
2021,Matthew NeSmith,0.012
2021,Seamus Power,0.012
2021,Byeong Hun An,0.008
2021,Rory Sabbatini,-0.001
2021,C.T. Pan,-0.002
2021,Patrick Reed,-0.003
2021,Josh Teater,-0.006
2021,Cameron Tringale,-0.006
2021,Wyndham Clark,-0.015
2021,Sam Ryder,-0.019
2021,Cameron Smith,-0.02
2021,Charl Schwartzel,-0.027
2021,Mark Anderson,-0.035
2021,Doc Redman,-0.035
2021,Adam Hadwin,-0.042
2021,Alex Noren,-0.045
2021,Austin Cook,-0.046
2021,Tom Hoge,-0.05
2021,Danny Willett,-0.056
2021,Grayson Murray,-0.063
2021,Stewart Cink,-0.064
2021,Harry Higgs,-0.064
2021,Kris Ventura,-0.07
2021,Talor Gooch,-0.071
2021,Ian Poulter,-0.079
2021,Patton Kizzire,-0.083
2021,Jordan Spieth,-0.091
2021,Adam Scott,-0.101
2021,Michael Gligic,-0.104
2021,Michael Thompson,-0.104
2021,Sean O'Hair,-0.109
2021,Cameron Percy,-0.115
2021,Pat Perez,-0.12
2021,Sebastian Cappelen,-0.125
2021,Andrew Landry,-0.131
2021,J.T. Poston,-0.131
2021,Tommy Fleetwood,-0.134
2021,Hank Lebioda,-0.134
2021,Kevin Tway,-0.139
2021,Justin Rose,-0.142
2021,Camilo Villegas,-0.145
2021,Brian Stuard,-0.147
2021,Scott Brown,-0.148
2021,Phil Mickelson,-0.161
2021,Branden Grace,-0.162
2021,Marc Leishman,-0.165
2021,D.J. Trahan,-0.171
2021,Bo Van Pelt,-0.177
2021,Gary Woodland,-0.19
2021,Denny McCarthy,-0.207
2021,Troy Merritt,-0.207
2021,Richy Werenski,-0.214
2021,Zach Johnson,-0.215
2021,Kevin Kisner,-0.215
2021,Xinjun Zhang,-0.217
2021,Robert Streb,-0.232
2021,Brendon Todd,-0.234
2021,Mark Hubbard,-0.251
2021,Kevin Na,-0.253
2021,Brandt Snedeker,-0.255
2021,Peter Malnati,-0.278
2021,Chesson Hadley,-0.289
2021,Rafa Cabrera Bello,-0.295
2021,Bill Haas,-0.309
2021,Matthew Wolff,-0.333
2021,Mackenzie Hughes,-0.34
2021,Nate Lashley,-0.348
2021,Matt Kuchar,-0.371
2021,Robby Shelton,-0.385
2021,Ben Taylor,-0.416
2021,Nelson Ledesma,-0.491
2021,Vaughn Taylor,-0.501
2021,David Hearn,-0.507
2021,J.B. Holmes,-0.515
2021,Ted Potter Jr.,-0.517
2021,Andrew Putnam,-0.519
2021,Rob Oppenheim,-0.557
2021,Sung Kang,-0.575
2021,Martin Trainer,-0.597
2021,Aaron Baddeley,-0.627
2021,Brian Gay,-0.656
2021,Jimmy Walker,-0.661
2021,Nick Watney,-0.689
2021,Fabián Gómez,-0.706
2021,Luke Donald,-0.805
2021,Rhein Gibson,-0.891
2021,K.J. Choi,-0.977
2021,Michael Kim,-1.247
