year,player_name,sg_putting
2020,Denny McCarthy,0.988
2020,Matt Fitzpatrick,0.88
2020,Andrew Putnam,0.841
2020,Kris Ventura,0.694
2020,Kevin Na,0.693
2020,Matt Kuchar,0.687
2020,Ian Poulter,0.687
2020,Mackenzie Hughes,0.681
2020,Maverick McNealy,0.663
2020,Bryson DeChambeau,0.658
2020,Patrick Rodgers,0.657
2020,Patrick Reed,0.599
2020,Webb Simpson,0.589
2020,J.T. Poston,0.572
2020,Kevin Kisner,0.559
2020,Wyndham Clark,0.557
2020,Daniel Berger,0.526
2020,Harris English,0.518
2020,Dominic Bozzelli,0.5
2020,Brendon Todd,0.498
2020,Richy Werenski,0.485
2020,Jon Rahm,0.479
2020,Troy Merritt,0.47
2020,Beau Hossler,0.456
2020,Patton Kizzire,0.453
2020,Tommy Fleetwood,0.437
2020,Rhein Gibson,0.432
2020,Billy Horschel,0.423
2020,Mark Hubbard,0.413
2020,Sam Burns,0.409
2020,Alex Noren,0.4
2020,Zach Johnson,0.369
2020,Xander Schauffele,0.366
2020,Tyrrell Hatton,0.365
2020,Bronson Burgoon,0.363
2020,Peter Uihlein,0.362
2020,Brandt Snedeker,0.347
2020,Gary Woodland,0.34
2020,Lanto Griffin,0.336
2020,Peter Malnati,0.333
2020,Abraham Ancer,0.328
2020,Talor Gooch,0.313
2020,Brian Harman,0.308
2020,Chase Seiffert,0.3
2020,Vaughn Taylor,0.294
2020,Cameron Smith,0.28
2020,Vince Whaley,0.277
2020,Dustin Johnson,0.271
2020,Adam Scott,0.269
2020,Louis Oosthuizen,0.258
2020,Aaron Baddeley,0.256
2020,Pat Perez,0.253
2020,Sepp Straka,0.252
2020,Danny Willett,0.239
2020,Sungjae Im,0.233
2020,Adam Long,0.226
2020,Keith Mitchell,0.22
2020,Patrick Cantlay,0.219
2020,Brice Garnett,0.218
2020,Rickie Fowler,0.217
2020,Charles Howell III,0.217
2020,Jason Day,0.216
2020,Nate Lashley,0.201
2020,Kevin Chappell,0.198
2020,Michael Gellerman,0.194
2020,Adam Hadwin,0.185
2020,Michael Thompson,0.181
2020,Brandon Hagy,0.16
2020,Tony Finau,0.14
2020,Max Homa,0.14
2020,Nick Watney,0.132
2020,Brian Gay,0.129
2020,Brendan Steele,0.126
2020,Matthew Wolff,0.123
2020,Bo Hoag,0.122
2020,Stewart Cink,0.121
2020,David Hearn,0.12
2020,Matthew NeSmith,0.12
2020,Adam Schenk,0.118
2020,Austin Cook,0.115
2020,Brian Stuard,0.114
2020,Seamus Power,0.108
2020,Zac Blair,0.103
2020,Carlos Ortiz,0.095
2020,Scott Harrington,0.088
2020,Xinjun Zhang,0.087
2020,Cameron Tringale,0.086
2020,Charley Hoffman,0.085
2020,Harry Higgs,0.08
2020,Rafa Cabrera Bello,0.067
2020,Bubba Watson,0.064
2020,Matt Jones,0.061
2020,Chris Stroud,0.058
2020,Sebastian Cappelen,0.055
2020,Sebastián Muñoz,0.055
2020,Bud Cauley,0.052
2020,Tom Hoge,0.046
2020,Ryan Moore,0.033
2020,Mark Anderson,0.027
2020,Matt Wallace,0.027
2020,Scott Stallings,0.019
2020,Ben Martin,0.014
2020,Fabián Gómez,0.011
2020,Cam Davis,0.005
2020,Jordan Spieth,0.004
2020,Ben Taylor,-0.002
2020,Henrik Norlander,-0.004
2020,Doc Redman,-0.004
2020,Rory Sabbatini,-0.015
2020,Justin Rose,-0.025
2020,Cameron Percy,-0.028
2020,Justin Thomas,-0.031
2020,Sam Ryder,-0.035
2020,Nick Taylor,-0.043
2020,Viktor Hovland,-0.048
2020,Jim Furyk,-0.052
2020,Scottie Scheffler,-0.053
2020,Roger Sloan,-0.06
2020,Nelson Ledesma,-0.062
2020,Joel Dahmen,-0.063
2020,Chesson Hadley,-0.065
2020,Rory McIlroy,-0.071
2020,Si Woo Kim,-0.079
2020,James Hahn,-0.083
2020,Phil Mickelson,-0.083
2020,Kevin Streelman,-0.084
2020,Tim Wilkinson,-0.085
2020,Collin Morikawa,-0.099
2020,K.H. Lee,-0.102
2020,Dylan Frittelli,-0.111
2020,J.J. Spaun,-0.123
2020,Tyler Duncan,-0.132
