year,player_name,driving_distance
2014,Bubba Watson,314.3
2014,Dustin Johnson,311.0
2014,Rory McIlroy,310.5
2014,J.B. Holmes,308.0
2014,Andrew Loupe,308.0
2014,Brooks Koepka,307.0
2014,Robert Garrigus,306.1
2014,Jhonattan Vegas,304.8
2014,Charles Howell III,304.1
2014,Gary Woodland,304.1
2014,Charlie Beljan,303.8
2014,Ángel Cabrera,303.7
2014,Adam Scott,303.5
2014,Graham DeLaet,303.4
2014,Jason Kokrak,303.4
2014,Jamie Lovemark,302.4
2014,Keegan Bradley,302.2
2014,Jason Day,301.2
2014,Jimmy Walker,301.0
2014,Lucas Glover,300.6
2014,Sean O'Hair,300.5
2014,Louis Oosthuizen,300.5
2014,Ryan Palmer,300.4
2014,Scott Stallings,300.4
2014,Robert Streb,300.0
2014,Harris English,299.2
2014,Charley Hoffman,299.2
2014,Brendan Steele,298.9
2014,Steven Bowditch,298.1
2014,Charl Schwartzel,297.8
2014,Shawn Stefani,297.7
2014,Marc Leishman,297.6
2014,Rickie Fowler,297.5
2014,Kyle Stanley,297.5
2014,Hudson Swafford,297.5
2014,Will Wilcox,297.3
2014,Martin Laird,297.2
2014,Derek Ernst,297.0
2014,Troy Matteson,296.7
2014,S.Y. Noh,296.5
2014,Matt Jones,296.3
2014,Davis Love III,296.3
2014,Kevin Chappell,296.2
2014,Martin Flores,296.0
2014,Hunter Mahan,295.8
2014,Nick Watney,295.8
2014,Carl Pettersson,295.5
2014,Morgan Hoffmann,295.4
2014,Justin Rose,295.1
2014,Martin Kaymer,294.9
2014,Hideki Matsuyama,294.8
2014,Jim Herman,294.7
2014,Andres Romero,294.6
2014,Josh Teater,294.6
2014,Kevin Tway,294.5
2014,Brad Fritsch,294.4
2014,Sergio Garcia,294.3
2014,Rory Sabbatini,294.2
2014,Tommy Gainey,294.0
2014,Aaron Baddeley,293.8
2014,Stewart Cink,293.7
2014,Russell Henley,293.7
2014,Bud Cauley,293.4
2014,Henrik Stenson,293.2
2014,Paul Casey,293.0
2014,Michael Putnam,293.0
2014,Wes Roach,293.0
2014,Geoff Ogilvy,292.5
2014,Camilo Villegas,292.5
2014,Phil Mickelson,292.4
2014,Patrick Reed,292.3
2014,Lee Westwood,292.3
2014,Bill Haas,291.9
2014,Trevor Immelman,291.8
2014,Ben Martin,291.7
2014,Billy Horschel,291.6
2014,Kevin Stadler,291.6
2014,Bo Van Pelt,291.3
2014,Ernie Els,291.2
2014,Ryo Ishikawa,291.0
2014,Chris Kirk,291.0
2014,Ricky Barnes,290.7
2014,J.J. Henry,290.7
2014,Chesson Hadley,290.6
2014,Will MacKenzie,290.6
2014,John Rollins,290.1
2014,Tyrone Van Aswegen,290.0
2014,David Lingmerth,289.8
2014,Vijay Singh,289.7
2014,Jordan Spieth,289.7
2014,James Hahn,289.6
2014,Brice Garnett,289.3
2014,Michael Thompson,289.2
2014,Brian Harman,289.0
2014,John Senden,288.9
2014,Retief Goosen,288.8
2014,Kevin Streelman,288.6
2014,Sangmoon Bae,288.5
2014,Webb Simpson,288.5
2014,Boo Weekley,288.3
2014,Jim Renner,288.2
2014,Jonathan Byrd,288.1
2014,Gonzalo Fernandez-Castaño,288.1
2014,John Peterson,288.1
2014,Ian Poulter,288.1
2014,Brendon de Jonge,287.9
2014,Chad Campbell,287.8
2014,Kevin Kisner,287.8
2014,Luke Guthrie,287.6
2014,Jeff Overton,287.5
2014,Andrew Svoboda,287.4
2014,Scott Brown,287.2
2014,Johnson Wagner,287.1
2014,Nicholas Thompson,287.0
2014,Pat Perez,286.4
2014,Matt Every,286.3
2014,Jonas Blixt,286.1
2014,George McNeill,286.1
2014,Chris Stroud,285.8
2014,Russell Knox,285.7
2014,Brandt Snedeker,285.6
2014,Jason Dufner,285.3
2014,John Merrick,285.3
2014,Troy Merritt,285.2
2014,Justin Hicks,285.1
2014,Richard Lee,285.1
2014,Robert Allenby,284.9
2014,Bronson La'Cassie,284.9
2014,Ryan Moore,284.7
2014,Freddie Jacobson,284.6
2014,D.A. Points,284.5
2014,James Driscoll,284.2
2014,Danny Lee,284.2
2014,Roberto Castro,283.9
2014,John Huh,283.9
2014,Matt Kuchar,283.8
2014,Brian Stuard,283.4
2014,Erik Compton,283.3
2014,Cameron Tringale,282.9
2014,Tim Wilkinson,282.4
2014,Zach Johnson,282.2
2014,Daniel Summerhays,282.2
2014,Y.E. Yang,281.9
2014,Briny Baird,281.6
2014,Scott Langley,281.3
2014,Charlie Wi,281.0
2014,Greg Chalmers,280.7
2014,Kevin Na,280.3
2014,Brendon Todd,280.3
2014,Spencer Levin,280.1
2014,Jason Bohn,280.0
2014,K.J. Choi,279.8
2014,Mark Wilson,279.6
2014,Ben Curtis,279.5
2014,Jim Furyk,279.3
2014,David Hearn,279.1
2014,Ben Crane,279.0
2014,Bryce Molder,278.7
2014,Stuart Appleby,278.6
2014,Woody Austin,278.5
2014,William McGirt,278.5
2014,Ted Potter Jr.,278.4
2014,Brian Davis,278.2
2014,Luke Donald,278.1
2014,Graeme McDowell,278.0
2014,Heath Slocum,277.8
2014,Jerry Kelly,277.5
2014,Billy Hurley III,276.7
2014,Jeff Maggert,276.6
2014,D.H. Lee,276.2
2014,Ken Duke,275.5
2014,Chad Collins,275.4
2014,David Toms,275.1
2014,Tim Clark,272.2
2014,Brian Gay,271.6
2014,Mike Weir,271.2
2014,Justin Leonard,270.3
