year,player_name,driving_distance
2020,Bryson DeChambeau,322.1
2020,Cameron Champ,322.0
2020,Ryan Brehm,315.3
2020,Rory McIlroy,314.0
2020,Grayson Murray,313.8
2020,Brandon Hagy,312.8
2020,Jason Kokrak,312.4
2020,Sam Burns,312.0
2020,Matthew Wolff,311.6
2020,Dustin Johnson,311.0
2020,Bubba Watson,311.0
2020,Tyler McCumber,310.2
2020,Tony Finau,309.8
2020,Tommy Fleetwood,309.6
2020,Jhonattan Vegas,309.0
2020,Scottie Scheffler,308.9
2020,Will Gordon,308.8
2020,Patrick Rodgers,308.5
2020,Adam Scott,308.1
2020,Cam Davis,308.0
2020,Luke List,307.8
2020,Jon Rahm,307.6
2020,Paul Casey,307.2
2020,Scott Harrington,307.1
2020,Brooks Koepka,307.0
2020,Beau Hossler,306.6
2020,Sergio Garcia,305.8
2020,Byeong Hun An,305.7
2020,Kris Ventura,305.7
2020,Xander Schauffele,305.4
2020,Gary Woodland,305.4
2020,Wyndham Clark,305.1
2020,Seamus Power,304.5
2020,Hideki Matsuyama,304.4
2020,Justin Thomas,304.2
2020,Kevin Tway,303.8
2020,Sebastian Cappelen,303.7
2020,Brendan Steele,303.6
2020,Sung Kang,303.4
2020,Patrick Cantlay,303.1
2020,Sepp Straka,302.7
2020,Lanto Griffin,302.5
2020,Sebastián Muñoz,302.3
2020,Nick Watney,302.3
2020,Martin Laird,302.1
2020,Martin Trainer,302.1
2020,Danny Lee,302.0
2020,Adam Schenk,302.0
2020,Keith Mitchell,301.9
2020,Cameron Tringale,301.9
2020,Harold Varner III,301.9
2020,Peter Uihlein,301.8
2020,Joaquin Niemann,301.7
2020,Matt Wallace,301.7
2020,Lucas Glover,301.6
2020,Tyrrell Hatton,301.6
2020,Jordan Spieth,301.6
2020,Zack Sucher,301.6
2020,Phil Mickelson,301.5
2020,Aaron Wise,301.5
2020,Danny Willett,301.2
2020,Charles Howell III,301.1
2020,Keegan Bradley,301.0
2020,Harry Higgs,301.0
2020,Harris English,300.9
2020,Vince Whaley,300.9
2020,Kevin Chappell,300.6
2020,Max Homa,300.6
2020,Sungjae Im,300.5
2020,Carlos Ortiz,300.3
2020,Daniel Berger,300.2
2020,Louis Oosthuizen,300.1
2020,Cameron Smith,299.8
2020,Jason Day,299.7
2020,Justin Rose,299.6
2020,Shane Lowry,299.4
2020,Joseph Bramlett,299.3
2020,Billy Horschel,299.3
2020,Viktor Hovland,299.3
2020,Ryan Palmer,299.3
2020,Dominic Bozzelli,299.0
2020,Corey Conners,298.7
2020,Mackenzie Hughes,298.7
2020,Michael Gligic,298.4
2020,Talor Gooch,298.2
2020,Nelson Ledesma,298.2
2020,Si Woo Kim,298.1
2020,Richy Werenski,298.1
2020,Jimmy Walker,298.0
2020,Rhein Gibson,297.8
2020,Sam Ryder,297.7
2020,Scott Stallings,297.6
2020,D.J. Trahan,297.6
2020,Abraham Ancer,297.5
2020,Doc Redman,297.4
2020,J.J. Spaun,297.4
2020,Branden Grace,297.3
2020,Matt Jones,297.3
2020,Collin Morikawa,297.3
2020,Scott Piercy,297.2
2020,Maverick McNealy,296.6
2020,Robby Shelton,296.6
2020,Nick Taylor,296.6
2020,Charley Hoffman,296.5
2020,K.H. Lee,296.4
2020,Russell Knox,296.3
2020,Webb Simpson,296.2
2020,Doug Ghim,296.0
2020,Chesson Hadley,296.0
2020,Alex Noren,296.0
2020,Patrick Reed,296.0
2020,Marc Leishman,295.8
2020,Stewart Cink,295.7
2020,Emiliano Grillo,295.7
2020,Joel Dahmen,295.4
2020,Ben Taylor,295.2
2020,Matthew NeSmith,295.0
2020,Cameron Percy,295.0
2020,Rickie Fowler,294.9
2020,Patton Kizzire,294.8
2020,Matt Fitzpatrick,294.7
2020,Bo Hoag,294.7
