year,player_name,money_earned
2017,Justin Thomas,9921560
2017,Jordan Spieth,9433033
2017,Dustin Johnson,8732193
2017,Hideki Matsuyama,8380569
2017,Jon Rahm,6123248
2017,Rickie Fowler,6083197
2017,Marc Leishman,5866390
2017,Brooks Koepka,5612397
2017,Kevin Kisner,4766936
2017,Brian Harman,4396470
2017,Pat Perez,4361400
2017,Xander Schauffele,4312674
2017,Daniel Berger,4287161
2017,Matt Kuchar,4282488
2017,Justin Rose,4245308
2017,Charley Hoffman,4161008
2017,Paul Casey,3906974
2017,Sergio Garcia,3522476
2017,Adam Hadwin,3455012
2017,Russell Henley,3413876
2017,Kyle Stanley,3402106
2017,Jason Dufner,3310341
2017,Webb Simpson,3209646
2017,Kevin Chappell,3149615
2017,Louis Oosthuizen,3105422
2017,Patrick Reed,3055111
2017,Gary Woodland,2980225
2017,Jason Day,2978181
2017,Jhonattan Vegas,2944738
2017,Brendan Steele,2907095
2017,Francesco Molinari,2875850
2017,Bill Haas,2842173
2017,Tony Finau,2838629
2017,Henrik Stenson,2769771
2017,Billy Horschel,2697960
2017,Si Woo Kim,2681177
2017,Charles Howell III,2606383
2017,Wesley Bryan,2495751
2017,Rory McIlroy,2430182
2017,Zach Johnson,2362968
2017,Mackenzie Hughes,2355553
2017,Hudson Swafford,2246090
2017,Charl Schwartzel,2156036
2017,Cameron Smith,2123216
2017,Phil Mickelson,2102599
2017,Ian Poulter,2098346
2017,Patrick Cantlay,2049632
2017,Lucas Glover,1955822
2017,Anirban Lahiri,1944289
2017,Sung Kang,1943309
2017,Keegan Bradley,1940478
2017,Ollie Schniederjans,1935669
2017,Rafa Cabrera Bello,1934675
2017,Jamie Lovemark,1886972
2017,Sean O'Hair,1873856
2017,James Hahn,1841314
2017,Chez Reavie,1819206
2017,Bryson DeChambeau,1817054
2017,Luke List,1813219
2017,Martin Laird,1759706
2017,Ryan Moore,1751851
2017,Scott Brown,1748324
2017,Kevin Na,1728350
2017,Adam Scott,1695144
2017,Russell Knox,1643924
2017,Kelly Kraft,1638045
2017,Brandt Snedeker,1625806
2017,Danny Lee,1611331
2017,Graham DeLaet,1603666
2017,Robert Streb,1588287
2017,Emiliano Grillo,1567015
2017,Bud Cauley,1553685
2017,Rod Pampling,1539422
2017,Kevin Tway,1472613
2017,Grayson Murray,1468728
2017,Stewart Cink,1463923
2017,Jonas Blixt,1408288
2017,J.B. Holmes,1353584
2017,Patrick Rodgers,1346322
2017,Chad Campbell,1329941
2017,Scott Piercy,1317452
2017,Branden Grace,1315054
2017,Kevin Streelman,1313327
2017,Chris Stroud,1308445
2017,Cody Gribble,1305554
2017,Morgan Hoffmann,1278568
2017,C.T. Pan,1267649
2017,Nick Taylor,1255259
2017,Byeong Hun An,1236090
2017,William McGirt,1225005
2017,Bubba Watson,1223129
2017,Chris Kirk,1216047
2017,Jim Herman,1205632
2017,Jason Kokrak,1173708
2017,Whee Kim,1125368
2017,J.J. Spaun,1122611
2017,Patton Kizzire,1110395
2017,Jimmy Walker,1101162
2017,S.Y. Noh,1080706
2017,David Lingmerth,1070754
2017,Michael Kim,1018204
2017,Steve Stricker,1002036
2017,Camilo Villegas,971420
2017,Ryan Blaum,962768
2017,Luke Donald,958850
2017,Scott Stallings,955337
2017,Brian Gay,942372
2017,Harold Varner III,918779
2017,Derek Fathauer,898491
2017,D.A. Points,893700
2017,Richy Werenski,890262
2017,Robert Garrigus,880905
2017,Dominic Bozzelli,868519
2017,Geoff Ogilvy,867249
2017,Harris English,864960
2017,Brandon Hagy,861227
2017,Ben Martin,850319
2017,Shane Lowry,831411
2017,Martin Flores,830057
2017,Daniel Summerhays,826124
2017,Nick Watney,824162
2017,Blayne Barber,823082
2017,Tyrone Van Aswegen,806410
2017,David Hearn,800710
2017,Vaughn Taylor,797385
2017,Cameron Tringale,792814
2017,Zac Blair,788352
2017,Smylie Kaufman,784758
2017,Ryan Palmer,772560
2017,John Huh,767575
2017,Trey Mullinax,758141
2017,Aaron Baddeley,755356
2017,Rory Sabbatini,741617
2017,Greg Owen,738711
2017,J.J. Henry,734874
2017,Søren Kjeldsen,722913
2017,Billy Hurley III,719579
2017,Ricky Barnes,697624
2017,Chad Collins,693743
2017,Johnson Wagner,685306
2017,Sam Saunders,678117
2017,J.T. Poston,662565
2017,Seamus Power,646180
2017,Graeme McDowell,639770
2017,Cameron Percy,623694
2017,Ben Crane,618483
2017,Alex Cejka,618171
2017,Brian Stuard,588806
2017,Troy Merritt,569682
2017,Michael Thompson,568991
2017,Sebastián Muñoz,563900
2017,Jim Furyk,558098
2017,Rick Lamb,524372
2017,Jonathan Randolph,511032
2017,Matt Jones,510622
2017,Tag Ridings,489927
2017,Spencer Levin,469730
2017,Kyle Reifers,454570
2017,Julián Etulain,448214
2017,Ryan Armour,443006
2017,Andres Gonzales,422078
2017,Boo Weekley,416929
2017,Retief Goosen,414363
2017,Tim Wilkinson,411459
2017,Shawn Stefani,404377
2017,Ryan Brehm,396258
2017,Tom Hoge,373092
2017,Roberto Castro,367362
2017,Peter Malnati,358541
2017,Matt Every,351412
2017,Joel Dahmen,344824
2017,Greg Chalmers,344631
2017,Vijay Singh,337305
2017,Fabián Gómez,332352
2017,John Peterson,329705
2017,Jonathan Byrd,328337
2017,Ryo Ishikawa,319748
2017,Steve Wheatcroft,309518
2017,Andrew Johnston,293233
2017,K.J. Choi,292716
2017,Hunter Mahan,277235
2017,Andrew Loupe,273070
2017,Will MacKenzie,272288
2017,Brett Stegmaier,271031
2017,Mark Hubbard,267968
2017,Gonzalo Fernandez-Castaño,258162
2017,Davis Love III,257270
2017,Brian Campbell,237537
