year,player_name,driving_distance
2012,Bubba Watson,315.5
2012,Charlie Beljan,311.6
2012,Robert Garrigus,310.3
2012,Dustin Johnson,310.2
2012,Rory McIlroy,310.1
2012,J.B. Holmes,309.7
2012,Jason Day,308.6
2012,Kyle Stanley,306.9
2012,John Daly,306.7
2012,Adam Scott,304.6
2012,Jhonattan Vegas,304.6
2012,Scott Piercy,304.5
2012,Graham DeLaet,304.3
2012,Jason Kokrak,304.1
2012,Ryan Palmer,303.1
2012,Keegan Bradley,302.7
2012,Scott Stallings,302.4
2012,Gary Woodland,301.6
2012,S.Y. Noh,300.4
2012,Harris English,300.3
2012,Bobby Gates,300.2
2012,Ángel Cabrera,299.7
2012,Troy Kelly,299.5
2012,Louis Oosthuizen,299.5
2012,Brandt Jobe,299.2
2012,Troy Matteson,298.9
2012,Josh Teater,298.6
2012,Martin Laird,298.2
2012,Lee Westwood,298.1
2012,Harrison Frazar,297.7
2012,Sean O'Hair,297.5
2012,Tiger Woods,297.4
2012,Erik Compton,297.2
2012,Tommy Gainey,297.2
2012,Carl Pettersson,297.1
2012,Nick Watney,296.8
2012,Boo Weekley,296.8
2012,Jimmy Walker,296.5
2012,Davis Love III,296.3
2012,Bo Van Pelt,296.1
2012,Greg Owen,295.9
2012,Charl Schwartzel,295.8
2012,Mark Anderson,295.7
2012,Daniel Chopra,295.6
2012,Edward Loar,295.6
2012,Charley Hoffman,295.5
2012,John Rollins,295.4
2012,Vijay Singh,295.4
2012,Martin Flores,295.0
2012,Robert Karlsson,294.7
2012,Ernie Els,294.6
2012,Charles Howell III,294.6
2012,Phil Mickelson,294.4
2012,Chris Couch,293.8
2012,Matt Jones,293.7
2012,Garth Mulroy,293.7
2012,Padraig Harrington,293.6
2012,Kevin Chappell,293.3
2012,John Merrick,293.3
2012,Rickie Fowler,293.2
2012,Hunter Mahan,293.1
2012,Kevin Stadler,292.9
2012,Kevin Streelman,292.8
2012,Jason Dufner,292.4
2012,Sergio Garcia,292.4
2012,Bill Haas,292.2
2012,D.J. Trahan,292.2
2012,Aaron Baddeley,292.0
2012,Ricky Barnes,292.0
2012,Jeff Overton,292.0
2012,Andres Romero,292.0
2012,Danny Lee,291.9
2012,Chris Kirk,291.8
2012,Bud Cauley,291.6
2012,Stephen Gangluff,291.5
2012,Pat Perez,291.5
2012,Scott Brown,291.2
2012,James Driscoll,291.1
2012,John Senden,291.0
2012,Trevor Immelman,290.9
2012,Justin Rose,290.9
2012,Mathew Goggin,290.8
2012,Roberto Castro,290.6
2012,Bill Lunde,290.5
2012,Will Claxton,290.4
2012,Cameron Tringale,290.4
2012,Brian Harman,290.3
2012,Camilo Villegas,290.3
