year,player_name,sg_approach
2020,Vaughn Taylor,-0.155
2020,Rafa Cabrera Bello,-0.166
2020,Grayson Murray,-0.167
2020,Andrew Landry,-0.169
2020,Sam Burns,-0.179
2020,D.J. Trahan,-0.191
2020,Chris Stroud,-0.194
2020,Robert Streb,-0.221
2020,David Hearn,-0.229
2020,Denny McCarthy,-0.243
2020,Doug Ghim,-0.244
2020,J.J. Spaun,-0.266
2020,K.H. Lee,-0.274
2020,Rory Sabbatini,-0.278
2020,Brian Gay,-0.293
2020,Bo Hoag,-0.295
2020,Charles Howell III,-0.3
2020,Kevin Chappell,-0.304
2020,Scott Brown,-0.307
2020,Kris Ventura,-0.314
2020,Troy Merritt,-0.323
2020,Ryan Brehm,-0.327
2020,Brandt Snedeker,-0.336
2020,Danny Willett,-0.336
2020,Kevin Tway,-0.35
2020,Nate Lashley,-0.353
2020,Seamus Power,-0.358
2020,Harry Higgs,-0.361
2020,J.T. Poston,-0.366
2020,Patton Kizzire,-0.368
2020,Arjun Atwal,-0.377
2020,Tommy Fleetwood,-0.378
2020,Kramer Hickok,-0.384
2020,Roger Sloan,-0.384
2020,Mackenzie Hughes,-0.39
2020,Maverick McNealy,-0.391
2020,Dominic Bozzelli,-0.393
2020,Matt Every,-0.4
2020,Zack Sucher,-0.403
2020,Peter Malnati,-0.431
2020,Keith Mitchell,-0.431
2020,Jim Herman,-0.438
2020,Matt Jones,-0.438
2020,Zac Blair,-0.443
2020,Wes Roach,-0.449
2020,Patrick Rodgers,-0.465
2020,Austin Cook,-0.492
2020,Andrew Putnam,-0.495
2020,Matt Wallace,-0.554
2020,Anirban Lahiri,-0.56
2020,Brandon Hagy,-0.561
2020,Wyndham Clark,-0.57
2020,Scott Harrington,-0.579
2020,Nelson Ledesma,-0.645
2020,Beau Hossler,-0.71
2020,Rhein Gibson,-0.757
2020,Vince Whaley,-0.761
2020,Sebastian Cappelen,-0.862
2020,Bo Van Pelt,-1.06
2020,Martin Trainer,-2.115
