year,player_name,money_earned
2009,Tiger Woods,10508163
2009,Steve Stricker,6332636
2009,Phil Mickelson,5332755
2009,Zach Johnson,4714813
2009,Kenny Perry,4445562
2009,Sean O'Hair,4316493
2009,Jim Furyk,3946515
2009,Geoff Ogilvy,3866270
2009,Lucas Glover,3692580
2009,Y.E. Yang,3489516
2009,Retief Goosen,3232650
2009,Nick Watney,3221421
2009,Brian Gay,3201295
2009,David Toms,3047198
2009,Dustin Johnson,2977901
2009,Hunter Mahan,2941349
2009,Stewart Cink,2821030
2009,Rory Sabbatini,2752291
2009,Kevin Na,2724825
2009,Padraig Harrington,2628377
2009,Ángel Cabrera,2625472
2009,Paul Casey,2582181
2009,Jerry Kelly,2562648
2009,Matt Kuchar,2489193
2009,Ian Poulter,2431001
2009,Mike Weir,2379422
2009,John Senden,2305492
2009,John Rollins,2269475
2009,Tim Clark,2235105
2009,Justin Leonard,2232378
2009,Ryan Moore,2222871
2009,Heath Slocum,2195565
2009,Jason Dufner,2190792
2009,Luke Donald,2174947
2009,Steve Marino,2161539
2009,Ernie Els,2147157
2009,Stephen Ames,2131538
2009,Scott Verplank,2092114
2009,Anthony Kim,1972155
2009,Bo Van Pelt,1945307
2009,Charley Hoffman,1894925
2009,Robert Allenby,1890946
2009,Brian Davis,1874318
2009,Mark Wilson,1838414
2009,Camilo Villegas,1804981
2009,Charles Howell III,1804460
2009,Marc Leishman,1742243
2009,Chad Campbell,1725237
2009,Pat Perez,1720360
2009,John Mallinger,1717140
2009,Ben Crane,1667085
2009,Davis Love III,1622401
2009,Paul Goydos,1619918
2009,Tim Petrovic,1551866
2009,Brandt Snedeker,1483557
2009,Troy Matteson,1466070
2009,George McNeill,1439220
2009,John Merrick,1438892
2009,Nathan Green,1436342
2009,Bubba Watson,1430244
2009,Bill Haas,1425418
2009,Brett Quigley,1412780
2009,Bryce Molder,1381211
2009,Charlie Wi,1375096
2009,Martin Laird,1349354
2009,D.A. Points,1320021
2009,Jonathan Byrd,1316771
2009,Vijay Singh,1276815
2009,Jason Day,1251219
2009,Webb Simpson,1249674
2009,Jeff Klauk,1243696
2009,J.B. Holmes,1219534
2009,Kevin Sutherland,1218605
2009,Sergio Garcia,1212522
2009,Fred Couples,1197971
2009,Jeff Overton,1193346
2009,Freddie Jacobson,1189995
2009,Briny Baird,1186982
2009,Vaughn Taylor,1178282
2009,J.J. Henry,1161641
2009,Jason Bohn,1159936
2009,Woody Austin,1137331
2009,Justin Rose,1125518
2009,Mathew Goggin,1118845
2009,Boo Weekley,1107448
2009,Bob Estes,1079929
2009,D.J. Trahan,1078256
2009,Nick O'Hern,1074215
2009,Greg Chalmers,1058286
2009,Scott Piercy,1032716
2009,Kevin Streelman,1007444
2009,Scott McCarron,980819
2009,K.J. Choi,968506
2009,Rod Pampling,956897
2009,Alex Cejka,953664
2009,James Nitties,931532
2009,Kevin Stadler,925514
2009,Michael Letzig,896478
2009,Lee Janzen,871187
2009,Ted Purdy,838707
2009,Aaron Baddeley,837065
2009,Bill Lunde,825691
2009,Daniel Chopra,814331
2009,James Driscoll,807578
2009,Ben Curtis,799524
2009,Andres Romero,789305
2009,Mark Calcavecchia,787346
2009,Adam Scott,783138
2009,Greg Owen,763517
2009,Michael Allen,741066
2009,Matt Bettencourt,740037
2009,Harrison Frazar,738615
2009,Chris Stroud,735019
2009,Tom Watson,732603
2009,Michael Bradley,727788
2009,Cameron Beckman,726705
2009,Jeff Quinney,718950
2009,Ryuji Imada,706394
2009,Richard Johnson,687077
2009,Ricky Barnes,684863
2009,Roland Thatcher,681631
2009,Rich Beem,676899
2009,Nicholas Thompson,675178
2009,Steve Flesch,668052
2009,Jimmy Walker,662683
2009,Will MacKenzie,659686
2009,Robert Garrigus,657204
2009,Jeff Maggert,651384
2009,Chris Riley,630417
