year,player_name,scoring_average
2011,Sung Kang,70.849
2011,Shane Bertsch,70.869
2011,D.J. Trahan,70.87
2011,Michael Bradley,70.877
2011,Harrison Frazar,70.891
2011,David Mathis,70.899
2011,Chris DiMarco,70.909
2011,Vaughn Taylor,70.909
2011,Robert Garrigus,70.931
2011,Michael Thompson,70.942
2011,Woody Austin,70.943
2011,Marc Leishman,70.948
2011,Kris Blanks,70.952
2011,Jhonattan Vegas,70.966
2011,Heath Slocum,70.988
2011,Michael Putnam,70.989
2011,Graeme McDowell,70.997
2011,Kent Jones,71.001
2011,Justin Leonard,71.002
2011,Brendan Steele,71.019
2011,Camilo Villegas,71.024
2011,Scott Stallings,71.036
2011,Bill Lunde,71.046
2011,Josh Teater,71.057
2011,Ernie Els,71.062
2011,Charley Hoffman,71.097
2011,Ryuji Imada,71.115
2011,Steve Flesch,71.119
2011,Stephen Ames,71.121
2011,Scott McCarron,71.127
2011,Tom Gillis,71.134
2011,Chris Riley,71.143
2011,Paul Stankowski,71.165
2011,Boo Weekley,71.176
2011,Alex Cejka,71.178
2011,Troy Matteson,71.184
2011,Dean Wilson,71.195
2011,Joe Ogilvie,71.215
2011,Steven Bowditch,71.221
2011,Kevin Chappell,71.221
2011,Alexandre Rocha,71.262
2011,James Driscoll,71.277
2011,Kevin Stadler,71.295
2011,Nathan Green,71.298
2011,Tag Ridings,71.325
2011,Michael Connell,71.326
2011,Tim Petrovic,71.326
2011,Jason Bohn,71.336
2011,Jim Renner,71.372
2011,Jim Herman,71.377
2011,Ben Martin,71.419
2011,Joe Durant,71.428
2011,Arjun Atwal,71.444
2011,Garrett Willis,71.458
2011,Roland Thatcher,71.478
2011,Billy Horschel,71.512
2011,Matt Jones,71.517
2011,Lee Janzen,71.525
2011,Marc Turnesa,71.533
2011,Stuart Appleby,71.554
2011,Scott Gutschewski,71.582
2011,Steve Elkington,71.598
2011,Bobby Gates,71.616
2011,Jarrod Lyle,71.617
2011,Andres Gonzales,71.634
2011,Matt McQuillan,71.635
2011,Fabián Gómez,71.639
2011,Cameron Beckman,71.642
2011,Shaun Micheel,71.675
2011,Matt Bettencourt,71.689
2011,Bio Kim,71.696
2011,Joseph Bramlett,71.714
2011,Paul Goydos,71.722
2011,Colt Knost,71.747
2011,D.J. Brigman,71.803
2011,Nate Smith,71.833
2011,Kevin Kisner,71.858
2011,David Duval,71.873
2011,Zack Miller,71.89
2011,Richard Johnson,71.902
2011,Alex Prugh,71.904
2011,Justin Hicks,72.008
2011,J.P. Hayes,72.048
2011,Troy Merritt,72.083
2011,Will Strickler,72.177
2011,Daniel Summerhays,72.487
2011,Martin Piller,72.542
2011,Derek Lamely,72.606
2011,Rich Beem,72.76
2011,Rocco Mediate,72.975
