year,player_name,sg_putting
2021,Louis Oosthuizen,0.764
2021,J.T. Poston,0.706
2021,Ian Poulter,0.695
2021,Patrick Reed,0.669
2021,Zach Johnson,0.667
2021,Jason Kokrak,0.628
2021,Rhein Gibson,0.623
2021,Brendon Todd,0.62
2021,Sam Burns,0.579
2021,Cameron Smith,0.573
2021,Chesson Hadley,0.552
2021,Harris English,0.544
2021,Alex Noren,0.538
2021,Hunter Mahan,0.491
2021,Mackenzie Hughes,0.483
2021,Xander Schauffele,0.48
2021,Cameron Tringale,0.48
2021,Adam Scott,0.475
2021,Adam Hadwin,0.471
2021,Bryson DeChambeau,0.456
2021,Ben Taylor,0.45
2021,Denny McCarthy,0.435
2021,Webb Simpson,0.435
2021,Kris Ventura,0.435
2021,Brian Harman,0.432
2021,Patton Kizzire,0.432
2021,Hank Lebioda,0.431
2021,Dustin Johnson,0.429
2021,Abraham Ancer,0.412
2021,Patrick Cantlay,0.402
2021,Brice Garnett,0.396
2021,Kevin Kisner,0.392
2021,Jordan Spieth,0.389
2021,Michael Gligic,0.384
2021,Lanto Griffin,0.384
2021,Justin Rose,0.375
2021,Pat Perez,0.372
2021,Matt Fitzpatrick,0.367
2021,Ryan Armour,0.354
2021,Brandt Snedeker,0.341
2021,Andrew Putnam,0.335
2021,Jon Rahm,0.331
2021,Charley Hoffman,0.33
2021,Jimmy Walker,0.325
2021,Rafa Cabrera Bello,0.318
2021,Aaron Baddeley,0.314
2021,Joaquin Niemann,0.312
2021,Austin Cook,0.309
2021,Vaughn Taylor,0.293
2021,Sungjae Im,0.292
2021,Billy Horschel,0.285
2021,Mark Hubbard,0.282
2021,Troy Merritt,0.282
2021,Martin Trainer,0.277
2021,Matt Jones,0.273
2021,Harry Higgs,0.243
2021,Peter Malnati,0.238
2021,David Hearn,0.232
2021,Brian Stuard,0.23
2021,Daniel Berger,0.214
2021,Beau Hossler,0.206
2021,Brian Gay,0.203
2021,Kevin Tway,0.203
2021,Erik van Rooyen,0.193
2021,Marc Leishman,0.19
2021,Brooks Koepka,0.187
2021,Rory McIlroy,0.187
2021,Robert Streb,0.179
2021,Rory Sabbatini,0.176
2021,Cam Davis,0.173
2021,Bill Haas,0.17
2021,Seamus Power,0.168
2021,Vince Whaley,0.166
2021,James Hahn,0.165
2021,Nick Taylor,0.165
2021,Stewart Cink,0.164
2021,Branden Grace,0.15
2021,Adam Long,0.144
2021,Matthew Wolff,0.141
2021,Talor Gooch,0.14
2021,Tyrrell Hatton,0.138
2021,Adam Schenk,0.137
2021,Maverick McNealy,0.118
2021,Charles Howell III,0.114
2021,Matt Wallace,0.112
2021,Scott Brown,0.106
2021,Kevin Na,0.105
2021,Matt Kuchar,0.104
2021,Ryan Palmer,0.099
2021,Sepp Straka,0.092
2021,Tony Finau,0.09
2021,Harold Varner III,0.069
2021,Lee Westwood,0.069
2021,Richy Werenski,0.068
2021,Jason Day,0.067
2021,Patrick Rodgers,0.062
2021,Michael Thompson,0.062
2021,Sam Ryder,0.056
2021,Viktor Hovland,0.054
2021,Sebastian Cappelen,0.05
2021,Sebastián Muñoz,0.047
2021,Chris Kirk,0.046
2021,Scott Stallings,0.03
2021,Justin Thomas,0.026
2021,Russell Henley,0.025
2021,Charl Schwartzel,0.025
2021,Scottie Scheffler,0.023
2021,Satoshi Kodaira,0.017
2021,Hudson Swafford,0.001
2021,Bo Hoag,0.0
2021,Doc Redman,-0.002
2021,Corey Conners,-0.008
2021,Kevin Streelman,-0.008
2021,Rob Oppenheim,-0.014
2021,Carlos Ortiz,-0.019
2021,Phil Mickelson,-0.032
2021,Anirban Lahiri,-0.039
2021,Max Homa,-0.043
2021,Wyndham Clark,-0.045
2021,Keith Mitchell,-0.057
2021,Roger Sloan,-0.06
2021,Rafael Campos,-0.066
2021,Will Zalatoris,-0.066
2021,Paul Casey,-0.073
2021,Gary Woodland,-0.076
2021,Rickie Fowler,-0.091
2021,Sung Kang,-0.094
2021,Danny Willett,-0.096
2021,Emiliano Grillo,-0.104
2021,Tom Hoge,-0.106
2021,C.T. Pan,-0.108
2021,Tom Lewis,-0.126
2021,Ben Martin,-0.126
2021,Chase Seiffert,-0.131
2021,Brendan Steele,-0.131
2021,Tommy Fleetwood,-0.137
2021,Lucas Glover,-0.141
2021,Brandon Hagy,-0.159
2021,Michael Kim,-0.161
2021,Shane Lowry,-0.162
2021,J.B. Holmes,-0.164
2021,Scott Harrington,-0.173
2021,Luke Donald,-0.176
2021,Mark Anderson,-0.179
2021,Si Woo Kim,-0.183
2021,Jhonattan Vegas,-0.184
2021,Josh Teater,-0.193
2021,Will Gordon,-0.195
2021,Bubba Watson,-0.21
2021,Nate Lashley,-0.217
2021,Bo Van Pelt,-0.225
2021,K.H. Lee,-0.236
2021,Kramer Hickok,-0.255
2021,Russell Knox,-0.26
2021,Andrew Landry,-0.263
2021,Sean O'Hair,-0.265
2021,Fabián Gómez,-0.266
2021,Doug Ghim,-0.269
2021,Camilo Villegas,-0.277
2021,Ryan Brehm,-0.287
2021,Jim Herman,-0.298
2021,Robby Shelton,-0.322
2021,Martin Laird,-0.343
2021,Joel Dahmen,-0.344
2021,Chris Baker,-0.35
2021,Cameron Percy,-0.352
2021,Matthew NeSmith,-0.377
2021,Nelson Ledesma,-0.386
2021,Jason Dufner,-0.392
2021,Bronson Burgoon,-0.396
2021,Xinjun Zhang,-0.397
2021,J.J. Spaun,-0.398
2021,Sergio Garcia,-0.409
2021,Aaron Wise,-0.432
2021,Hideki Matsuyama,-0.433
2021,Henrik Norlander,-0.442
2021,Chez Reavie,-0.445
2021,Collin Morikawa,-0.457
2021,Nick Watney,-0.458
2021,Dylan Frittelli,-0.47
2021,Tyler Duncan,-0.472
2021,Scott Piercy,-0.482
2021,Ted Potter Jr.,-0.495
2021,K.J. Choi,-0.507
2021,Danny Lee,-0.538
2021,Keegan Bradley,-0.548
2021,D.J. Trahan,-0.564
2021,Cameron Champ,-0.608
2021,Luke List,-0.626
2021,John Huh,-0.639
2021,Tyler McCumber,-0.681
2021,Kyle Stanley,-0.712
2021,Joseph Bramlett,-0.724
2021,Michael Gellerman,-0.771
2021,Byeong Hun An,-0.867
2021,Grayson Murray,-1.261
