year,player_name,sg_total
2014,Rory McIlroy,2.266
2014,Sergio Garcia,1.984
2014,Jim Furyk,1.796
2014,Adam Scott,1.72
2014,Matt Kuchar,1.573
2014,Justin Rose,1.466
2014,Jason Day,1.389
2014,Bubba Watson,1.352
2014,Charl Schwartzel,1.341
2014,Dustin Johnson,1.331
2014,Ryan Palmer,1.265
2014,Jimmy Walker,1.253
2014,Graeme McDowell,1.171
2014,Graham DeLaet,1.168
2014,Hideki Matsuyama,1.152
2014,Bill Haas,1.09
2014,Paul Casey,1.008
2014,Keegan Bradley,0.994
2014,Henrik Stenson,0.992
2014,Jordan Spieth,0.98
2014,Brooks Koepka,0.958
2014,Charley Hoffman,0.956
2014,Kevin Na,0.954
2014,Jason Kokrak,0.908
2014,Gary Woodland,0.9
2014,Webb Simpson,0.88
2014,Phil Mickelson,0.868
2014,Chris Kirk,0.862
2014,Zach Johnson,0.857
2014,Ryan Moore,0.836
2014,Russell Knox,0.822
2014,John Senden,0.805
2014,George McNeill,0.799
2014,Brendon Todd,0.793
2014,Rickie Fowler,0.769
2014,Charles Howell III,0.755
2014,Marc Leishman,0.749
2014,Billy Horschel,0.738
2014,Kevin Chappell,0.692
2014,Luke Donald,0.69
2014,Harris English,0.677
2014,Daniel Summerhays,0.675
2014,Cameron Tringale,0.668
2014,Lee Westwood,0.646
2014,Brandt Snedeker,0.644
2014,Nick Watney,0.613
2014,Jerry Kelly,0.527
2014,Jason Dufner,0.522
2014,Hunter Mahan,0.52
2014,Brendan Steele,0.519
2014,Brian Harman,0.515
2014,Matt Every,0.497
2014,Ernie Els,0.483
2014,David Toms,0.46
2014,David Hearn,0.451
2014,Robert Streb,0.438
2014,Robert Garrigus,0.429
2014,Ben Martin,0.421
2014,Shawn Stefani,0.418
2014,Chris Stroud,0.418
2014,Freddie Jacobson,0.411
2014,Kevin Stadler,0.411
2014,J.B. Holmes,0.401
2014,Kevin Kisner,0.397
2014,Bo Van Pelt,0.378
2014,Stuart Appleby,0.361
2014,Will Wilcox,0.349
2014,Scott Brown,0.345
2014,Andrew Svoboda,0.344
2014,Patrick Reed,0.331
2014,Retief Goosen,0.329
2014,Brian Stuard,0.326
2014,Ryo Ishikawa,0.323
2014,Camilo Villegas,0.315
2014,Billy Hurley III,0.309
2014,S.Y. Noh,0.306
2014,Ricky Barnes,0.302
2014,Luke Guthrie,0.299
2014,K.J. Choi,0.293
2014,Scott Langley,0.284
2014,Chad Campbell,0.275
2014,Carl Pettersson,0.259
2014,Heath Slocum,0.249
2014,Martin Kaymer,0.244
2014,Brendon de Jonge,0.224
2014,Will MacKenzie,0.224
2014,Martin Flores,0.218
2014,Sangmoon Bae,0.216
2014,Ángel Cabrera,0.205
2014,Michael Thompson,0.149
2014,Andres Romero,0.145
2014,Tim Wilkinson,0.127
2014,Stewart Cink,0.113
2014,Matt Jones,0.113
2014,Michael Putnam,0.108
2014,Robert Allenby,0.105
2014,Tim Clark,0.086
2014,William McGirt,0.079
2014,Kevin Streelman,0.074
2014,Justin Hicks,0.066
2014,Brian Davis,0.061
2014,Jeff Overton,0.061
2014,Brad Fritsch,0.06
2014,Aaron Baddeley,0.044
2014,Morgan Hoffmann,0.034
2014,Erik Compton,0.023
2014,Danny Lee,0.018
2014,Pat Perez,-0.004
2014,Vijay Singh,-0.025
2014,Ian Poulter,-0.038
2014,Jhonattan Vegas,-0.056
2014,Ted Potter Jr.,-0.09
2014,Troy Merritt,-0.099
2014,Bud Cauley,-0.105
2014,Russell Henley,-0.106
2014,Charlie Wi,-0.108
2014,Martin Laird,-0.116
2014,Jason Bohn,-0.127
2014,Greg Chalmers,-0.133
2014,Andrew Loupe,-0.136
2014,Chesson Hadley,-0.14
2014,Josh Teater,-0.143
2014,Brice Garnett,-0.147
2014,Ben Crane,-0.152
2014,John Huh,-0.169
2014,Ken Duke,-0.178
2014,Justin Leonard,-0.181
2014,Steven Bowditch,-0.182
2014,Jonas Blixt,-0.209
2014,Gonzalo Fernandez-Castaño,-0.211
2014,Ben Curtis,-0.216
2014,Louis Oosthuizen,-0.217
2014,J.J. Henry,-0.219
2014,Bryce Molder,-0.233
2014,James Hahn,-0.236
2014,Sean O'Hair,-0.244
2014,Tyrone Van Aswegen,-0.247
2014,Boo Weekley,-0.277
2014,Charlie Beljan,-0.289
2014,Jonathan Byrd,-0.298
2014,Roberto Castro,-0.3
2014,David Lingmerth,-0.307
2014,Hudson Swafford,-0.316
2014,Trevor Immelman,-0.317
2014,Spencer Levin,-0.324
2014,Jamie Lovemark,-0.351
2014,Geoff Ogilvy,-0.363
2014,Davis Love III,-0.418
2014,Richard Lee,-0.432
2014,Chad Collins,-0.446
2014,Brian Gay,-0.465
2014,John Peterson,-0.48
2014,John Merrick,-0.517
2014,Nicholas Thompson,-0.517
2014,Bronson La'Cassie,-0.519
2014,Tommy Gainey,-0.521
2014,Y.E. Yang,-0.536
2014,Wes Roach,-0.554
2014,Johnson Wagner,-0.565
2014,Rory Sabbatini,-0.571
2014,Briny Baird,-0.575
2014,Mike Weir,-0.626
2014,John Rollins,-0.647
2014,Scott Stallings,-0.673
2014,Jeff Maggert,-0.748
2014,D.H. Lee,-0.796
2014,Mark Wilson,-0.804
2014,Woody Austin,-0.833
2014,Kyle Stanley,-0.834
2014,Kevin Tway,-0.834
2014,James Driscoll,-0.835
2014,Jim Herman,-0.85
2014,Lucas Glover,-0.936
2014,Jim Renner,-1.013
2014,D.A. Points,-1.097
2014,Troy Matteson,-1.337
2014,Derek Ernst,-1.356
