year,player_name,driving_accuracy
2011,Joe Durant,75.65
2011,Heath Slocum,74.92
2011,Jerry Kelly,73.3
2011,Brian Gay,72.77
2011,Ben Curtis,71.91
2011,David Toms,71.82
2011,Nick O'Hern,71.67
2011,Zach Johnson,71.06
2011,Billy Mayfair,70.41
2011,Brian Davis,70.33
2011,Aron Price,70.29
2011,Chris Riley,70.19
2011,Justin Hicks,69.88
2011,Steve Elkington,69.58
2011,Paul Goydos,69.0
2011,Rocco Mediate,68.91
2011,Briny Baird,68.74
2011,Jim Furyk,68.0
2011,Garrett Willis,67.85
2011,Mark Wilson,67.63
2011,Jason Bohn,67.48
2011,Stephen Ames,67.44
2011,Johnson Wagner,67.35
2011,Chez Reavie,67.32
2011,John Merrick,67.31
2011,Ben Crane,67.06
2011,Shane Bertsch,67.05
2011,John Rollins,66.84
2011,David Mathis,66.82
2011,John Senden,66.82
2011,Boo Weekley,66.74
2011,Rod Pampling,66.7
2011,Chris DiMarco,66.67
2011,Bryce Molder,66.46
2011,D.A. Points,66.45
2011,J.J. Henry,66.43
2011,Alex Cejka,66.42
2011,Graeme McDowell,66.31
2011,Billy Horschel,66.22
2011,Woody Austin,66.21
2011,Kent Jones,66.13
2011,Colt Knost,66.02
2011,Brandt Jobe,65.87
2011,Jason Dufner,65.81
2011,Blake Adams,65.79
2011,Michael Connell,65.79
2011,Justin Leonard,65.29
2011,Dean Wilson,65.27
2011,Chris Couch,64.96
2011,Brendan Steele,64.83
2011,Ian Poulter,64.76
2011,Matt Kuchar,64.75
2011,Tim Petrovic,64.73
2011,Scott McCarron,64.63
2011,Matt McQuillan,64.45
2011,J.P. Hayes,64.36
2011,Luke Donald,64.29
2011,Vaughn Taylor,64.22
2011,Tom Gillis,64.11
2011,Brendon de Jonge,64.04
2011,Brandt Snedeker,64.02
2011,Adam Scott,63.98
2011,Rich Beem,63.87
2011,Hunter Haas,63.76
2011,Kevin Streelman,63.72
2011,Pat Perez,63.64
2011,Bill Haas,63.59
2011,Bo Van Pelt,63.59
2011,Spencer Levin,63.53
2011,Richard Johnson,63.46
2011,Ben Martin,63.43
2011,David Hearn,63.36
2011,Chad Campbell,63.31
2011,Justin Rose,63.27
2011,Kevin Stadler,63.25
2011,Kris Blanks,63.11
2011,Ryan Moore,63.1
2011,Fabián Gómez,63.08
2011,Lee Janzen,63.04
2011,Marc Turnesa,62.93
2011,Robert Allenby,62.91
2011,Geoff Ogilvy,62.89
2011,Hunter Mahan,62.85
2011,Daniel Summerhays,62.83
2011,Steve Stricker,62.47
2011,Greg Chalmers,62.42
2011,Carl Pettersson,62.29
2011,Alexandre Rocha,62.23
2011,Y.E. Yang,62.23
2011,Troy Merritt,62.04
2011,K.J. Choi,61.99
2011,Webb Simpson,61.93
2011,Sung Kang,61.82
2011,Trevor Immelman,61.74
2011,Charl Schwartzel,61.73
2011,Keegan Bradley,61.5
2011,Andres Gonzales,61.49
2011,Josh Teater,61.48
2011,Retief Goosen,61.44
2011,Steve Flesch,61.43
2011,Charlie Wi,61.35
2011,Roland Thatcher,61.16
2011,Bill Lunde,61.11
2011,Cameron Beckman,61.05
2011,Lucas Glover,61.05
2011,Cameron Tringale,60.99
2011,Steve Marino,60.98
2011,Nate Smith,60.98
2011,Kevin Kisner,60.96
2011,Freddie Jacobson,60.82
2011,William McGirt,60.78
2011,Jeff Overton,60.46
2011,Ryuji Imada,60.36
2011,Charley Hoffman,60.34
2011,Jonathan Byrd,60.33
2011,Michael Thompson,60.14
2011,Ernie Els,60.1
2011,Bobby Gates,60.1
2011,Chris Stroud,60.03
2011,George McNeill,59.95
2011,D.J. Trahan,59.81
2011,Vijay Singh,59.67
2011,Joseph Bramlett,59.54
2011,Kyle Stanley,59.52
2011,Davis Love III,59.45
2011,Nathan Green,59.44
2011,Jim Renner,59.1
2011,Paul Stankowski,59.05
2011,Kevin Chappell,59.0
2011,Tommy Gainey,58.97
2011,Jarrod Lyle,58.86
2011,Troy Matteson,58.83
2011,Ricky Barnes,58.55
2011,Martin Laird,58.51
2011,Stuart Appleby,58.2
2011,Nick Watney,58.15
2011,Gary Woodland,58.07
2011,Scott Gutschewski,58.06
2011,Sergio Garcia,58.0
2011,Camilo Villegas,57.98
2011,Andres Romero,57.8
2011,Kevin Na,57.66
2011,Charles Howell III,57.51
2011,Will Strickler,57.38
2011,Alex Prugh,57.35
2011,Tim Herron,57.29
2011,Dustin Johnson,57.17
2011,Zack Miller,57.06
2011,Michael Bradley,57.03
2011,Tag Ridings,56.99
2011,Jim Herman,56.98
2011,Bubba Watson,56.92
2011,Scott Stallings,56.91
2011,Scott Piercy,56.81
2011,Robert Karlsson,56.78
2011,Rory Sabbatini,56.74
2011,Rickie Fowler,56.7
2011,Joe Ogilvie,56.62
2011,Stewart Cink,56.58
2011,Matt Bettencourt,56.51
2011,Chris Kirk,56.47
2011,Arjun Atwal,56.31
2011,James Driscoll,55.79
2011,Sean O'Hair,55.78
2011,Shaun Micheel,55.71
2011,Aaron Baddeley,55.67
2011,Matt Jones,55.52
2011,D.J. Brigman,55.27
2011,Steven Bowditch,55.12
2011,Ángel Cabrera,54.97
2011,Michael Putnam,54.72
2011,Jason Day,54.7
2011,Jhonattan Vegas,54.65
2011,Marc Leishman,54.41
2011,Martin Piller,54.0
2011,Ryan Palmer,53.76
2011,Phil Mickelson,53.2
2011,Jimmy Walker,53.13
2011,Padraig Harrington,52.98
2011,Robert Garrigus,52.97
2011,Bio Kim,52.87
2011,J.B. Holmes,52.09
2011,David Duval,51.88
2011,Harrison Frazar,51.49
2011,Derek Lamely,50.57
2011,Anthony Kim,46.99
