year,player_name,sg_total
2011,Luke Donald,2.278
2011,Webb Simpson,1.764
2011,Steve Stricker,1.73
2011,Nick Watney,1.712
2011,Matt Kuchar,1.54
2011,David Toms,1.282
2011,Charles Howell III,1.239
2011,Hunter Mahan,1.218
2011,Phil Mickelson,1.182
2011,Aaron Baddeley,1.148
2011,Brandt Snedeker,1.094
2011,K.J. Choi,1.079
2011,Gary Woodland,1.041
2011,Zach Johnson,1.033
2011,Martin Laird,0.996
2011,Sergio Garcia,0.984
2011,Justin Rose,0.984
2011,Jason Day,0.976
2011,John Senden,0.967
2011,Charl Schwartzel,0.95
2011,Kevin Streelman,0.934
2011,Rickie Fowler,0.917
2011,Bill Haas,0.916
2011,Freddie Jacobson,0.904
2011,Bo Van Pelt,0.867
2011,J.B. Holmes,0.847
2011,Spencer Levin,0.846
2011,Ryan Moore,0.827
2011,Robert Allenby,0.818
2011,Kevin Na,0.77
2011,Carl Pettersson,0.77
2011,Brian Gay,0.737
2011,Geoff Ogilvy,0.722
2011,Rory Sabbatini,0.719
2011,Jason Dufner,0.717
2011,Robert Karlsson,0.678
2011,John Rollins,0.671
2011,Stewart Cink,0.67
2011,Jerry Kelly,0.667
2011,Kyle Stanley,0.665
2011,Jim Furyk,0.655
2011,Bryce Molder,0.653
2011,Adam Scott,0.635
2011,Brian Davis,0.605
2011,Vijay Singh,0.6
2011,Brandt Jobe,0.596
2011,Bubba Watson,0.593
2011,Brendon de Jonge,0.576
2011,Dustin Johnson,0.576
2011,Steve Marino,0.565
2011,Chad Campbell,0.564
2011,Briny Baird,0.543
2011,Charley Hoffman,0.525
2011,Rod Pampling,0.497
2011,Pat Perez,0.492
2011,Ben Crane,0.49
2011,Woody Austin,0.487
2011,Mark Wilson,0.477
2011,Andres Romero,0.474
2011,Jonathan Byrd,0.469
2011,Nick O'Hern,0.462
2011,Chris Couch,0.45
2011,Lucas Glover,0.442
2011,Chris Kirk,0.432
2011,John Merrick,0.43
2011,Greg Chalmers,0.42
2011,Chez Reavie,0.419
2011,Blake Adams,0.411
2011,Retief Goosen,0.405
2011,Davis Love III,0.389
2011,Billy Mayfair,0.385
2011,Jimmy Walker,0.376
2011,J.J. Henry,0.372
2011,Shane Bertsch,0.367
2011,Scott Piercy,0.346
2011,Trevor Immelman,0.333
2011,Charlie Wi,0.305
2011,D.A. Points,0.297
2011,Hunter Haas,0.282
2011,Aron Price,0.28
2011,Keegan Bradley,0.279
2011,Tommy Gainey,0.27
2011,Y.E. Yang,0.27
2011,Padraig Harrington,0.245
