year,player_name,driving_accuracy
2018,Henrik Stenson,75.19
2018,Ryan Armour,73.58
2018,Chez Reavie,72.24
2018,Ryan Moore,71.94
2018,Brian Stuard,71.44
2018,Brian Gay,71.37
2018,Kyle Stanley,71.29
2018,Emiliano Grillo,70.16
2018,Russell Henley,70.03
2018,Jim Furyk,69.91
2018,Steve Wheatcroft,69.79
2018,Kevin Streelman,69.11
2018,C.T. Pan,68.98
2018,David Lingmerth,68.93
2018,Keegan Bradley,67.9
2018,Rafa Cabrera Bello,67.85
2018,Billy Horschel,67.8
2018,Russell Knox,67.7
2018,Ben Crane,67.52
2018,Vaughn Taylor,67.51
2018,Brian Harman,67.14
2018,Sam Ryder,66.91
2018,Ted Potter Jr.,66.83
2018,Austin Cook,66.76
2018,Tyler Duncan,66.74
2018,David Hearn,66.63
2018,Alex Cejka,66.49
2018,Ian Poulter,66.41
2018,Joel Dahmen,66.36
2018,Kevin Kisner,66.33
2018,J.J. Henry,66.22
2018,J.J. Spaun,66.18
2018,Justin Rose,66.02
2018,Kelly Kraft,65.84
2018,Conrad Shindler,65.77
2018,Scott Piercy,65.68
2018,Adam Hadwin,65.6
2018,Ben Silverman,65.56
2018,Satoshi Kodaira,65.53
2018,Rickie Fowler,65.33
2018,Xinjun Zhang,65.33
2018,Kiradech Aphibarnrat,65.12
2018,Pat Perez,65.09
2018,Lucas Glover,65.06
2018,Richy Werenski,65.06
2018,Hunter Mahan,65.04
2018,Francesco Molinari,65.04
2018,Fabián Gómez,64.99
2018,Tommy Fleetwood,64.98
2018,Graeme McDowell,64.92
2018,Louis Oosthuizen,64.81
2018,Chad Campbell,64.7
2018,Blayne Barber,64.67
2018,Michael Thompson,64.66
2018,Chris Kirk,64.64
2018,Daniel Berger,64.58
2018,Hudson Swafford,64.57
2018,Bronson Burgoon,64.53
2018,Brice Garnett,64.45
2018,Ryan Blaum,64.31
2018,Johnson Wagner,64.25
2018,Kevin Na,64.13
2018,Zach Johnson,63.88
2018,John Huh,63.83
2018,James Hahn,63.73
2018,Rod Pampling,63.69
2018,Gary Woodland,63.69
2018,Cameron Percy,63.66
2018,Abraham Ancer,63.64
2018,Ben Martin,63.52
2018,Branden Grace,63.49
2018,Denny McCarthy,63.45
2018,Aaron Wise,63.33
2018,Jason Dufner,63.3
2018,Matt Kuchar,63.27
2018,Martin Laird,63.22
2018,Roberto Díaz,63.2
2018,Paul Casey,63.14
2018,Corey Conners,62.99
2018,Kyle Thompson,62.99
2018,Troy Merritt,62.93
2018,Andrew Landry,62.92
2018,Hideki Matsuyama,62.82
2018,Brandt Snedeker,62.79
2018,Zac Blair,62.76
2018,Danny Lee,62.65
2018,Charles Howell III,62.59
2018,Adam Scott,62.51
2018,Tom Hoge,62.43
2018,Webb Simpson,62.34
2018,Chris Stroud,62.24
2018,Bryson DeChambeau,62.23
2018,Jonathan Randolph,62.18
2018,Rory Sabbatini,62.05
2018,Scott Brown,62.03
2018,Tyrrell Hatton,61.84
2018,Alex Noren,61.73
2018,Patrick Cantlay,61.58
2018,Jordan Spieth,61.55
2018,J.T. Poston,61.53
2018,Kevin Chappell,61.27
2018,Shane Lowry,61.2
2018,Patrick Rodgers,61.14
2018,Whee Kim,61.11
2018,Nick Taylor,60.94
2018,Bud Cauley,60.81
2018,Si Woo Kim,60.68
2018,Nate Lashley,60.58
2018,Beau Hossler,60.47
2018,D.A. Points,60.47
2018,Brendan Steele,60.47
2018,Nicholas Lindheim,60.44
2018,Andrew Putnam,60.42
2018,Jonas Blixt,60.3
2018,Ethan Tracy,60.25
2018,Byeong Hun An,60.19
2018,Marc Leishman,60.17
2018,Sam Saunders,60.14
2018,Anirban Lahiri,60.09
2018,Sean O'Hair,60.09
2018,Chesson Hadley,60.07
2018,Mackenzie Hughes,60.04
2018,William McGirt,59.89
2018,Xander Schauffele,59.77
2018,Dustin Johnson,59.46
2018,Matt Jones,59.38
2018,Tiger Woods,59.35
2018,Billy Hurley III,59.24
2018,Jon Rahm,59.2
2018,Ryan Palmer,59.11
2018,Harold Varner III,59.02
2018,Harris English,58.99
2018,Greg Chalmers,58.9
2018,Stephan Jaeger,58.76
2018,Jonathan Byrd,58.59
2018,Keith Mitchell,58.59
2018,Martin Piller,58.51
2018,Justin Thomas,58.41
2018,Brett Stegmaier,58.38
2018,Charley Hoffman,58.34
2018,Jason Day,58.32
2018,Bubba Watson,58.27
2018,Jason Kokrak,58.06
2018,Jhonattan Vegas,57.91
2018,Adam Schenk,57.67
2018,Stewart Cink,57.6
2018,Matt Atkins,57.5
2018,Talor Gooch,57.31
2018,Bill Haas,57.27
2018,J.B. Holmes,57.13
2018,Cameron Smith,57.03
2018,Tyrone Van Aswegen,56.98
2018,Jamie Lovemark,56.92
2018,Peter Malnati,56.86
2018,Brooks Koepka,56.85
2018,Sung Kang,56.72
2018,Scott Stallings,56.57
2018,Shawn Stefani,56.52
2018,Robert Garrigus,56.37
2018,Nick Watney,56.33
2018,Rob Oppenheim,56.26
2018,Grayson Murray,56.0
2018,Rory McIlroy,55.79
2018,Dominic Bozzelli,55.69
2018,Patton Kizzire,55.59
2018,Matt Every,55.5
2018,Cody Gribble,55.45
2018,Wesley Bryan,55.41
2018,Lanto Griffin,55.27
2018,Retief Goosen,55.22
2018,Seamus Power,55.19
2018,Charl Schwartzel,55.19
2018,Patrick Reed,55.11
2018,Tony Finau,55.09
2018,Trey Mullinax,54.94
2018,Martin Flores,54.92
2018,Michael Kim,54.89
2018,Brandon Harkins,54.79
2018,Zecheng Dou,54.76
2018,Tom Lovelady,54.73
2018,Daniel Summerhays,54.69
2018,Luke List,54.66
2018,Robert Streb,54.11
2018,Andrew Yun,53.58
2018,Jimmy Walker,53.49
2018,Aaron Baddeley,53.27
