year,player_name,sg_off_the_tee
2016,Rory McIlroy,1.23
2016,Dustin Johnson,1.117
2016,Bubba Watson,0.983
2016,Sergio Garcia,0.737
2016,Gary Woodland,0.695
2016,Justin Rose,0.678
2016,J.B. Holmes,0.663
2016,Ryan Palmer,0.625
2016,Jamie Lovemark,0.609
2016,Scott Piercy,0.608
2016,Jason Kokrak,0.594
2016,Andrew Landry,0.594
2016,Jhonattan Vegas,0.589
2016,Boo Weekley,0.571
2016,Lucas Glover,0.565
2016,Scott Brown,0.545
2016,Brooks Koepka,0.542
2016,Rickie Fowler,0.529
2016,Hideki Matsuyama,0.527
2016,Adam Scott,0.522
2016,Scott Pinckney,0.511
2016,Hudson Swafford,0.497
2016,Paul Casey,0.494
2016,Harold Varner III,0.472
2016,Emiliano Grillo,0.446
2016,Graham DeLaet,0.444
2016,Thomas Aiken,0.438
2016,Luke List,0.427
2016,Jordan Spieth,0.402
2016,Louis Oosthuizen,0.387
2016,Charley Hoffman,0.384
2016,William McGirt,0.37
2016,Tony Finau,0.365
2016,Jim Herman,0.364
2016,Matt Kuchar,0.364
2016,Patrick Rodgers,0.356
2016,Robert Garrigus,0.35
2016,Kevin Kisner,0.348
2016,Brendan Steele,0.331
2016,Daniel Berger,0.329
2016,Branden Grace,0.326
2016,Sean O'Hair,0.325
2016,John Senden,0.318
2016,Kevin Chappell,0.317
2016,Keegan Bradley,0.305
2016,Charl Schwartzel,0.304
2016,Shane Lowry,0.296
2016,Jason Dufner,0.29
2016,Kevin Streelman,0.289
2016,Brian Harman,0.27
2016,Russell Henley,0.269
2016,Chez Reavie,0.262
2016,Si Woo Kim,0.257
2016,Whee Kim,0.252
2016,Adam Hadwin,0.223
2016,Rod Pampling,0.222
2016,Roberto Castro,0.217
2016,Steve Marino,0.21
2016,Billy Horschel,0.201
2016,David Lingmerth,0.193
2016,Francesco Molinari,0.192
2016,Jason Day,0.186
2016,Patrick Reed,0.183
2016,Greg Owen,0.177
2016,Marc Leishman,0.159
2016,Derek Ernst,0.152
2016,Nick Taylor,0.149
2016,Webb Simpson,0.146
2016,Russell Knox,0.13
2016,Brett Stegmaier,0.128
2016,John Huh,0.127
2016,Kyle Reifers,0.117
2016,Rory Sabbatini,0.115
2016,Danny Lee,0.108
2016,Scott Stallings,0.106
2016,Scott Langley,0.105
2016,James Hahn,0.1
2016,Chris Kirk,0.086
2016,Ben Martin,0.079
2016,Bronson Burgoon,0.069
2016,Bill Haas,0.068
2016,Ernie Els,0.065
2016,Robert Streb,0.05
2016,Chad Campbell,0.048
2016,Jason Gore,0.044
2016,Jimmy Walker,0.044
2016,Spencer Levin,0.043
2016,Kyle Stanley,0.041
2016,Ken Duke,0.04
2016,Will Wilcox,0.04
2016,Charles Howell III,0.039
2016,Will MacKenzie,0.032
2016,Johnson Wagner,0.03
2016,Justin Thomas,0.029
2016,Anirban Lahiri,0.025
2016,Henrik Norlander,0.023
2016,Vijay Singh,0.023
2016,Blayne Barber,0.018
2016,Michael Thompson,0.015
2016,Jerry Kelly,0.013
2016,Hiroshi Iwata,0.012
2016,Fabián Gómez,0.009
2016,Steve Wheatcroft,0.008
2016,Shawn Stefani,0.003
2016,Andrew Loupe,-0.005
2016,Michael Kim,-0.006
2016,Sung Kang,-0.009
2016,Dawie van der Walt,-0.013
2016,Wes Roach,-0.015
2016,Smylie Kaufman,-0.022
2016,Abraham Ancer,-0.024
2016,Chesson Hadley,-0.031
2016,Matt Jones,-0.039
2016,Stewart Cink,-0.049
2016,Jeff Overton,-0.054
2016,Brandt Snedeker,-0.059
2016,Ben Crane,-0.063
2016,Rhein Gibson,-0.067
2016,Zac Blair,-0.068
2016,Chris Stroud,-0.069
2016,Morgan Hoffmann,-0.07
2016,Geoff Ogilvy,-0.081
2016,Jonas Blixt,-0.093
2016,Kelly Kraft,-0.093
2016,Brian Stuard,-0.1
2016,Ángel Cabrera,-0.106
2016,Ryan Moore,-0.112
2016,Vaughn Taylor,-0.113
2016,Tyler Aldridge,-0.115
2016,Hunter Mahan,-0.118
2016,Daniel Summerhays,-0.126
2016,Graeme McDowell,-0.129
2016,Mark Hubbard,-0.143
2016,Phil Mickelson,-0.145
2016,Stuart Appleby,-0.173
2016,Martin Laird,-0.178
2016,Bryce Molder,-0.181
2016,Sam Saunders,-0.191
2016,Billy Hurley III,-0.206
2016,Dicky Pride,-0.212
2016,Andres Gonzales,-0.222
2016,Freddie Jacobson,-0.223
2016,Brendon de Jonge,-0.229
2016,Jim Furyk,-0.234
2016,Harris English,-0.236
2016,Jason Bohn,-0.259
2016,Zach Johnson,-0.269
2016,Alex Cejka,-0.292
2016,Padraig Harrington,-0.292
2016,J.J. Henry,-0.293
2016,Colt Knost,-0.294
2016,David Hearn,-0.303
2016,Troy Merritt,-0.303
2016,Tom Hoge,-0.315
2016,K.J. Choi,-0.317
2016,Kevin Na,-0.322
2016,Patton Kizzire,-0.34
2016,Cameron Smith,-0.357
2016,Aaron Baddeley,-0.366
2016,Retief Goosen,-0.385
2016,David Toms,-0.39
2016,Tyrone Van Aswegen,-0.393
2016,George McNeill,-0.415
2016,Steve Stricker,-0.44
2016,Cameron Tringale,-0.443
2016,Martin Piller,-0.444
2016,Carlos Ortiz,-0.452
2016,Tim Wilkinson,-0.459
2016,D.A. Points,-0.492
2016,Erik Compton,-0.495
2016,Mark Wilson,-0.501
2016,D.H. Lee,-0.51
2016,Ricky Barnes,-0.518
2016,Derek Fathauer,-0.538
2016,Peter Malnati,-0.538
2016,Chad Collins,-0.629
2016,Robert Allenby,-0.631
2016,S.Y. Noh,-0.637
2016,Jon Curran,-0.659
2016,Luke Donald,-0.665
2016,Camilo Villegas,-0.764
2016,Rob Oppenheim,-0.779
2016,Luke Guthrie,-0.819
2016,Brendon Todd,-1.043
2016,Steven Bowditch,-1.616
