year,player_name,sg_around_green
2011,Kevin Na,0.593
2011,Chris Riley,0.59
2011,Bio Kim,0.515
2011,Aaron Baddeley,0.438
2011,Brian Gay,0.425
2011,Alex Cejka,0.413
2011,Nick O'Hern,0.378
2011,Steve Stricker,0.364
2011,Charles Howell III,0.358
2011,Rod Pampling,0.353
2011,Bryce Molder,0.346
2011,Justin Leonard,0.338
2011,Ryuji Imada,0.337
2011,Phil Mickelson,0.333
2011,K.J. Choi,0.296
2011,Billy Mayfair,0.292
2011,James Driscoll,0.285
2011,Luke Donald,0.273
2011,Derek Lamely,0.273
2011,Shane Bertsch,0.267
2011,Tim Petrovic,0.267
2011,Sergio Garcia,0.263
2011,Matt Jones,0.262
2011,Webb Simpson,0.261
2011,Mark Wilson,0.255
2011,Hunter Mahan,0.254
2011,Greg Chalmers,0.253
2011,Steve Flesch,0.253
2011,Trevor Immelman,0.25
2011,Rory Sabbatini,0.248
2011,Shaun Micheel,0.245
2011,Justin Rose,0.243
2011,Charlie Wi,0.239
2011,Michael Bradley,0.234
2011,Tim Herron,0.221
2011,Jerry Kelly,0.211
2011,Marc Leishman,0.207
2011,Spencer Levin,0.202
2011,Paul Stankowski,0.199
2011,Scott McCarron,0.193
2011,Jim Furyk,0.19
2011,Padraig Harrington,0.19
2011,Brandt Snedeker,0.189
2011,Freddie Jacobson,0.187
2011,Robert Karlsson,0.187
2011,Jason Day,0.169
2011,Jimmy Walker,0.168
2011,Stewart Cink,0.16
2011,Geoff Ogilvy,0.159
2011,Matt Kuchar,0.158
2011,Vijay Singh,0.156
2011,Michael Thompson,0.156
2011,Retief Goosen,0.154
2011,Blake Adams,0.148
2011,Jonathan Byrd,0.147
2011,Sean O'Hair,0.145
2011,Chris Kirk,0.142
2011,Kyle Stanley,0.139
2011,Nate Smith,0.136
2011,Stuart Appleby,0.134
2011,Ricky Barnes,0.132
2011,Charley Hoffman,0.129
2011,D.A. Points,0.124
2011,Charl Schwartzel,0.121
2011,Briny Baird,0.112
2011,Ernie Els,0.109
2011,Bo Van Pelt,0.104
2011,Martin Laird,0.103
2011,Ian Poulter,0.1
2011,Kris Blanks,0.095
2011,Ben Crane,0.093
2011,Zach Johnson,0.092
2011,Nathan Green,0.091
2011,Bill Haas,0.08
2011,Dean Wilson,0.079
2011,Hunter Haas,0.074
2011,Jason Dufner,0.069
2011,Ben Curtis,0.06
2011,Brendon de Jonge,0.057
2011,Scott Gutschewski,0.056
2011,Chris DiMarco,0.053
2011,Lee Janzen,0.052
2011,Ryan Palmer,0.047
2011,Anthony Kim,0.043
2011,Chris Stroud,0.041
2011,William McGirt,0.036
2011,Robert Allenby,0.035
2011,Gary Woodland,0.035
2011,Joe Ogilvie,0.034
2011,Matt McQuillan,0.031
2011,Rocco Mediate,0.03
2011,Vaughn Taylor,0.028
2011,Carl Pettersson,0.025
2011,Jarrod Lyle,0.024
2011,Michael Connell,0.023
2011,Cameron Tringale,0.022
2011,Dustin Johnson,0.019
2011,Nick Watney,0.018
2011,D.J. Trahan,0.015
2011,Joseph Bramlett,0.013
2011,Arjun Atwal,0.011
2011,Woody Austin,0.011
2011,Camilo Villegas,0.01
2011,Steve Elkington,0.003
2011,John Rollins,0.002
2011,Pat Perez,0.001
2011,David Toms,0.001
2011,Tom Gillis,-0.001
2011,Zack Miller,-0.012
2011,Rickie Fowler,-0.013
2011,Adam Scott,-0.013
2011,David Mathis,-0.032
2011,Kevin Chappell,-0.036
2011,Colt Knost,-0.037
2011,Y.E. Yang,-0.038
2011,Troy Merritt,-0.049
2011,Cameron Beckman,-0.057
2011,Davis Love III,-0.065
2011,Josh Teater,-0.068
2011,Ryan Moore,-0.071
2011,Steve Marino,-0.072
2011,Heath Slocum,-0.074
2011,Brian Davis,-0.079
2011,Keegan Bradley,-0.081
2011,John Merrick,-0.081
2011,D.J. Brigman,-0.083
2011,J.J. Henry,-0.086
2011,Jim Herman,-0.09
2011,Kevin Kisner,-0.09
2011,Andres Romero,-0.09
2011,Aron Price,-0.091
2011,J.P. Hayes,-0.111
2011,Harrison Frazar,-0.114
2011,Lucas Glover,-0.116
2011,Jhonattan Vegas,-0.117
2011,Bill Lunde,-0.126
2011,Brandt Jobe,-0.129
2011,Daniel Summerhays,-0.134
2011,Chad Campbell,-0.137
2011,Andres Gonzales,-0.137
2011,Richard Johnson,-0.137
2011,Kent Jones,-0.137
2011,Jason Bohn,-0.139
2011,Paul Goydos,-0.142
2011,Garrett Willis,-0.144
2011,Fabián Gómez,-0.152
2011,Steven Bowditch,-0.153
2011,George McNeill,-0.153
2011,Kevin Streelman,-0.168
2011,Stephen Ames,-0.171
2011,Michael Putnam,-0.187
2011,Billy Horschel,-0.189
2011,Johnson Wagner,-0.192
2011,Alexandre Rocha,-0.195
2011,J.B. Holmes,-0.202
2011,Chris Couch,-0.208
2011,Troy Matteson,-0.218
2011,David Hearn,-0.234
2011,Jim Renner,-0.234
2011,Jeff Overton,-0.241
2011,Joe Durant,-0.246
2011,Tag Ridings,-0.251
2011,Tommy Gainey,-0.254
2011,David Duval,-0.259
2011,Graeme McDowell,-0.265
2011,Matt Bettencourt,-0.269
2011,Brendan Steele,-0.273
2011,Sung Kang,-0.274
2011,Rich Beem,-0.28
2011,John Senden,-0.283
2011,Kevin Stadler,-0.301
