year,player_name,driving_accuracy
2016,Colt Knost,73.36
2016,Thomas Aiken,72.36
2016,Jerry Kelly,71.2
2016,Brian Stuard,71.07
2016,Zac Blair,69.86
2016,Roberto Castro,69.37
2016,Jim Furyk,69.09
2016,Russell Knox,68.51
2016,John Huh,68.3
2016,Chez Reavie,68.22
2016,David Toms,67.98
2016,Spencer Levin,67.79
2016,Graeme McDowell,67.7
2016,Jason Bohn,67.56
2016,David Lingmerth,67.36
2016,Boo Weekley,66.98
2016,Emiliano Grillo,66.93
2016,Ryan Moore,66.52
2016,Mark Wilson,66.2
2016,K.J. Choi,66.18
2016,David Hearn,65.94
2016,Alex Cejka,65.89
2016,Dicky Pride,65.86
2016,Matt Kuchar,65.67
2016,Jim Herman,65.59
2016,Andrew Landry,65.55
2016,Abraham Ancer,65.42
2016,Billy Hurley III,65.36
2016,Kevin Na,65.3
2016,Kyle Reifers,65.29
2016,William McGirt,65.28
2016,Zach Johnson,65.23
2016,Kevin Kisner,64.92
2016,Mark Hubbard,64.82
2016,Scott Langley,64.81
2016,Paul Casey,64.67
2016,Keegan Bradley,64.57
2016,Kyle Stanley,64.54
2016,Chad Campbell,64.39
2016,Lucas Glover,64.37
2016,Kevin Streelman,64.37
2016,Jon Curran,64.35
2016,Ken Duke,64.18
2016,Danny Lee,64.05
2016,Rod Pampling,63.95
2016,Francesco Molinari,63.76
2016,Scott Brown,63.65
2016,Jason Gore,63.63
2016,Adam Hadwin,63.62
2016,Whee Kim,63.48
2016,Brian Harman,63.41
2016,Henrik Norlander,63.39
2016,Steve Stricker,63.23
2016,Ben Crane,63.18
2016,Russell Henley,63.15
2016,Scott Pinckney,63.05
2016,Si Woo Kim,62.84
2016,Jason Dufner,62.83
2016,Bryce Molder,62.53
2016,Blayne Barber,62.37
2016,Tim Wilkinson,62.36
2016,Bill Haas,62.34
2016,Stuart Appleby,62.24
2016,Rory Sabbatini,62.18
2016,Webb Simpson,62.17
2016,Ben Martin,62.14
2016,Hideki Matsuyama,62.04
2016,Chris Kirk,62.02
2016,Shane Lowry,61.85
2016,Sergio Garcia,61.76
2016,Louis Oosthuizen,61.67
2016,Vaughn Taylor,61.59
2016,Fabián Gómez,61.44
2016,Hudson Swafford,61.43
2016,Geoff Ogilvy,61.24
2016,Johnson Wagner,61.13
2016,Rory McIlroy,61.06
2016,George McNeill,60.99
2016,Wes Roach,60.99
2016,Brett Stegmaier,60.93
2016,Troy Merritt,60.89
2016,D.H. Lee,60.85
2016,Will MacKenzie,60.81
2016,James Hahn,60.71
2016,Billy Horschel,60.71
2016,Chris Stroud,60.7
2016,Kevin Chappell,60.68
2016,Padraig Harrington,60.66
2016,Michael Thompson,60.57
2016,Marc Leishman,60.55
2016,Peter Malnati,60.54
2016,Kelly Kraft,60.36
2016,Steve Wheatcroft,60.32
2016,Brendan Steele,60.29
2016,Graham DeLaet,60.11
2016,Derek Ernst,60.1
2016,John Senden,60.07
2016,Sam Saunders,59.78
2016,Cameron Tringale,59.57
2016,D.A. Points,59.47
2016,Scott Piercy,59.41
2016,Sung Kang,59.36
2016,Will Wilcox,59.34
2016,J.J. Henry,59.33
2016,Harold Varner III,59.33
2016,Jeff Overton,59.25
2016,Greg Owen,59.22
2016,Cameron Smith,59.21
2016,Brendon de Jonge,59.19
2016,Freddie Jacobson,59.03
2016,Martin Piller,58.97
2016,Sean O'Hair,58.84
2016,Rickie Fowler,58.69
2016,Brandt Snedeker,58.69
2016,Daniel Summerhays,58.65
