year,player_name,scoring_average
2025,Beau Hossler,71.047
2025,Ryo Hisatsune,71.053
2025,Min Woo Lee,71.058
2025,Stephan Jaeger,71.059
2025,Eric Cole,71.069
2025,Luke Clanton,71.072
2025,Joel Dahmen,71.09
2025,Zach Johnson,71.095
2025,Jhonattan Vegas,71.103
2025,Matteo Manassero,71.107
2025,Paul Peterson,71.129
2025,Noah Goodwin,71.132
2025,Henrik Norlander,71.139
2025,Alejandro Tosti,71.143
2025,Thomas Rosenmueller,71.144
2025,Aldrich Potgieter,71.151
2025,Jackson Suber,71.161
2025,Byeong Hun An,71.168
2025,Lanto Griffin,71.178
2025,Carson Young,71.185
2025,Ben Silverman,71.186
2025,Nate Lashley,71.189
2025,Tom Kim,71.207
2025,Chandler Phillips,71.214
2025,Brice Garnett,71.223
2025,Trey Mullinax,71.238
2025,Adam Schenk,71.239
2025,Adam Svensson,71.273
2025,Antoine Rozner,71.291
2025,Trevor Cone,71.307
2025,Karl Vilips,71.323
2025,Tony Finau,71.35
2025,Nick Hardy,71.372
2025,David Skinns,71.382
2025,Brian Campbell,71.392
2025,Austin Eckroat,71.402
2025,Rikuya Hoshino,71.402
2025,Erik van Rooyen,71.403
2025,Quade Cummins,71.415
2025,Justin Lower,71.418
2025,Isaiah Salinda,71.434
2025,Danny Walker,71.447
2025,John Pak,71.499
2025,David Lipsky,71.525
2025,Max Homa,71.545
2025,Patton Kizzire,71.557
2025,Tom Hoge,71.595
2025,Thriston Lawrence,71.611
2025,Harry Higgs,71.615
2025,Sahith Theegala,71.634
2025,Adam Hadwin,71.639
2025,Will Gordon,71.643
2025,Luke List,71.647
2025,Davis Riley,71.651
2025,Camilo Villegas,71.659
2025,Joe Highsmith,71.729
2025,Cam Davis,71.745
2025,Hayden Buckley,71.953
2025,Mason Andersen,72.05
2025,Peter Malnati,72.082
2025,Kevin Velo,72.095
2025,Matthew Riedel,72.1
2025,Braden Thornberry,72.101
2025,Frankie Capan III,72.112
2025,Matthieu Pavon,72.139
2025,Tim Widing,72.153
2025,Kaito Onishi,72.222
2025,Nick Dunlap,72.351
2025,Cristobal Del Solar,72.367
2025,Will Chandler,72.373
2025,Taylor Dickson,72.467
2025,Rafael Campos,72.595
2025,Ryan Palmer,73.155
