year,player_name,scoring_average
2020,Seamus Power,70.962
2020,Emiliano Grillo,70.963
2020,Kyle Stanley,71.008
2020,Phil Mickelson,71.009
2020,Chez Reavie,71.043
2020,Luke List,71.048
2020,Xinjun Zhang,71.058
2020,Charley Hoffman,71.06
2020,Michael Thompson,71.061
2020,Cameron Percy,71.073
2020,Sam Ryder,71.091
2020,Ryan Armour,71.092
2020,Mark Anderson,71.095
2020,Sepp Straka,71.102
2020,Branden Grace,71.108
2020,Lucas Glover,71.12
2020,Jason Dufner,71.159
2020,Troy Merritt,71.165
2020,Chris Baker,71.17
2020,Chase Seiffert,71.175
2020,Marc Leishman,71.186
2020,Stewart Cink,71.189
2020,Bo Hoag,71.193
2020,Matt Wallace,71.206
2020,Chesson Hadley,71.228
2020,Andrew Landry,71.228
2020,Peter Uihlein,71.235
2020,Wyndham Clark,71.243
2020,Fabián Gómez,71.252
2020,Si Woo Kim,71.254
2020,Ben Martin,71.259
2020,David Hearn,71.266
2020,Rafa Cabrera Bello,71.285
2020,James Hahn,71.285
2020,Aaron Baddeley,71.291
2020,Keith Mitchell,71.298
2020,Brandon Hagy,71.3
2020,Rob Oppenheim,71.3
2020,Scott Piercy,71.306
2020,D.J. Trahan,71.307
2020,Josh Teater,71.335
2020,K.H. Lee,71.339
2020,Martin Laird,71.344
2020,Robby Shelton,71.358
2020,Joseph Bramlett,71.367
2020,Nate Lashley,71.384
2020,Beau Hossler,71.387
2020,Doug Ghim,71.402
2020,Brian Gay,71.407
2020,Patton Kizzire,71.444
2020,Kramer Hickok,71.472
2020,Vince Whaley,71.478
2020,Sung Kang,71.489
2020,Austin Cook,71.522
2020,Kris Ventura,71.567
2020,Scott Brown,71.572
2020,Kevin Chappell,71.573
2020,Peter Malnati,71.574
2020,Hank Lebioda,71.578
2020,Scott Harrington,71.583
2020,Roger Sloan,71.586
2020,Anirban Lahiri,71.601
2020,Wes Roach,71.602
2020,Tyler McCumber,71.636
2020,C.T. Pan,71.637
2020,Zac Blair,71.705
2020,Michael Gligic,71.72
2020,Chris Stroud,71.733
2020,Ryan Brehm,71.798
2020,Danny Willett,71.805
2020,Grayson Murray,71.81
2020,Ben Taylor,71.823
2020,Robert Streb,71.836
2020,Graeme McDowell,71.866
2020,Arjun Atwal,71.867
2020,Andrew Putnam,71.871
2020,Ted Potter Jr.,71.877
2020,Jimmy Walker,71.927
2020,Kevin Tway,71.992
2020,Zack Sucher,72.006
2020,Jim Herman,72.022
2020,Michael Gellerman,72.048
2020,Bill Haas,72.06
2020,J.J. Spaun,72.066
2020,Rhein Gibson,72.087
2020,Sebastian Cappelen,72.106
2020,Dominic Bozzelli,72.277
2020,Nelson Ledesma,72.579
2020,Matt Every,72.589
2020,Bo Van Pelt,73.586
2020,Martin Trainer,74.865
