year,player_name,scoring_average
2020,Webb Simpson,68.978
2020,Jon Rahm,69.127
2020,Justin Thomas,69.128
2020,Rory McIlroy,69.219
2020,Xander Schauffele,69.227
2020,Daniel Berger,69.237
2020,Bryson DeChambeau,69.241
2020,Dustin Johnson,69.323
2020,Harris English,69.496
2020,Tyrrell Hatton,69.507
2020,Patrick Reed,69.586
2020,Scottie Scheffler,69.709
2020,Patrick Cantlay,69.764
2020,Hideki Matsuyama,69.766
2020,Collin Morikawa,69.856
2020,Abraham Ancer,69.892
2020,Gary Woodland,69.93
2020,Adam Scott,69.977
2020,Sungjae Im,69.987
2020,Tony Finau,69.992
2020,Brian Harman,70.041
2020,Viktor Hovland,70.06
2020,Matt Fitzpatrick,70.07
2020,Alex Noren,70.127
2020,Ian Poulter,70.14
2020,Brendon Todd,70.151
2020,Russell Henley,70.157
2020,Jason Day,70.163
2020,Ryan Palmer,70.196
2020,Billy Horschel,70.209
2020,Tommy Fleetwood,70.259
2020,Shane Lowry,70.265
2020,Harold Varner III,70.297
2020,Brendan Steele,70.302
2020,Bud Cauley,70.308
2020,Bubba Watson,70.308
2020,Matt Kuchar,70.312
2020,Kevin Kisner,70.36
2020,Joaquin Niemann,70.364
2020,Paul Casey,70.373
2020,Zach Johnson,70.388
2020,Adam Long,70.41
2020,Mark Hubbard,70.414
2020,Joel Dahmen,70.415
2020,J.T. Poston,70.429
2020,Corey Conners,70.43
2020,Kevin Na,70.43
2020,Lanto Griffin,70.451
2020,Denny McCarthy,70.454
2020,Doc Redman,70.477
2020,Sebastián Muñoz,70.485
2020,Louis Oosthuizen,70.493
2020,Rickie Fowler,70.499
2020,Will Gordon,70.524
2020,Carlos Ortiz,70.528
2020,Cameron Tringale,70.534
2020,Talor Gooch,70.535
2020,Brooks Koepka,70.546
2020,Brice Garnett,70.563
2020,Byeong Hun An,70.568
2020,Richy Werenski,70.573
2020,Sergio Garcia,70.574
2020,Matthew NeSmith,70.575
2020,Mackenzie Hughes,70.589
2020,Justin Rose,70.589
2020,Tom Hoge,70.605
2020,Nick Taylor,70.607
2020,Danny Lee,70.609
2020,Adam Hadwin,70.61
2020,Jim Furyk,70.616
2020,Jason Kokrak,70.617
2020,Dylan Frittelli,70.63
2020,Cam Davis,70.639
2020,Cameron Smith,70.643
2020,Ryan Moore,70.707
2020,Charles Howell III,70.716
2020,Matthew Wolff,70.726
2020,Scott Stallings,70.727
2020,Brandt Snedeker,70.731
2020,Adam Schenk,70.732
2020,Kevin Streelman,70.738
2020,Russell Knox,70.76
2020,Sam Burns,70.778
2020,Rory Sabbatini,70.779
2020,Maverick McNealy,70.79
2020,Henrik Norlander,70.798
2020,Bronson Burgoon,70.809
2020,Matt Jones,70.817
2020,Vaughn Taylor,70.827
2020,Tyler Duncan,70.84
2020,Harry Higgs,70.852
2020,Pat Perez,70.853
2020,Jordan Spieth,70.856
2020,Keegan Bradley,70.861
2020,Cameron Champ,70.868
2020,Patrick Rodgers,70.869
2020,Jhonattan Vegas,70.883
2020,Brian Stuard,70.885
2020,Aaron Wise,70.899
2020,Nick Watney,70.902
2020,Tim Wilkinson,70.936
2020,Max Homa,70.942
