year,player_name,driving_accuracy
2009,Joe Durant,74.09
2009,Tim Clark,74.06
2009,Scott McCarron,73.32
2009,David Toms,73.26
2009,Kirk Triplett,72.62
2009,Brian Gay,72.24
2009,Heath Slocum,71.99
2009,Bart Bryant,71.9
2009,Chris Riley,71.49
2009,Zach Johnson,71.47
2009,Scott Verplank,71.4
2009,Darron Stiles,71.3
2009,Jeff Klauk,71.19
2009,Corey Pavin,70.95
2009,Mark Brooks,70.86
2009,Patrick Sheehan,70.62
2009,Tom Lehman,70.52
2009,Jason Bohn,70.45
2009,Chez Reavie,70.19
2009,Billy Mayfair,70.01
2009,Glen Day,69.95
2009,Brandt Snedeker,69.95
2009,Colt Knost,69.83
2009,Alex Cejka,69.8
2009,Jim Furyk,69.66
2009,Jay Williamson,69.61
2009,Kent Jones,69.28
2009,Mark Wilson,69.09
2009,Nick O'Hern,69.06
2009,Paul Goydos,69.02
2009,John Mallinger,68.82
2009,Justin Leonard,68.81
2009,Richard Johnson,68.63
2009,Tommy Armour III,68.61
2009,Steve Elkington,68.56
2009,Boo Weekley,68.37
2009,D.A. Points,68.36
2009,Jeff Maggert,68.31
2009,Michael Allen,68.12
2009,Bob Estes,67.99
2009,Ben Crane,67.75
2009,Jeff Quinney,67.68
2009,K.J. Choi,67.67
2009,Rick Price,67.47
2009,Greg Owen,67.31
2009,Jason Dufner,67.28
2009,D.J. Trahan,67.19
2009,Briny Baird,67.15
2009,Kenny Perry,67.01
2009,Robert Allenby,66.94
2009,Brian Davis,66.91
2009,Charlie Wi,66.9
2009,Steve Stricker,66.82
2009,Chris DiMarco,66.8
2009,Tim Petrovic,66.77
2009,Vaughn Taylor,66.61
2009,Kris Blanks,66.53
2009,Peter Lonard,66.52
2009,Jonathan Byrd,66.3
2009,Jason Gore,66.15
2009,Marc Turnesa,66.14
2009,Mathew Goggin,66.08
2009,Will MacKenzie,66.08
2009,Bob Heintz,66.01
2009,Bryce Molder,66.0
2009,Matt Kuchar,65.99
2009,John Rollins,65.85
2009,Bo Van Pelt,65.62
2009,Steve Lowery,65.54
2009,Lucas Glover,65.49
2009,Ryan Moore,65.46
2009,Cliff Kresge,65.33
2009,Stephen Ames,65.23
2009,Hunter Mahan,65.19
2009,Ian Poulter,65.18
2009,Matt Weibring,64.88
2009,Ernie Els,64.87
2009,John Senden,64.83
2009,Jerry Kelly,64.8
2009,Justin Rose,64.8
2009,Ben Curtis,64.75
2009,Casey Wittenberg,64.69
2009,Todd Hamilton,64.6
2009,Johnson Wagner,64.42
2009,Dean Wilson,64.33
2009,Tom Pernice Jr.,64.29
2009,Tiger Woods,64.29
2009,Rocco Mediate,64.18
2009,Rich Beem,64.05
2009,Ted Purdy,64.05
2009,Nicholas Thompson,64.04
2009,Bill Lunde,64.0
2009,Charles Warren,63.9
2009,Scott Sterling,63.87
2009,Peter Tomasulo,63.87
2009,Aron Price,63.82
2009,Rod Pampling,63.81
2009,Woody Austin,63.76
2009,Greg Chalmers,63.74
2009,Chris Stroud,63.73
2009,Greg Kraft,63.58
2009,Brian Vranesh,63.51
2009,Chad Campbell,63.5
2009,Steve Marino,63.41
2009,Kevin Na,63.41
2009,Mike Weir,63.26
2009,Martin Laird,63.09
2009,Steve Flesch,63.01
2009,Pat Perez,62.89
2009,Bill Haas,62.81
2009,James Nitties,62.62
2009,Kevin Sutherland,62.59
2009,Ken Duke,62.51
2009,Luke Donald,62.5
2009,Lee Janzen,62.39
2009,David Mathis,62.37
2009,Kevin Stadler,62.3
2009,Cameron Beckman,62.2
2009,Spencer Levin,62.13
2009,Brendon Todd,62.03
2009,Brendon de Jonge,61.86
2009,Ryuji Imada,61.62
2009,Sean O'Hair,61.6
2009,Jarrod Lyle,61.59
2009,John Merrick,61.47
2009,Camilo Villegas,61.31
2009,J.J. Henry,61.3
2009,Ryan Palmer,61.23
2009,Kevin Streelman,61.16
2009,Mark Calcavecchia,61.06
2009,Vijay Singh,60.89
2009,Nathan Green,60.66
2009,Y.E. Yang,60.56
2009,Michael Letzig,60.53
2009,George McNeill,60.5
2009,Jason Day,60.22
2009,Troy Matteson,60.03
2009,Sergio Garcia,59.61
2009,Retief Goosen,59.59
2009,Webb Simpson,59.57
2009,Marc Leishman,59.44
2009,Stuart Appleby,59.1
2009,Davis Love III,58.97
2009,Brad Faxon,58.92
2009,Brett Quigley,58.92
2009,Charles Howell III,58.87
2009,Freddie Jacobson,58.78
2009,Adam Scott,58.77
2009,Matt Bettencourt,58.58
2009,Stewart Cink,58.58
2009,Geoff Ogilvy,58.4
2009,Ricky Barnes,58.3
2009,Tim Herron,58.28
2009,Rory Sabbatini,57.89
2009,Nick Watney,57.81
2009,Charley Hoffman,57.59
2009,Carl Pettersson,57.55
2009,Joe Ogilvie,57.52
2009,Daniel Chopra,57.37
2009,Brad Adamonis,57.04
2009,Robert Garrigus,56.86
2009,Derek Fathauer,56.62
2009,Aaron Baddeley,56.48
2009,Brian Bateman,56.4
2009,Tag Ridings,56.14
2009,Fred Couples,55.91
2009,Scott Piercy,55.76
2009,Leif Olson,55.5
2009,Dustin Johnson,55.4
2009,Matt Jones,55.4
2009,Padraig Harrington,55.12
2009,Harrison Frazar,54.32
2009,Parker McLachlin,54.29
2009,Jeff Overton,53.87
2009,Anthony Kim,53.65
2009,Jimmy Walker,53.59
2009,Gary Woodland,53.06
2009,Bubba Watson,53.05
2009,Phil Mickelson,52.21
2009,Andres Romero,51.62
2009,Ángel Cabrera,51.46
2009,Eric Axley,50.97
2009,David Duval,50.9
2009,J.B. Holmes,48.02
