year,player_name,sg_total
2021,Jon Rahm,2.098
2021,Bryson DeChambeau,1.823
2021,Patrick Cantlay,1.82
2021,Louis Oosthuizen,1.599
2021,Xander Schauffele,1.484
2021,Justin Thomas,1.444
2021,Rory McIlroy,1.368
2021,Brooks Koepka,1.357
2021,Viktor Hovland,1.316
2021,Patrick Reed,1.313
2021,Daniel Berger,1.296
2021,Dustin Johnson,1.253
2021,Webb Simpson,1.253
2021,Sam Burns,1.248
2021,Abraham Ancer,1.243
2021,Paul Casey,1.22
2021,Charley Hoffman,1.194
2021,Corey Conners,1.142
2021,Tyrrell Hatton,1.14
2021,Tony Finau,1.13
2021,Joaquin Niemann,1.124
2021,Will Zalatoris,1.118
2021,Cameron Smith,1.106
2021,Cameron Tringale,1.079
2021,Collin Morikawa,1.071
2021,Jordan Spieth,1.069
2021,Jason Kokrak,1.053
2021,Seamus Power,1.013
2021,Matt Fitzpatrick,0.988
2021,Harris English,0.984
2021,Sungjae Im,0.976
2021,Russell Henley,0.952
2021,Scottie Scheffler,0.932
2021,Matt Wallace,0.875
2021,Harold Varner III,0.862
2021,Shane Lowry,0.825
2021,Ian Poulter,0.819
2021,Brian Harman,0.816
2021,Keegan Bradley,0.8
2021,Jason Day,0.778
2021,Chris Kirk,0.748
2021,Adam Scott,0.739
2021,Sergio Garcia,0.736
2021,Hank Lebioda,0.693
2021,Talor Gooch,0.68
2021,Kevin Streelman,0.673
2021,Zach Johnson,0.642
2021,Hideki Matsuyama,0.641
2021,Doug Ghim,0.64
2021,Alex Noren,0.634
2021,Jhonattan Vegas,0.633
2021,Patton Kizzire,0.61
2021,Lanto Griffin,0.592
2021,Pat Perez,0.592
2021,Emiliano Grillo,0.562
2021,Bubba Watson,0.541
2021,Kevin Na,0.527
2021,Erik van Rooyen,0.512
2021,Ryan Palmer,0.506
2021,Cam Davis,0.472
2021,Si Woo Kim,0.469
2021,Stewart Cink,0.463
2021,Brendon Todd,0.415
2021,Aaron Wise,0.412
2021,Carlos Ortiz,0.399
2021,Charles Howell III,0.393
2021,Charl Schwartzel,0.386
2021,Branden Grace,0.383
2021,Bo Hoag,0.377
2021,Roger Sloan,0.365
2021,Lucas Glover,0.36
2021,Sebastián Muñoz,0.344
2021,Max Homa,0.327
2021,Adam Hadwin,0.322
2021,Brian Stuard,0.315
2021,Billy Horschel,0.301
2021,Brandt Snedeker,0.3
2021,Matt Jones,0.28
2021,C.T. Pan,0.274
2021,Lee Westwood,0.271
2021,Luke List,0.266
2021,Matthew NeSmith,0.235
2021,Maverick McNealy,0.233
2021,Ryan Armour,0.223
2021,Russell Knox,0.194
2021,James Hahn,0.193
2021,Adam Schenk,0.188
2021,Chez Reavie,0.187
2021,Troy Merritt,0.17
2021,Harry Higgs,0.169
2021,Mark Hubbard,0.169
2021,Danny Willett,0.16
2021,Sepp Straka,0.137
2021,Camilo Villegas,0.124
2021,Scott Stallings,0.123
2021,Brendan Steele,0.115
2021,Cameron Percy,0.108
2021,Rickie Fowler,0.103
2021,Justin Rose,0.097
2021,Gary Woodland,0.096
2021,Tom Hoge,0.077
2021,Anirban Lahiri,0.077
2021,Brice Garnett,0.075
2021,K.H. Lee,0.074
2021,Tommy Fleetwood,0.072
2021,Marc Leishman,0.052
2021,Kyle Stanley,0.049
2021,Denny McCarthy,0.048
2021,Patrick Rodgers,0.038
2021,Andrew Putnam,0.027
2021,J.T. Poston,0.022
2021,Henrik Norlander,0.013
2021,Matt Kuchar,0.009
2021,Jason Dufner,0.003
2021,Kevin Kisner,-0.003
2021,Chesson Hadley,-0.005
2021,Vaughn Taylor,-0.021
2021,Doc Redman,-0.023
2021,Martin Laird,-0.025
2021,Joel Dahmen,-0.028
2021,Nick Taylor,-0.033
2021,Chase Seiffert,-0.042
2021,Vince Whaley,-0.044
2021,Ben Taylor,-0.054
2021,Peter Malnati,-0.062
2021,Michael Thompson,-0.063
2021,Rory Sabbatini,-0.078
2021,Mackenzie Hughes,-0.088
2021,Kramer Hickok,-0.091
2021,Kevin Tway,-0.112
2021,Ben Martin,-0.114
2021,Joseph Bramlett,-0.123
2021,Mark Anderson,-0.137
2021,Keith Mitchell,-0.14
