year,player_name,driving_accuracy
2017,Ryan Armour,72.73
2017,Jim Furyk,72.07
2017,Boo Weekley,71.67
2017,Chez Reavie,71.4
2017,Brian Stuard,71.32
2017,Francesco Molinari,70.14
2017,William McGirt,69.96
2017,Graeme McDowell,69.87
2017,Zac Blair,69.7
2017,Søren Kjeldsen,69.21
2017,Jim Herman,69.02
2017,Ken Duke,68.62
2017,Kyle Stanley,68.55
2017,Vaughn Taylor,68.28
2017,Steve Wheatcroft,68.24
2017,Ben Crane,67.97
2017,Ryan Moore,67.9
2017,Spencer Levin,67.82
2017,Kevin Kisner,67.76
2017,Russell Knox,67.62
2017,Steven Alker,67.54
2017,Zach Johnson,67.53
2017,Chad Campbell,67.21
2017,Alex Cejka,67.19
2017,Keegan Bradley,66.78
2017,David Hearn,66.75
2017,Roberto Castro,66.35
2017,Webb Simpson,66.26
2017,K.J. Choi,66.23
2017,Kevin Streelman,66.01
2017,Matt Kuchar,65.94
2017,Richy Werenski,65.92
2017,Shane Lowry,65.84
2017,D.A. Points,65.83
2017,Chris Stroud,65.7
2017,Tim Wilkinson,65.68
2017,Martin Laird,65.66
2017,Brian Gay,65.47
2017,Emiliano Grillo,65.44
2017,Lucas Glover,65.37
2017,Kyle Reifers,65.15
2017,J.J. Spaun,65.11
2017,Rory Sabbatini,64.91
2017,Rick Lamb,64.81
2017,Sam Saunders,64.69
2017,Brett Stegmaier,64.66
2017,Jonathan Randolph,64.25
2017,C.T. Pan,64.2
2017,Paul Casey,64.13
2017,John Huh,64.09
2017,Chris Kirk,63.93
2017,Rickie Fowler,63.91
2017,Scott Brown,63.89
2017,Jason Dufner,63.76
2017,Graham DeLaet,63.68
2017,Jason Bohn,63.67
2017,David Lingmerth,63.67
2017,Ben Martin,63.67
2017,Daniel Summerhays,63.67
2017,Russell Henley,63.66
2017,Miguel Angel Carballo,63.61
2017,Brandt Snedeker,63.58
2017,Hunter Mahan,63.4
2017,Julián Etulain,63.34
2017,Adam Hadwin,63.2
2017,Johnson Wagner,63.18
2017,James Hahn,63.14
2017,Peter Malnati,63.1
2017,Brendan Steele,62.88
2017,Brian Harman,62.8
2017,Danny Lee,62.72
2017,Geoff Ogilvy,62.59
2017,J.J. Henry,62.58
2017,Ian Poulter,62.55
2017,Sergio Garcia,62.33
2017,Pat Perez,62.0
2017,Fabián Gómez,61.81
2017,Michael Thompson,61.72
2017,Nick Taylor,61.66
2017,Blayne Barber,61.62
2017,Patrick Cantlay,61.47
2017,Rafa Cabrera Bello,61.43
2017,Louis Oosthuizen,61.29
2017,Kevin Na,61.26
2017,Troy Merritt,60.98
2017,Ryan Blaum,60.94
2017,Rod Pampling,60.83
2017,Brett Drewitt,60.73
2017,Sean O'Hair,60.61
2017,Billy Hurley III,60.57
2017,Shawn Stefani,60.53
2017,Mark Hubbard,60.41
2017,Morgan Hoffmann,60.39
2017,Hudson Swafford,60.27
2017,Cameron Percy,60.18
2017,Jonas Blixt,60.1
2017,Bud Cauley,60.1
2017,Billy Horschel,60.07
2017,Kelly Kraft,60.06
2017,Daniel Berger,60.03
2017,Jordan Spieth,60.0
2017,Mark Anderson,59.97
2017,Anirban Lahiri,59.82
2017,Greg Chalmers,59.8
2017,Tyrone Van Aswegen,59.79
2017,Michael Kim,59.71
2017,Scott Piercy,59.68
2017,Sung Kang,59.65
2017,Mackenzie Hughes,59.63
2017,Harold Varner III,59.61
2017,Robert Garrigus,59.52
2017,Bubba Watson,59.5
2017,J.T. Poston,59.44
2017,Jason Kokrak,59.32
2017,Chad Collins,59.31
2017,Gary Woodland,59.31
2017,Bill Haas,59.27
2017,Xander Schauffele,58.82
2017,Kevin Chappell,58.78
2017,Jon Rahm,58.66
2017,Hideki Matsuyama,58.61
2017,Charley Hoffman,58.56
2017,Branden Grace,58.47
2017,Bryson DeChambeau,58.34
2017,Justin Rose,58.32
2017,Brian Campbell,58.2
2017,Tag Ridings,58.18
2017,Cameron Tringale,58.15
2017,Marc Leishman,57.94
2017,Wesley Bryan,57.87
2017,Retief Goosen,57.79
2017,Ryan Palmer,57.76
2017,Jhonattan Vegas,57.67
2017,Bryce Molder,57.6
2017,Robert Streb,57.58
2017,Tony Finau,57.53
2017,Jamie Lovemark,57.39
2017,Patrick Reed,57.18
2017,Byeong Hun An,57.17
2017,Matt Jones,57.09
2017,Scott Stallings,57.04
2017,Si Woo Kim,57.03
2017,Dustin Johnson,56.97
2017,Adam Scott,56.65
2017,Jimmy Walker,56.59
2017,Dominic Bozzelli,56.57
2017,Luke Donald,56.5
2017,Brad Fritsch,56.4
2017,Cameron Smith,56.26
2017,Ernie Els,56.2
2017,Nicholas Lindheim,56.19
2017,Grayson Murray,56.01
2017,Tom Hoge,55.99
2017,Brooks Koepka,55.8
2017,Andres Gonzales,55.75
2017,Nick Watney,55.67
2017,Luke List,55.63
2017,Derek Fathauer,55.49
2017,Whee Kim,55.37
2017,Stewart Cink,55.13
2017,Rory McIlroy,55.06
2017,Phil Mickelson,55.05
2017,Justin Thomas,55.05
2017,Smylie Kaufman,54.79
2017,Cody Gribble,54.77
2017,Charles Howell III,54.72
2017,Trey Mullinax,54.59
2017,Sebastián Muñoz,54.45
2017,Camilo Villegas,54.37
2017,Ricky Barnes,54.32
2017,Charl Schwartzel,54.31
2017,Jason Day,53.94
2017,Seamus Power,53.27
2017,Gonzalo Fernandez-Castaño,53.26
2017,S.Y. Noh,53.09
2017,Patrick Rodgers,52.9
2017,Martin Flores,52.79
2017,Patton Kizzire,52.54
2017,Kevin Tway,52.48
2017,Brandon Hagy,52.46
2017,Aaron Baddeley,52.25
2017,Carl Pettersson,51.94
2017,Ryo Ishikawa,51.92
2017,Ryan Brehm,51.9
2017,Ollie Schniederjans,51.89
2017,Harris English,51.42
2017,J.B. Holmes,51.27
2017,Matt Every,48.41
2017,Andrew Loupe,45.93
2017,Steven Bowditch,45.37
