year,player_name,money_earned
2008,Vijay Singh,6601094
2008,Tiger Woods,5775000
2008,Phil Mickelson,5188875
2008,Sergio Garcia,4858224
2008,Kenny Perry,4663794
2008,Anthony Kim,4656265
2008,Camilo Villegas,4422641
2008,Padraig Harrington,4313551
2008,Stewart Cink,3979301
2008,Justin Leonard,3943542
2008,Robert Allenby,3606700
2008,Jim Furyk,3455714
2008,Ryuji Imada,3029363
2008,Mike Weir,3020135
2008,Geoff Ogilvy,2880099
2008,K.J. Choi,2683442
2008,Ben Curtis,2615798
2008,Kevin Sutherland,2581311
2008,Trevor Immelman,2566199
2008,Ernie Els,2537290
2008,Carl Pettersson,2512538
2008,Stuart Appleby,2484630
2008,Steve Stricker,2438304
2008,Chad Campbell,2404770
2008,Boo Weekley,2398751
2008,D.J. Trahan,2304368
2008,Stephen Ames,2285707
2008,Ken Duke,2238885
2008,Dudley Hart,2218817
2008,Hunter Mahan,2208855
2008,Brian Gay,2205513
2008,J.B. Holmes,2166131
2008,Woody Austin,2146431
2008,Steve Marino,2094267
2008,Sean O'Hair,2089857
2008,Andres Romero,2064612
2008,Briny Baird,2039808
2008,Jeff Quinney,1999371
2008,Adam Scott,1979160
2008,Mathew Goggin,1969962
2008,Nicholas Thompson,1869329
2008,Dustin Johnson,1789895
2008,Pat Perez,1756038
2008,Billy Mayfair,1750683
2008,Tim Clark,1722030
2008,Bart Bryant,1719153
2008,Rod Pampling,1702952
2008,Davis Love III,1695237
2008,Aaron Baddeley,1665587
2008,Jerry Kelly,1652400
2008,Paul Goydos,1640737
2008,Daniel Chopra,1630690
2008,Zach Johnson,1615123
2008,Freddie Jacobson,1597423
2008,Mark Wilson,1578337
2008,Rory Sabbatini,1559277
2008,Lee Westwood,1550880
2008,Bubba Watson,1533523
2008,Brandt Snedeker,1531442
2008,Steve Lowery,1524275
2008,Charlie Wi,1515395
2008,Tommy Armour III,1501256
2008,Heath Slocum,1491916
2008,Ben Crane,1488505
2008,Ian Poulter,1488214
2008,Peter Lonard,1462894
2008,Luke Donald,1456650
2008,Ryan Palmer,1453183
2008,Charles Howell III,1449232
2008,Matt Kuchar,1447638
2008,Chez Reavie,1444102
2008,Retief Goosen,1431965
2008,Johnson Wagner,1431001
2008,Rocco Mediate,1420875
2008,Nick O'Hern,1370771
2008,George McNeill,1361532
2008,Scott Verplank,1359620
2008,Kevin Streelman,1352705
2008,Dean Wilson,1350002
2008,Tom Pernice Jr.,1336277
2008,Marc Turnesa,1329920
2008,Cameron Beckman,1312837
2008,John Merrick,1312005
2008,Parker McLachlin,1311839
2008,Steve Elkington,1291114
2008,John Senden,1269083
2008,Steve Flesch,1265059
2008,Ryan Moore,1214900
2008,Troy Matteson,1212018
2008,Greg Kraft,1204559
2008,John Mallinger,1201433
2008,Tim Wilkinson,1167607
2008,Michael Letzig,1166977
2008,Tim Herron,1164999
2008,Paul Casey,1156414
2008,Brian Davis,1151558
2008,Cliff Kresge,1068207
2008,Vaughn Taylor,1053423
2008,Justin Rose,1047854
2008,Kevin Na,1041059
2008,Jonathan Byrd,1039584
2008,Joe Ogilvie,1035831
2008,John Rollins,1016032
2008,Bill Haas,1000939
2008,Lucas Glover,998491
2008,Michael Allen,981263
2008,Tim Petrovic,958577
2008,Scott McCarron,952070
2008,Fred Couples,949281
2008,Charley Hoffman,945702
2008,J.J. Henry,931162
2008,Corey Pavin,924282
2008,Nathan Green,912867
2008,Will MacKenzie,911194
2008,Bo Van Pelt,903967
2008,Eric Axley,899215
2008,Alex Cejka,893998
2008,Jeff Overton,890489
