year,player_name,sg_off_the_tee
2025,Taylor Moore,0.147
2025,Sam Burns,0.146
2025,Ryo Hisatsune,0.143
2025,Takumi Kanaya,0.137
2025,Nick Hardy,0.131
2025,Garrick Higgo,0.127
2025,Chris Kirk,0.12
2025,Patrick Rodgers,0.118
2025,Lucas Glover,0.117
2025,Kris Ventura,0.116
2025,Matti Schmid,0.113
2025,Hayden Buckley,0.106
2025,Matt Fitzpatrick,0.103
2025,Viktor Hovland,0.099
2025,Wyndham Clark,0.092
2025,Jason Day,0.092
2025,Matt McCarty,0.09
2025,Victor Perez,0.09
2025,Shane Lowry,0.084
2025,Will Gordon,0.078
2025,Justin Thomas,0.078
2025,Xander Schauffele,0.076
2025,Lee Hodges,0.075
2025,Russell Henley,0.071
2025,Antoine Rozner,0.065
2025,Adam Schenk,0.059
2025,Seamus Power,0.057
2025,Quade Cummins,0.055
2025,Greyson Sigg,0.051
2025,Harry Higgs,0.049
2025,Trey Mullinax,0.045
2025,Michael Kim,0.043
2025,Andrew Novak,0.042
2025,Akshay Bhatia,0.024
2025,Chad Ramey,0.013
2025,Min Woo Lee,0.009
2025,Max Homa,0.005
2025,Noah Goodwin,0.003
2025,Nick Taylor,0.002
2025,Vince Whaley,-0.001
2025,Matthieu Pavon,-0.006
2025,Tim Widing,-0.009
2025,Brian Harman,-0.015
2025,Kevin Velo,-0.017
2025,Mark Hubbard,-0.02
2025,Rikuya Hoshino,-0.022
2025,Ryan Palmer,-0.027
2025,Ben Silverman,-0.034
2025,Brice Garnett,-0.043
2025,Danny Walker,-0.043
2025,Ryan Fox,-0.047
2025,Nico Echavarria,-0.058
2025,Harry Hall,-0.069
2025,Max Greyserman,-0.074
2025,Lanto Griffin,-0.075
2025,Matthew Riedel,-0.083
2025,Jacob Bridgeman,-0.087
2025,Will Chandler,-0.09
2025,Tony Finau,-0.092
2025,Joe Highsmith,-0.098
2025,Justin Lower,-0.1
2025,Jeremy Paul,-0.102
2025,Nate Lashley,-0.105
2025,Jackson Suber,-0.136
2025,Adam Hadwin,-0.146
2025,Sahith Theegala,-0.158
2025,Matt Wallace,-0.163
2025,Ben Martin,-0.169
2025,Mac Meissner,-0.17
2025,Hideki Matsuyama,-0.171
2025,Chan Kim,-0.195
2025,Sam Ryder,-0.198
2025,Tom Kim,-0.204
2025,Mackenzie Hughes,-0.205
2025,David Skinns,-0.21
2025,Adam Svensson,-0.253
2025,Justin Rose,-0.254
2025,David Lipsky,-0.258
2025,Denny McCarthy,-0.258
2025,Matt Kuchar,-0.263
2025,John Pak,-0.284
2025,Karl Vilips,-0.284
2025,Zac Blair,-0.286
2025,Beau Hossler,-0.286
2025,Chandler Phillips,-0.295
2025,Taylor Dickson,-0.296
2025,Henrik Norlander,-0.297
2025,Sami Valimaki,-0.301
2025,Brandt Snedeker,-0.306
2025,Cam Davis,-0.347
2025,Zach Johnson,-0.369
2025,Stephan Jaeger,-0.371
2025,Christiaan Bezuidenhout,-0.38
2025,Rafael Campos,-0.386
2025,Patton Kizzire,-0.443
2025,Davis Riley,-0.455
2025,Mason Andersen,-0.463
2025,Eric Cole,-0.476
2025,Paul Peterson,-0.568
2025,Braden Thornberry,-0.595
2025,Tom Hoge,-0.61
2025,Taylor Montgomery,-0.637
2025,Cristobal Del Solar,-0.66
2025,Andrew Putnam,-0.69
2025,Peter Malnati,-0.714
2025,Kaito Onishi,-0.723
2025,Camilo Villegas,-0.74
2025,Matteo Manassero,-0.982
2025,Brian Campbell,-1.009
2025,Frankie Capan III,-1.193
2025,Nick Dunlap,-1.471
