year,player_name,greens_in_regulation
2023,Scottie Scheffler,74.43
2023,Peter Kuest,73.79
2023,Ludvig Åberg,73.33
2023,Kevin Yu,72.61
2023,Russell Knox,71.69
2023,Doug Ghim,71.51
2023,Collin Morikawa,70.99
2023,Will Gordon,70.82
2023,Tyler Duncan,70.8
2023,Luke List,70.78
2023,Akshay Bhatia,70.63
2023,J.J. Spaun,70.53
2023,C.T. Pan,70.51
2023,Lucas Glover,70.5
2023,Jon Rahm,70.5
2023,Stephan Jaeger,70.49
2023,Brice Garnett,70.48
2023,Dylan Wu,70.39
2023,Corey Conners,70.22
2023,Doc Redman,69.94
2023,Patrick Cantlay,69.75
2023,Nate Lashley,69.73
2023,Andrew Putnam,69.72
2023,Trevor Cone,69.65
2023,Martin Laird,69.63
2023,Aaron Rai,69.63
2023,Carson Young,69.58
2023,Taylor Pendrith,69.53
2023,Russell Henley,69.51
2023,Tom Kim,69.51
2023,Matt NeSmith,69.47
2023,Ryan Moore,69.41
2023,Cameron Percy,69.4
2023,Davis Thompson,69.39
2023,Alex Smalley,69.35
2023,Cameron Champ,69.3
2023,Chesson Hadley,69.27
2023,Greyson Sigg,69.26
2023,Satoshi Kodaira,69.14
2023,Tony Finau,69.11
2023,Nick Hardy,69.11
2023,Henrik Norlander,69.11
2023,Ryan Armour,69.08
2023,Vincent Norrman,69.02
2023,Cameron Young,68.99
2023,Nicolai Hojgaard,68.96
2023,J.T. Poston,68.83
2023,Chris Stroud,68.71
2023,Tano Goya,68.7
2023,Hayden Buckley,68.65
2023,Brandon Wu,68.65
2023,Jason Dufner,68.62
2023,Kramer Hickok,68.61
2023,K.H. Lee,68.59
2023,Matti Schmid,68.57
2023,Lanto Griffin,68.52
2023,Chez Reavie,68.52
2023,Augusto Núñez,68.5
2023,Kevin Roy,68.49
2023,Xander Schauffele,68.45
2023,Brent Grant,68.39
2023,Charley Hoffman,68.38
2023,Erik van Rooyen,68.38
2023,Joseph Bramlett,68.33
2023,James Hahn,68.33
2023,Sepp Straka,68.24
2023,Ben Martin,68.23
2023,Mark Hubbard,68.2
2023,Viktor Hovland,68.18
2023,Michael Kim,68.16
2023,Rickie Fowler,68.11
2023,Kevin Chappell,68.06
2023,Emiliano Grillo,67.99
2023,Adam Svensson,67.94
2023,Gary Woodland,67.94
2023,Ryan Palmer,67.93
2023,Kevin Tway,67.93
2023,Matt Kuchar,67.89
2023,Rory McIlroy,67.88
2023,Cam Davis,67.77
2023,Wyndham Clark,67.76
2023,Adam Schenk,67.74
2023,Keith Mitchell,67.73
2023,Callum Tarren,67.68
2023,Brian Harman,67.62
2023,Adam Hadwin,67.61
2023,Zecheng Dou,67.58
2023,Hank Lebioda,67.58
2023,Cody Gribble,67.54
2023,David Lipsky,67.48
2023,Jim Herman,67.46
2023,Sam Stevens,67.45
2023,Tom Hoge,67.36
2023,Austin Eckroat,67.35
2023,Carl Yuan,67.26
2023,Sung Kang,67.23
2023,Joel Dahmen,67.09
2023,Andrew Novak,67.08
2023,Keegan Bradley,67.07
2023,MJ Daffue,66.99
2023,Kelly Kraft,66.98
2023,Denny McCarthy,66.94
2023,Ben Griffin,66.9
2023,Garrick Higgo,66.88
2023,Beau Hossler,66.87
2023,Max Homa,66.86
2023,Hideki Matsuyama,66.86
2023,Chad Ramey,66.83
2023,Sam Ryder,66.77
2023,Jason Day,66.74
2023,Chris Kirk,66.67
2023,Patton Kizzire,66.67
2023,S.Y. Noh,66.67
2023,Kevin Streelman,66.61
2023,Justin Lower,66.56
2023,Sean O'Hair,66.56
2023,Robert Streb,66.53
2023,Kyle Westmoreland,66.46
2023,Zac Blair,66.45
2023,Sungjae Im,66.45
2023,Austin Smotherman,66.44
2023,Harry Hall,66.39
2023,Scott Harrington,66.39
2023,Tyrrell Hatton,66.38
2023,Justin Suh,66.33
2023,Adam Long,66.32
2023,Shane Lowry,66.31
2023,Harrison Endycott,66.23
2023,Brendon Todd,66.19
2023,Alex Noren,66.18
2023,Stewart Cink,66.04
2023,Davis Riley,66.01
2023,Scott Stallings,65.94
2023,Eric Cole,65.92
2023,Si Woo Kim,65.89
2023,Justin Rose,65.85
2023,William McGirt,65.83
2023,Zach Johnson,65.77
2023,Adam Scott,65.77
2023,Aaron Baddeley,65.76
2023,Nico Echavarria,65.74
2023,Justin Thomas,65.74
2023,Patrick Rodgers,65.63
2023,Mackenzie Hughes,65.61
2023,Matthias Schwab,65.59
2023,Nick Taylor,65.59
2023,Lee Hodges,65.52
2023,Robby Shelton,65.49
2023,Seamus Power,65.45
2023,Troy Merritt,65.28
2023,Thomas Detry,65.21
2023,Jonathan Byrd,65.19
2023,Martin Trainer,65.17
2023,Austin Cook,65.16
2023,Scott Piercy,65.15
2023,Matt Fitzpatrick,65.14
2023,Christiaan Bezuidenhout,65.11
2023,Ryan Gerard,65.05
2023,Sahith Theegala,64.94
2023,Wesley Bryan,64.93
2023,Paul Haley II,64.79
2023,Ben Taylor,64.78
2023,Harry Higgs,64.68
2023,Matt Wallace,64.62
2023,Harris English,64.6
2023,Tommy Fleetwood,64.56
2023,Ryan Brehm,64.53
2023,Brandon Matthews,64.41
2023,Michael Gligic,64.16
2023,Taylor Moore,64.14
2023,Byeong Hun An,64.13
2023,Trevor Werbylo,64.12
2023,Jimmy Walker,64.08
2023,Billy Horschel,64.06
2023,Jordan Spieth,64.04
2023,Andrew Landry,64.03
2023,Tyson Alexander,63.86
2023,Sam Burns,63.65
2023,Max McGreevy,63.59
2023,Trey Mullinax,63.54
2023,Webb Simpson,63.45
2023,Nick Watney,63.45
2023,S.H. Kim,63.36
2023,Kurt Kitayama,63.27
2023,Maverick McNealy,63.14
2023,Taylor Montgomery,62.96
2023,Peter Malnati,62.81
2023,Richy Werenski,62.79
2023,Brian Stuard,62.4
2023,Lucas Herbert,62.1
2023,Danny Willett,61.19
2023,David Lingmerth,61.05
2023,Dylan Frittelli,59.62
