year,player_name,sg_around_green
2020,Jason Day,0.632
2020,Rob Oppenheim,0.536
2020,Aaron Baddeley,0.52
2020,Brandt Snedeker,0.514
2020,Hideki Matsuyama,0.458
2020,Mackenzie Hughes,0.454
2020,Alex Noren,0.443
2020,Seamus Power,0.433
2020,Adam Scott,0.424
2020,Matt Wallace,0.401
2020,Charles Howell III,0.392
2020,Bud Cauley,0.38
2020,Phil Mickelson,0.379
2020,Byeong Hun An,0.373
2020,Brian Harman,0.362
2020,Rory Sabbatini,0.359
2020,Rhein Gibson,0.342
2020,Justin Thomas,0.339
2020,Jordan Spieth,0.33
2020,Carlos Ortiz,0.327
2020,Patrick Reed,0.316
2020,Sergio Garcia,0.308
2020,Si Woo Kim,0.305
2020,Jon Rahm,0.304
2020,Brian Stuard,0.3
2020,Peter Uihlein,0.29
2020,Harris English,0.279
2020,Daniel Berger,0.271
2020,Dylan Frittelli,0.267
2020,Tony Finau,0.266
2020,Bill Haas,0.265
2020,Webb Simpson,0.244
2020,Harold Varner III,0.244
2020,Arjun Atwal,0.238
2020,Chez Reavie,0.237
2020,Tim Wilkinson,0.234
2020,Xander Schauffele,0.225
2020,Russell Henley,0.224
2020,Rickie Fowler,0.222
2020,Cameron Tringale,0.195
2020,Kramer Hickok,0.193
2020,Tyrrell Hatton,0.184
2020,Patrick Cantlay,0.17
2020,Jason Dufner,0.167
2020,Nick Watney,0.162
2020,Ryan Armour,0.16
2020,Brandon Hagy,0.149
2020,Zack Sucher,0.148
2020,Kevin Na,0.14
2020,Cam Davis,0.131
2020,Adam Hadwin,0.13
2020,Fabián Gómez,0.129
2020,K.H. Lee,0.129
2020,Shane Lowry,0.122
2020,Doug Ghim,0.12
2020,Luke List,0.118
2020,James Hahn,0.117
2020,Scottie Scheffler,0.115
2020,Keegan Bradley,0.112
2020,Wyndham Clark,0.11
2020,Sebastián Muñoz,0.11
2020,Hank Lebioda,0.109
2020,Rory McIlroy,0.108
2020,Tommy Fleetwood,0.107
2020,Kevin Tway,0.107
2020,Nate Lashley,0.106
2020,Billy Horschel,0.095
2020,J.T. Poston,0.095
2020,D.J. Trahan,0.095
2020,Brendon Todd,0.092
2020,Cameron Smith,0.091
2020,Richy Werenski,0.091
2020,Matt Jones,0.089
2020,Branden Grace,0.085
2020,Grayson Murray,0.083
2020,Lanto Griffin,0.077
2020,Russell Knox,0.077
2020,Wes Roach,0.073
2020,Scott Stallings,0.072
2020,Peter Malnati,0.067
2020,Xinjun Zhang,0.063
2020,Anirban Lahiri,0.057
2020,Ian Poulter,0.053
2020,David Hearn,0.047
2020,Roger Sloan,0.042
2020,Brice Garnett,0.027
2020,Ryan Palmer,0.017
2020,Talor Gooch,0.016
2020,Matt Kuchar,0.015
2020,Kyle Stanley,0.014
2020,Sebastian Cappelen,0.01
2020,Sungjae Im,0.007
2020,Collin Morikawa,0.005
2020,Scott Brown,0.004
2020,Dustin Johnson,0.002
2020,Kevin Streelman,0.002
2020,Josh Teater,-0.009
2020,Aaron Wise,-0.01
2020,Bo Hoag,-0.015
2020,Patrick Rodgers,-0.018
2020,Martin Laird,-0.023
2020,Brooks Koepka,-0.028
2020,Nick Taylor,-0.03
2020,Patton Kizzire,-0.031
2020,Jimmy Walker,-0.031
2020,Charley Hoffman,-0.034
2020,Will Gordon,-0.036
2020,Brendan Steele,-0.038
2020,Joel Dahmen,-0.04
2020,Michael Thompson,-0.04
2020,Bryson DeChambeau,-0.041
2020,Bo Van Pelt,-0.048
2020,Austin Cook,-0.049
2020,Chris Stroud,-0.051
2020,Maverick McNealy,-0.053
2020,Adam Long,-0.055
2020,Jim Furyk,-0.061
2020,Brian Gay,-0.061
2020,Zac Blair,-0.065
2020,Mark Hubbard,-0.065
2020,Pat Perez,-0.069
2020,Michael Gligic,-0.08
2020,Bronson Burgoon,-0.083
2020,Beau Hossler,-0.085
2020,Joseph Bramlett,-0.086
2020,Scott Harrington,-0.087
2020,Abraham Ancer,-0.093
2020,Kevin Kisner,-0.093
2020,Tom Hoge,-0.095
2020,Adam Schenk,-0.095
2020,Zach Johnson,-0.098
2020,Sam Ryder,-0.099
2020,Graeme McDowell,-0.103
2020,C.T. Pan,-0.104
2020,Chris Baker,-0.105
2020,Emiliano Grillo,-0.107
2020,Justin Rose,-0.108
2020,Matt Fitzpatrick,-0.113
2020,Stewart Cink,-0.12
