year,player_name,final_season_rank
2020,Dustin Johnson,1
2020,Xander Schauffele,2
2020,Justin Thomas,2
2020,Jon Rahm,4
2020,Scottie Scheffler,5
2020,Collin Morikawa,6
2020,Tyrrell Hatton,7
2020,Rory McIlroy,8
2020,Sebastián Muñoz,8
2020,Patrick Reed,8
2020,Sungjae Im,11
2020,Harris English,12
2020,Webb Simpson,12
2020,Mackenzie Hughes,14
2020,Daniel Berger,15
2020,Hideki Matsuyama,15
2020,Tony Finau,17
2020,Abraham Ancer,18
2020,Lanto Griffin,18
2020,Viktor Hovland,20
2020,Brendon Todd,20
2020,Bryson DeChambeau,22
2020,Kevin Kisner,23
2020,Cameron Champ,24
2020,Ryan Palmer,24
2020,Cameron Smith,24
2020,Kevin Na,27
2020,Joaquin Niemann,27
2020,Marc Leishman,29
2020,Billy Horschel,30
2020,Adam Long,31
2020,Kevin Streelman,32
2020,Byeong Hun An,33
2020,Patrick Cantlay,34
2020,Matthew Wolff,35
2020,Matt Fitzpatrick,36
2020,Brian Harman,37
2020,Joel Dahmen,38
2020,Richy Werenski,39
2020,Tyler Duncan,40
2020,Adam Scott,41
2020,Jason Kokrak,42
2020,Gary Woodland,43
2020,Mark Hubbard,44
2020,Danny Lee,45
2020,Bubba Watson,46
2020,Brendan Steele,47
2020,Nick Taylor,48
2020,Paul Casey,49
2020,Tom Hoge,50
2020,Carlos Ortiz,51
2020,Alex Noren,52
2020,Corey Conners,53
2020,Adam Hadwin,54
2020,Harry Higgs,55
2020,Russell Henley,56
2020,Jason Day,57
2020,Dylan Frittelli,58
2020,Michael Thompson,59
2020,Talor Gooch,60
2020,Andrew Landry,61
2020,Matt Kuchar,62
2020,Tiger Woods,63
2020,Jim Herman,64
2020,Louis Oosthuizen,65
2020,Robby Shelton,66
2020,J.T. Poston,67
2020,Maverick McNealy,68
2020,Charles Howell III,69
2020,Max Homa,70
2020,Doc Redman,71
2020,Sung Kang,72
2020,Denny McCarthy,73
2020,Troy Merritt,74
2020,Phil Mickelson,75
2020,Henrik Norlander,76
2020,Charley Hoffman,77
2020,Xinjun Zhang,78
2020,Sepp Straka,79
2020,Harold Varner III,80
2020,Si Woo Kim,81
2020,Cameron Tringale,82
2020,Bud Cauley,83
2020,Cam Davis,84
2020,Vaughn Taylor,85
2020,Patrick Rodgers,86
2020,Brian Stuard,87
2020,Ian Poulter,88
2020,Chez Reavie,89
2020,Pat Perez,90
2020,Justin Rose,91
2020,Tommy Fleetwood,92
2020,Emiliano Grillo,93
2020,Rickie Fowler,94
2020,Matt Jones,95
2020,Nate Lashley,96
2020,K.H. Lee,97
2020,Scott Harrington,98
2020,Keegan Bradley,99
2020,Matthew NeSmith,100
2020,Ryan Armour,101
2020,Scott Piercy,102
2020,Ryan Moore,103
2020,Brooks Koepka,104
2020,Zach Johnson,105
2020,Brandt Snedeker,106
2020,Jordan Spieth,107
2020,Sam Ryder,108
2020,Adam Schenk,109
2020,Wyndham Clark,110
2020,Sam Burns,111
2020,Keith Mitchell,112
2020,Zac Blair,113
2020,Scott Brown,114
2020,Brian Gay,115
2020,Beau Hossler,116
2020,Graeme McDowell,117
2020,Lucas Glover,118
2020,Luke List,119
2020,Scott Stallings,120
2020,Brice Garnett,121
2020,Rory Sabbatini,122
2020,Shane Lowry,123
2020,Tom Lewis,124
2020,Bo Hoag,125
2020,Fabián Gómez,126
2020,Russell Knox,127
2020,Charl Schwartzel,128
2020,Rafa Cabrera Bello,129
2020,Bronson Burgoon,130
2020,Chase Seiffert,131
2020,Nick Watney,132
2020,Kyle Stanley,133
2020,Matt Wallace,134
2020,Sergio Garcia,135
2020,Chesson Hadley,136
2020,Peter Malnati,137
2020,Rob Oppenheim,138
2020,Jhonattan Vegas,139
2020,Hank Lebioda,140
2020,Joseph Bramlett,141
2020,Josh Teater,142
2020,Cameron Percy,143
2020,Stewart Cink,144
2020,Robert Streb,145
2020,Danny Willett,146
2020,Andrew Putnam,147
2020,J.B. Holmes,148
2020,Tim Wilkinson,149
2020,Aaron Wise,150
