year,player_name,sg_putting
2015,Aaron Baddeley,0.722
2015,Jimmy Walker,0.692
2015,Daniel Summerhays,0.644
2015,Lee Westwood,0.595
2015,Brandt Snedeker,0.588
2015,Jason Day,0.586
2015,Brendon Todd,0.582
2015,Russell Henley,0.579
2015,Jordan Spieth,0.571
2015,Harris English,0.56
2015,Greg Chalmers,0.529
2015,Zac Blair,0.527
2015,Andrew Putnam,0.525
2015,Bryce Molder,0.508
2015,Erik Compton,0.469
2015,Henrik Stenson,0.436
2015,Brooks Koepka,0.421
2015,K.J. Choi,0.415
2015,Matt Jones,0.401
2015,Patrick Reed,0.394
2015,Hunter Mahan,0.39
2015,Troy Merritt,0.384
2015,Robert Streb,0.381
2015,Danny Lee,0.374
2015,Pat Perez,0.364
2015,Hudson Swafford,0.36
2015,David Hearn,0.358
2015,Jamie Donaldson,0.349
2015,Colt Knost,0.348
2015,Steve Wheatcroft,0.345
2015,Carl Pettersson,0.335
2015,Will Wilcox,0.322
2015,Matt Kuchar,0.316
2015,Blayne Barber,0.313
2015,Billy Hurley III,0.311
2015,Rickie Fowler,0.309
2015,Derek Fathauer,0.301
2015,Scott Pinckney,0.294
2015,Luke Donald,0.289
2015,John Huh,0.279
2015,Phil Mickelson,0.262
2015,Sangmoon Bae,0.26
2015,Jerry Kelly,0.25
2015,Billy Horschel,0.244
2015,Kevin Kisner,0.24
2015,Jason Bohn,0.239
2015,Brian Harman,0.236
2015,Adam Hadwin,0.235
2015,Kevin Na,0.233
2015,Morgan Hoffmann,0.232
2015,Justin Leonard,0.231
2015,Ian Poulter,0.225
2015,George McNeill,0.212
2015,Bubba Watson,0.212
2015,Johnson Wagner,0.203
2015,Ben Crane,0.201
2015,Camilo Villegas,0.195
2015,Andres Romero,0.19
2015,Andres Gonzales,0.177
2015,Carlos Ortiz,0.172
2015,Sean O'Hair,0.169
2015,Kevin Chappell,0.168
2015,Chesson Hadley,0.168
2015,Ryan Moore,0.16
2015,Ricky Barnes,0.159
2015,Michael Thompson,0.153
2015,Eric Axley,0.15
2015,Ryan Palmer,0.147
2015,Steven Bowditch,0.144
2015,Jonathan Randolph,0.132
2015,Dustin Johnson,0.128
2015,Ben Martin,0.127
2015,Cameron Tringale,0.125
2015,Jonas Blixt,0.122
2015,Bo Van Pelt,0.118
2015,Brian Stuard,0.116
2015,Nick Taylor,0.112
2015,Luke Guthrie,0.11
2015,Jeff Overton,0.105
2015,Stewart Cink,0.102
2015,Martin Laird,0.1
2015,Jhonattan Vegas,0.086
2015,Jonathan Byrd,0.084
2015,Brian Davis,0.081
2015,Gary Woodland,0.077
2015,Hideki Matsuyama,0.076
2015,Matt Every,0.075
2015,Shawn Stefani,0.074
2015,S.Y. Noh,0.066
2015,Charley Hoffman,0.065
2015,Chris Kirk,0.065
2015,Fabián Gómez,0.062
2015,William McGirt,0.06
2015,James Hahn,0.048
2015,Justin Thomas,0.042
2015,Zach Johnson,0.04
2015,David Lingmerth,0.039
2015,Kyle Reifers,0.036
2015,Retief Goosen,0.027
2015,Justin Rose,0.023
2015,Scott Langley,0.018
2015,Paul Casey,0.014
2015,Chad Collins,0.012
2015,Scott Piercy,0.006
2015,Tom Hoge,0.005
2015,Patrick Rodgers,-0.003
2015,J.B. Holmes,-0.004
2015,Tony Finau,-0.006
2015,Brendon de Jonge,-0.007
2015,Graham DeLaet,-0.012
2015,Jason Kokrak,-0.012
2015,Marc Leishman,-0.02
2015,Russell Knox,-0.021
2015,Sergio Garcia,-0.022
2015,Jim Furyk,-0.024
2015,Andrew Svoboda,-0.026
2015,Jon Curran,-0.028
2015,Jim Herman,-0.03
2015,Scott Brown,-0.031
