year,player_name,greens_in_regulation
2010,John Senden,72.49
2010,Kevin Sutherland,71.96
2010,Joe Durant,71.95
2010,Charles Warren,71.74
2010,Troy Matteson,71.43
2010,Graham DeLaet,71.27
2010,D.J. Trahan,71.26
2010,Kris Blanks,71.15
2010,Paul Stankowski,70.88
2010,Aron Price,70.49
2010,Cameron Percy,70.42
2010,Mark Wilson,70.28
2010,Davis Love III,70.25
2010,John Merrick,70.24
2010,Cameron Tringale,70.18
2010,Brett Quigley,70.12
2010,Brendon de Jonge,70.07
2010,Garth Mulroy,70.07
2010,Boo Weekley,70.07
2010,Jonathan Byrd,70.0
2010,Bill Haas,69.92
2010,Rickie Fowler,69.9
2010,Spencer Levin,69.88
2010,Garrett Willis,69.87
2010,Tom Pernice Jr.,69.78
2010,Mathew Goggin,69.74
2010,Roger Tambellini,69.73
2010,Jeff Gove,69.72
2010,Billy Mayfair,69.68
2010,Nick Watney,69.63
2010,Adam Scott,69.61
2010,Heath Slocum,69.59
2010,Briny Baird,69.41
2010,Matt Kuchar,69.36
2010,Rocco Mediate,69.32
2010,Chris Stroud,69.31
2010,Bo Van Pelt,69.23
2010,Henrik Bjornstad,69.11
2010,Chad Campbell,69.06
2010,Kenny Perry,69.04
2010,Greg Owen,69.0
2010,Dean Wilson,68.98
2010,Pat Perez,68.95
2010,Jay Williamson,68.95
2010,Josh Teater,68.8
2010,J.J. Henry,68.72
2010,Steve Elkington,68.71
2010,Paul Casey,68.68
2010,Michael Bradley,68.65
2010,Hunter Mahan,68.65
2010,Vijay Singh,68.62
2010,Stewart Cink,68.61
2010,Alex Prugh,68.6
2010,Charles Howell III,68.57
2010,Bubba Watson,68.54
2010,K.J. Choi,68.52
2010,Will MacKenzie,68.52
2010,Richard Johnson,68.5
2010,Vaughn Taylor,68.33
2010,Steve Stricker,68.29
2010,Johnson Wagner,68.24
2010,Ricky Barnes,68.23
2010,Ben Crane,68.22
2010,Sean O'Hair,68.22
2010,Omar Uresti,68.22
2010,John Rollins,68.18
2010,Robert Allenby,68.17
2010,Brett Wetterich,68.11
2010,Ben Curtis,68.02
2010,Dustin Johnson,67.95
2010,Kevin Stadler,67.95
2010,Woody Austin,67.92
2010,Michael Letzig,67.92
2010,D.A. Points,67.9
2010,Ernie Els,67.86
2010,Nicholas Thompson,67.86
2010,Martin Laird,67.83
2010,Freddie Jacobson,67.8
2010,Stephen Ames,67.79
2010,Jason Bohn,67.79
2010,Bob Estes,67.79
2010,Scott Piercy,67.74
2010,Geoff Ogilvy,67.69
2010,Jason Day,67.68
2010,Lee Janzen,67.68
2010,Robert Garrigus,67.61
2010,David Toms,67.58
2010,Jerry Kelly,67.49
2010,Steve Marino,67.49
2010,Lucas Glover,67.42
2010,Chris DiMarco,67.39
2010,Chris Riley,67.33
2010,Jim Furyk,67.12
2010,John Mallinger,67.11
2010,Michael Connell,66.94
2010,Jeff Overton,66.86
2010,James Driscoll,66.81
2010,Brent Delahoussaye,66.78
2010,Mathias Grönberg,66.77
2010,Jeff Maggert,66.75
2010,Rory Sabbatini,66.74
2010,Blake Adams,66.73
2010,Tim Clark,66.73
2010,Jason Dufner,66.67
2010,Cliff Kresge,66.67
2010,Marc Leishman,66.67
2010,Ryan Moore,66.67
2010,Kevin Streelman,66.67
2010,Alex Cejka,66.6
2010,Charlie Wi,66.55
2010,Zach Johnson,66.54
2010,Charley Hoffman,66.53
2010,Tim Herron,66.51
2010,Chris Couch,66.5
2010,Brenden Pappas,66.49
2010,James Nitties,66.47
2010,Chris Tidland,66.36
2010,Tim Petrovic,66.35
2010,Justin Rose,66.31
2010,Rory McIlroy,66.24
2010,Webb Simpson,66.16
2010,Cameron Beckman,66.15
2010,Sergio Garcia,66.13
2010,David Duval,66.1
2010,Joe Ogilvie,66.07
2010,Trevor Immelman,66.06
2010,Camilo Villegas,66.05
2010,George McNeill,66.03
2010,Greg Chalmers,66.01
2010,J.P. Hayes,66.0
2010,Tom Gillis,65.98
2010,Andrew McLardy,65.97
2010,Retief Goosen,65.96
2010,Paul Goydos,65.95
2010,Y.E. Yang,65.95
2010,Roland Thatcher,65.9
2010,Kevin Na,65.89
2010,Jimmy Walker,65.88
2010,Bill Lunde,65.85
2010,Scott McCarron,65.8
2010,Ángel Cabrera,65.78
2010,John Daly,65.66
2010,Steve Lowery,65.52
2010,J.B. Holmes,65.5
2010,Mark Calcavecchia,65.48
2010,Troy Merritt,65.48
2010,Ryan Palmer,65.48
2010,Jeff Quinney,65.45
2010,Jarrod Lyle,65.34
2010,Michael Sim,65.34
2010,Matt Jones,65.29
2010,Luke Donald,65.28
2010,Bryce Molder,65.28
2010,Jeev Milkha Singh,65.28
