year,player_name,driving_distance
2025,Aldrich Potgieter,325.0
2025,Rory McIlroy,323.0
2025,Nicolai Højgaard,318.8
2025,Jesper Svensson,318.6
2025,Kurt Kitayama,318.0
2025,Michael Thorbjornsen,317.8
2025,Chris Gotterup,316.7
2025,Joseph Bramlett,316.4
2025,Trevor Cone,315.4
2025,Niklas Norgaard,315.3
2025,Rasmus Højgaard,314.9
2025,Keith Mitchell,314.2
2025,Alejandro Tosti,314.2
2025,Ludvig Åberg,313.9
2025,Min Woo Lee,313.8
2025,Jake Knapp,313.4
2025,Cameron Young,313.2
2025,Gary Woodland,313.0
2025,Garrick Higgo,312.9
2025,Tim Widing,312.9
2025,Luke Clanton,312.6
2025,Will Gordon,312.6
2025,Trey Mullinax,312.3
2025,Xander Schauffele,311.9
2025,Wyndham Clark,311.7
2025,Pierceson Coody,311.5
2025,Isaiah Salinda,311.3
2025,Taylor Pendrith,311.2
2025,Ricky Castillo,311.0
2025,Steven Fisk,311.0
2025,Matti Schmid,310.9
2025,Nick Hardy,310.8
2025,Kris Ventura,310.8
2025,Luke List,309.8
2025,William Mouw,309.5
2025,Kevin Yu,309.4
2025,Hayden Springer,309.2
2025,Patrick Rodgers,309.1
2025,Thomas Rosenmueller,309.0
2025,Jhonattan Vegas,309.0
2025,Ryan Fox,308.7
2025,Max Greyserman,308.6
2025,Karl Vilips,308.5
2025,Taylor Moore,308.3
2025,Scottie Scheffler,308.3
2025,David Skinns,308.3
2025,Antoine Rozner,308.1
2025,Jackson Suber,308.1
2025,Erik van Rooyen,307.9
2025,Rico Hoey,307.7
2025,Vince Whaley,307.7
2025,Sam Burns,307.5
2025,Danny Walker,307.4
2025,Harry Higgs,307.2
2025,Maverick McNealy,306.8
2025,Byeong Hun An,306.6
2025,Jordan Spieth,306.6
2025,Thomas Detry,306.5
2025,Keegan Bradley,306.4
2025,Stephan Jaeger,306.3
2025,Alex Smalley,306.2
2025,J.J. Spaun,306.1
2025,Patrick Cantlay,305.9
2025,Quade Cummins,305.7
2025,Patrick Fishburn,305.6
2025,Kevin Roy,305.6
2025,Sam Stevens,305.5
2025,Rickie Fowler,305.3
2025,Justin Thomas,305.3
2025,Rafael Campos,305.2
2025,Ben Griffin,305.1
2025,Davis Riley,305.0
2025,Tony Finau,304.9
2025,Jeremy Paul,304.9
2025,Adam Scott,304.9
2025,Thorbjørn Olesen,304.7
2025,Davis Thompson,304.7
2025,Adam Schenk,304.6
2025,Hayden Buckley,304.5
2025,Cristobal Del Solar,304.5
2025,Mac Meissner,304.5
2025,Victor Perez,304.4
2025,Harris English,304.3
2025,Beau Hossler,303.9
2025,Harry Hall,303.6
2025,Matthew Riedel,303.6
2025,Viktor Hovland,303.3
2025,Ryan Gerard,303.2
2025,Daniel Berger,302.9
2025,Doug Ghim,302.9
2025,Matt Wallace,302.9
2025,Matt Fitzpatrick,302.7
2025,Robert MacIntyre,302.7
2025,Chan Kim,302.5
2025,Jacob Bridgeman,302.2
2025,Cam Davis,302.2
2025,Braden Thornberry,302.2
2025,Taylor Montgomery,302.0
2025,Justin Rose,301.9
2025,Frankie Capan III,301.5
2025,Bud Cauley,301.4
2025,Mackenzie Hughes,301.3
2025,Peter Malnati,301.3
2025,Andrew Novak,301.3
2025,Sahith Theegala,301.3
2025,Max Homa,300.8
2025,Mark Hubbard,300.7
2025,Taylor Dickson,300.4
2025,Sam Ryder,300.4
2025,Will Chandler,300.3
2025,Jason Day,300.3
2025,Austin Eckroat,300.3
2025,Emiliano Grillo,300.3
2025,Hideki Matsuyama,300.2
2025,Noah Goodwin,300.1
2025,Lanto Griffin,300.1
2025,Joe Highsmith,299.9
2025,Adam Hadwin,299.8
2025,Lee Hodges,299.7
2025,Michael Kim,299.7
2025,Ben Silverman,299.7
2025,Thriston Lawrence,299.5
2025,Tommy Fleetwood,299.4
2025,Nate Lashley,299.4
2025,Nick Dunlap,299.3
2025,Tom Kim,299.3
2025,Justin Lower,299.3
2025,Chad Ramey,299.2
2025,Kevin Velo,299.2
2025,Matthieu Pavon,299.1
2025,Matt McCarty,298.9
2025,Akshay Bhatia,298.7
2025,Seamus Power,298.7
2025,Patton Kizzire,298.5
2025,Joel Dahmen,298.4
2025,Collin Morikawa,298.3
2025,Corey Conners,298.2
