year,player_name,greens_in_regulation
2019,Corey Conners,73.06
2019,Johnson Wagner,71.55
2019,Alex Prugh,71.44
2019,Paul Casey,70.96
2019,Jason Dufner,70.76
2019,Justin Thomas,70.68
2019,Charles Howell III,70.51
2019,Josh Teater,70.48
2019,Scott Piercy,70.09
2019,Brendan Steele,69.98
2019,Brooks Koepka,69.97
2019,Talor Gooch,69.96
2019,Shawn Stefani,69.96
2019,Martin Laird,69.86
2019,Kevin Streelman,69.75
2019,Jason Day,69.7
2019,Cameron Tringale,69.66
2019,Brice Garnett,69.54
2019,Adam Svensson,69.4
2019,Matt Kuchar,69.38
2019,Hideki Matsuyama,69.38
2019,Cameron Champ,69.3
2019,Jhonattan Vegas,69.29
2019,Jim Furyk,69.28
2019,Hank Lebioda,69.21
2019,Russell Knox,69.06
2019,Sepp Straka,69.06
2019,Gary Woodland,69.05
2019,Jon Rahm,69.04
2019,Adam Scott,68.94
2019,Troy Merritt,68.85
2019,Jason Kokrak,68.77
2019,Cam Davis,68.75
2019,Emiliano Grillo,68.73
2019,John Chin,68.72
2019,Adam Schenk,68.61
2019,Nick Watney,68.61
2019,Aaron Wise,68.6
2019,Rory McIlroy,68.55
2019,Keegan Bradley,68.5
2019,Tyler Duncan,68.47
2019,Roberto Castro,68.44
2019,Xander Schauffele,68.39
2019,J.J. Spaun,68.36
2019,Ryan Palmer,68.35
2019,Hunter Mahan,68.27
2019,Sebastián Muñoz,68.26
2019,Dylan Frittelli,68.24
2019,Ryan Moore,68.17
2019,Lucas Glover,68.15
2019,Fabián Gómez,68.1
2019,Russell Henley,68.1
2019,Joaquin Niemann,68.06
2019,Bronson Burgoon,67.98
2019,Sam Ryder,67.98
2019,Chase Wright,67.95
2019,Chez Reavie,67.93
2019,Carlos Ortiz,67.82
2019,Rickie Fowler,67.76
2019,Byeong Hun An,67.75
2019,Anders Albertson,67.71
2019,Jim Knous,67.71
2019,Brandon Harkins,67.67
2019,K.H. Lee,67.66
2019,Wes Roach,67.64
2019,Billy Horschel,67.63
2019,Sungjae Im,67.61
2019,Ryan Armour,67.57
2019,Adam Hadwin,67.55
2019,Trey Mullinax,67.5
2019,David Hearn,67.49
2019,Nate Lashley,67.48
2019,Kyle Stanley,67.47
2019,Tony Finau,67.46
2019,Keith Mitchell,67.34
2019,Nick Taylor,67.26
2019,Patrick Cantlay,67.21
2019,Bud Cauley,67.21
2019,Marc Leishman,67.21
2019,Harold Varner III,67.21
2019,Andrew Landry,67.12
2019,Kramer Hickok,67.1
2019,Kevin Tway,67.01
2019,Beau Hossler,67.0
2019,Kevin Kisner,66.99
2019,Dustin Johnson,66.98
2019,Tommy Fleetwood,66.93
2019,Dominic Bozzelli,66.92
2019,Rory Sabbatini,66.91
2019,Ian Poulter,66.86
2019,Harris English,66.85
2019,Vaughn Taylor,66.85
2019,Louis Oosthuizen,66.84
2019,J.T. Poston,66.84
2019,Seth Reeves,66.83
2019,Abraham Ancer,66.79
2019,Hudson Swafford,66.76
2019,Bubba Watson,66.76
2019,Danny Lee,66.74
2019,Scott Stallings,66.74
2019,Joel Dahmen,66.72
2019,J.J. Henry,66.67
2019,Matt Jones,66.6
2019,Roberto Díaz,66.58
2019,Scott Brown,66.53
2019,Charley Hoffman,66.51
2019,Ben Silverman,66.5
2019,Joey Garber,66.37
2019,Ted Potter Jr.,66.35
2019,Tyrrell Hatton,66.28
2019,Danny Willett,66.23
2019,Patrick Reed,66.22
2019,Bryson DeChambeau,66.2
2019,Jim Herman,66.2
2019,Whee Kim,66.18
2019,Sung Kang,66.14
2019,Robert Streb,66.13
2019,Henrik Stenson,66.11
2019,Branden Grace,66.09
2019,Peter Uihlein,66.03
2019,Kyle Jones,65.99
2019,Denny McCarthy,65.98
2019,Stephan Jaeger,65.96
2019,Wyndham Clark,65.95
2019,Andrew Putnam,65.94
2019,Richy Werenski,65.93
2019,Webb Simpson,65.81
2019,Tom Hoge,65.8
2019,Michael Thompson,65.73
2019,Austin Cook,65.71
2019,J.B. Holmes,65.57
2019,Luke List,65.43
2019,Pat Perez,65.32
2019,Mackenzie Hughes,65.28
2019,Adam Long,65.28
2019,Alex Noren,65.28
2019,Jonathan Byrd,65.19
2019,Daniel Berger,65.15
2019,Max Homa,65.14
2019,Jonas Blixt,65.13
2019,Roger Sloan,65.08
2019,Ryan Blaum,64.97
2019,Brandt Snedeker,64.93
2019,Si Woo Kim,64.91
2019,Brian Stuard,64.89
2019,Graeme McDowell,64.79
2019,Sam Saunders,64.79
2019,Justin Rose,64.78
2019,Sam Burns,64.74
2019,Sangmoon Bae,64.71
2019,Patrick Rodgers,64.71
2019,Jimmy Walker,64.71
2019,Bill Haas,64.65
2019,Chesson Hadley,64.64
2019,Brady Schnell,64.49
2019,Alex Cejka,64.44
2019,Kevin Na,64.44
2019,Brian Gay,64.36
2019,José de Jesús Rodríguez,64.27
2019,Brian Harman,64.17
2019,Phil Mickelson,64.17
2019,C.T. Pan,64.16
2019,Rod Pampling,64.0
2019,Peter Malnati,63.99
2019,Patton Kizzire,63.96
2019,Matt Fitzpatrick,63.94
2019,Ernie Els,63.72
2019,Cameron Smith,63.66
2019,Francesco Molinari,63.58
2019,Satoshi Kodaira,63.54
2019,Julián Etulain,63.5
2019,Aaron Baddeley,63.33
2019,Sergio Garcia,63.26
2019,Freddie Jacobson,63.18
2019,Rafa Cabrera Bello,62.99
2019,Chris Stroud,62.99
2019,Anirban Lahiri,62.96
2019,Ollie Schniederjans,62.89
2019,Jordan Spieth,62.8
2019,Zach Johnson,62.59
2019,Curtis Luck,62.43
2019,Kelly Kraft,62.41
2019,Seamus Power,62.19
2019,Scott Langley,62.01
2019,Kiradech Aphibarnrat,61.65
2019,Cody Gribble,61.62
2019,Martin Trainer,60.47
2019,Michael Kim,60.08
