year,player_name,sg_around_green
2016,Steve Stricker,0.544
2016,Bryce Molder,0.498
2016,Retief Goosen,0.457
2016,Luke Donald,0.429
2016,Brendon Todd,0.412
2016,Chad Collins,0.408
2016,Padraig Harrington,0.408
2016,Patrick Reed,0.406
2016,Si Woo Kim,0.403
2016,Aaron Baddeley,0.402
2016,Rickie Fowler,0.387
2016,Jason Day,0.375
2016,S.Y. Noh,0.374
2016,Bill Haas,0.353
2016,Chad Campbell,0.346
2016,Charles Howell III,0.323
2016,Zach Johnson,0.321
2016,Brandt Snedeker,0.32
2016,Jon Curran,0.304
2016,Alex Cejka,0.297
2016,Jamie Lovemark,0.294
2016,David Toms,0.278
2016,Webb Simpson,0.276
2016,Jordan Spieth,0.264
2016,Tim Wilkinson,0.26
2016,Scott Langley,0.254
2016,Stuart Appleby,0.248
2016,Matt Kuchar,0.242
2016,Ryan Moore,0.237
2016,Justin Rose,0.237
2016,J.B. Holmes,0.233
2016,Jim Furyk,0.232
2016,Ricky Barnes,0.227
2016,Jimmy Walker,0.225
2016,Charl Schwartzel,0.224
2016,Phil Mickelson,0.218
2016,Rory McIlroy,0.211
2016,Vijay Singh,0.209
2016,Robert Streb,0.209
2016,Keegan Bradley,0.205
2016,Chris Kirk,0.205
2016,Rod Pampling,0.199
2016,Matt Jones,0.197
2016,Marc Leishman,0.191
2016,Roberto Castro,0.19
2016,Spencer Levin,0.184
2016,Francesco Molinari,0.183
2016,Rob Oppenheim,0.176
2016,Ben Crane,0.173
2016,Louis Oosthuizen,0.17
2016,Mark Wilson,0.163
2016,K.J. Choi,0.159
2016,Geoff Ogilvy,0.157
2016,Patrick Rodgers,0.157
2016,Paul Casey,0.15
2016,Whee Kim,0.148
2016,Brian Stuard,0.14
2016,Shane Lowry,0.139
2016,Harris English,0.138
2016,James Hahn,0.135
2016,Jeff Overton,0.134
2016,Kevin Chappell,0.126
2016,Brian Harman,0.12
2016,Shawn Stefani,0.116
2016,Camilo Villegas,0.113
2016,Cameron Tringale,0.104
2016,Dicky Pride,0.094
2016,Gary Woodland,0.088
2016,Kevin Na,0.087
2016,Jason Dufner,0.081
2016,David Hearn,0.081
2016,Erik Compton,0.074
2016,Russell Knox,0.073
2016,Will MacKenzie,0.072
2016,Dustin Johnson,0.066
2016,Smylie Kaufman,0.059
2016,Abraham Ancer,0.057
2016,Rory Sabbatini,0.054
2016,Martin Laird,0.053
2016,Michael Thompson,0.051
2016,John Huh,0.05
2016,Freddie Jacobson,0.05
2016,Adam Scott,0.049
2016,Luke Guthrie,0.046
2016,D.A. Points,0.041
2016,Tyler Aldridge,0.036
2016,Branden Grace,0.032
2016,Fabián Gómez,0.03
2016,Daniel Summerhays,0.027
2016,Sean O'Hair,0.024
2016,Danny Lee,0.02
2016,Scott Stallings,0.018
2016,Stewart Cink,0.017
2016,Hideki Matsuyama,0.015
2016,Jonas Blixt,0.012
2016,Derek Ernst,0.012
2016,Steve Wheatcroft,0.012
2016,D.H. Lee,0.007
2016,Luke List,0.004
2016,Sam Saunders,0.003
2016,Scott Piercy,0.002
2016,Zac Blair,0.001
2016,Ryan Palmer,0.0
2016,Graeme McDowell,-0.003
2016,Kevin Streelman,-0.008
2016,Tyrone Van Aswegen,-0.013
2016,Ernie Els,-0.014
2016,Justin Thomas,-0.017
2016,Bubba Watson,-0.017
2016,Derek Fathauer,-0.026
2016,William McGirt,-0.029
2016,Sergio Garcia,-0.031
2016,Hiroshi Iwata,-0.033
2016,Brooks Koepka,-0.033
2016,Russell Henley,-0.038
2016,Vaughn Taylor,-0.042
2016,Steven Bowditch,-0.044
2016,Tony Finau,-0.045
2016,Ken Duke,-0.048
2016,Sung Kang,-0.053
2016,Blayne Barber,-0.056
2016,Jerry Kelly,-0.059
2016,Morgan Hoffmann,-0.062
2016,Cameron Smith,-0.062
2016,Brendon de Jonge,-0.063
2016,Chez Reavie,-0.068
2016,Kyle Stanley,-0.07
2016,Peter Malnati,-0.073
2016,Harold Varner III,-0.078
2016,Patton Kizzire,-0.08
2016,Anirban Lahiri,-0.08
2016,Adam Hadwin,-0.081
2016,Charley Hoffman,-0.085
2016,J.J. Henry,-0.097
2016,Daniel Berger,-0.1
2016,Billy Horschel,-0.102
2016,Kelly Kraft,-0.103
2016,David Lingmerth,-0.103
2016,Billy Hurley III,-0.104
2016,Lucas Glover,-0.11
2016,Michael Kim,-0.111
2016,Jhonattan Vegas,-0.112
2016,Kyle Reifers,-0.113
2016,Henrik Norlander,-0.117
2016,Chris Stroud,-0.119
2016,Jim Herman,-0.122
2016,Nick Taylor,-0.123
2016,Scott Brown,-0.124
2016,Colt Knost,-0.131
2016,Chesson Hadley,-0.132
2016,Andres Gonzales,-0.135
2016,Brett Stegmaier,-0.152
2016,Johnson Wagner,-0.154
2016,Mark Hubbard,-0.155
2016,Troy Merritt,-0.166
2016,Emiliano Grillo,-0.167
2016,George McNeill,-0.168
2016,Andrew Loupe,-0.172
2016,Boo Weekley,-0.174
2016,Tom Hoge,-0.175
2016,Brendan Steele,-0.188
2016,Jason Kokrak,-0.238
2016,Martin Piller,-0.24
2016,Will Wilcox,-0.261
2016,Steve Marino,-0.263
2016,Jason Bohn,-0.265
2016,Hunter Mahan,-0.268
2016,Carlos Ortiz,-0.272
2016,Ben Martin,-0.277
2016,Greg Owen,-0.279
2016,Robert Garrigus,-0.286
2016,John Senden,-0.299
2016,Kevin Kisner,-0.331
2016,Wes Roach,-0.338
2016,Robert Allenby,-0.368
2016,Rhein Gibson,-0.376
2016,Scott Pinckney,-0.376
2016,Thomas Aiken,-0.39
2016,Andrew Landry,-0.396
2016,Bronson Burgoon,-0.398
2016,Dawie van der Walt,-0.41
2016,Hudson Swafford,-0.561
2016,Graham DeLaet,-0.567
2016,Jason Gore,-0.581
2016,Ángel Cabrera,-0.582
