year,player_name,money_earned
2011,Luke Donald,6683214
2011,Webb Simpson,6347353
2011,Nick Watney,5290673
2011,K.J. Choi,4434691
2011,Dustin Johnson,4309961
2011,Matt Kuchar,4233920
2011,Bill Haas,4088637
2011,Steve Stricker,3992785
2011,Jason Day,3962647
2011,David Toms,3858090
2011,Adam Scott,3764797
2011,Phil Mickelson,3763488
2011,Keegan Bradley,3758600
2011,Brandt Snedeker,3587206
2011,Hunter Mahan,3503540
2011,Bubba Watson,3477811
2011,Gary Woodland,3448591
2011,Justin Rose,3401420
2011,Mark Wilson,3158477
2011,Aaron Baddeley,3094693
2011,Jason Dufner,3057860
2011,Jonathan Byrd,2938920
2011,Martin Laird,2676509
2011,Charl Schwartzel,2604558
2011,Charles Howell III,2509223
2011,Freddie Jacobson,2488325
2011,Rory Sabbatini,2420655
2011,Vijay Singh,2371050
2011,Bo Van Pelt,2344546
2011,Kevin Na,2336965
2011,Spencer Levin,2320038
2011,Y.E. Yang,2314865
2011,John Senden,2294811
2011,Chez Reavie,2285067
2011,Tommy Gainey,2174191
2011,Rickie Fowler,2084681
2011,D.A. Points,2034156
2011,Brendan Steele,1976310
2011,Steve Marino,1975076
2011,Bryce Molder,1957944
2011,Scott Stallings,1957162
2011,Ryan Moore,1942906
2011,Geoff Ogilvy,1916994
2011,Zach Johnson,1880406
2011,Chris Kirk,1877627
2011,Jhonattan Vegas,1854414
2011,Ryan Palmer,1850530
2011,Lucas Glover,1823327
2011,Robert Karlsson,1779815
2011,Ben Crane,1679595
2011,Brandt Jobe,1629764
2011,Carl Pettersson,1540723
2011,Jim Furyk,1529690
2011,Sergio Garcia,1524091
2011,Kyle Stanley,1523657
2011,Robert Garrigus,1503923
2011,Sean O'Hair,1483948
2011,Charley Hoffman,1462591
2011,George McNeill,1458110
2011,Robert Allenby,1452567
2011,Jerry Kelly,1451797
2011,J.B. Holmes,1398583
2011,Paul Goydos,1385328
2011,John Rollins,1370566
2011,Kris Blanks,1350010
2011,Kevin Chappell,1339640
2011,Jimmy Walker,1336556
2011,Cameron Tringale,1327807
2011,Harrison Frazar,1322267
2011,Andres Romero,1313133
2011,Brian Davis,1308009
2011,Kevin Streelman,1300006
2011,Pat Perez,1295253
2011,Jeff Overton,1290962
2011,Scott Piercy,1250957
2011,Brendon de Jonge,1241326
2011,Camilo Villegas,1231918
2011,Johnson Wagner,1224556
2011,Scott Verplank,1194178
2011,Charlie Wi,1188494
2011,Trevor Immelman,1165604
2011,Brian Gay,1157525
2011,Chad Campbell,1104024
2011,Blake Adams,1100558
2011,Chris Stroud,1096499
2011,Graeme McDowell,1088898
2011,Anthony Kim,1085846
2011,Davis Love III,1056300
2011,Hunter Haas,1039987
2011,Ryuji Imada,990319
2011,Justin Leonard,952962
2011,Ricky Barnes,951587
2011,Ernie Els,948872
2011,Troy Matteson,946989
2011,Briny Baird,942286
2011,Nick O'Hern,940224
2011,Michael Bradley,935934
2011,Michael Thompson,935265
2011,Chris Couch,922496
2011,Marc Leishman,916330
2011,Stewart Cink,909162
2011,Tim Herron,909135
2011,J.J. Henry,873377
2011,David Hearn,869072
2011,Greg Chalmers,832191
2011,Tom Gillis,814147
2011,Padraig Harrington,802839
2011,Retief Goosen,796360
2011,Billy Mayfair,780578
2011,Josh Teater,769324
2011,Kevin Stadler,768172
2011,Heath Slocum,767216
2011,Chris DiMarco,761932
2011,James Driscoll,741010
2011,Ian Poulter,739926
2011,Joe Ogilvie,726866
2011,Louis Oosthuizen,717965
2011,David Mathis,715404
2011,John Merrick,704789
2011,Sung Kang,702382
2011,Tom Pernice Jr.,694981
2011,Matt Bettencourt,692545
2011,Arjun Atwal,690237
2011,Rod Pampling,668768
2011,D.J. Trahan,668166
2011,Bobby Gates,666735
2011,Roland Thatcher,666371
2011,Tiger Woods,660238
2011,Stuart Appleby,657150
2011,Bill Lunde,639548
2011,Ángel Cabrera,628079
2011,Steven Bowditch,621378
2011,Matt Jones,602392
2011,Steve Flesch,594622
2011,Bob Estes,594104
2011,Paul Casey,590386
2011,Matt McQuillan,582933
2011,Tim Clark,571000
2011,Stephen Ames,547589
2011,Billy Horschel,533024
2011,William McGirt,532933
2011,Garrett Willis,526390
2011,Shane Bertsch,488584
2011,Cameron Beckman,455085
2011,Scott McCarron,436270
2011,Tim Petrovic,428011
2011,Zack Miller,427341
2011,Vaughn Taylor,423907
2011,Ben Curtis,423466
2011,Jason Bohn,411943
2011,Dean Wilson,401314
2011,David Duval,400654
2011,Michael Putnam,398400
2011,Chris Riley,397204
2011,Jim Renner,392945
2011,Tag Ridings,382670
2011,Fabián Gómez,381730
2011,Fred Couples,371081
2011,Kent Jones,360624
2011,Joe Durant,358790
2011,Woody Austin,354042
2011,Bio Kim,345588
2011,Alex Cejka,344902
2011,Ben Martin,340080
2011,Aron Price,333290
2011,Henrik Stenson,327799
2011,Jarrod Lyle,317459
2011,Nathan Green,312109
2011,Michael Connell,309362
2011,Brett Wetterich,307504
2011,Daniel Summerhays,301899
2011,Derek Lamely,301146
2011,Marc Turnesa,299405
2011,Colt Knost,296817
2011,Alex Prugh,292070
2011,Cameron Percy,290319
2011,Paul Stankowski,290211
2011,Kevin Sutherland,289693
2011,Justin Hicks,284990
2011,Boo Weekley,279531
2011,Kevin Kisner,270170
2011,John Cook,251600
2011,Scott Gutschewski,229758
2011,Alexandre Rocha,225026
2011,Lee Janzen,216993
2011,Richard Johnson,212106
2011,John Daly,207963
2011,Shaun Micheel,206450
2011,Jim Herman,196845
2011,D.J. Brigman,191491
2011,Will MacKenzie,188394
2011,Andres Gonzales,186847
2011,J.P. Hayes,186769
2011,Chad Collins,183510
2011,John Mallinger,179498
2011,Joseph Bramlett,178728
2011,Tom Lehman,178062
2011,Shigeki Maruyama,177375
2011,Steve Elkington,176225
2011,Michael Letzig,169973
2011,Nate Smith,154814
2011,Troy Merritt,151475
2011,Frank Lickliter II,144160
2011,Martin Piller,140958
2011,Jeff Quinney,139582
2011,Rocco Mediate,136299
2011,Rich Beem,135225
2011,Chris Tidland,122985
2011,Peter Tomasulo,115817
2011,Todd Hamilton,112083
2011,Kirk Triplett,111081
2011,Kenny Perry,110177
2011,Will Strickler,109031
2011,Peter Lonard,106305
2011,Marco Dawson,104407
2011,Jeff Maggert,101080
2011,Charles Warren,96423
2011,Tom Watson,72067
2011,Chris Baryla,68000
2011,Dicky Pride,64213
2011,Duffy Waldorf,61234
2011,Brett Quigley,56825
2011,Jason Gore,51290
2011,Craig Barlow,49688
2011,Michael Sim,47403
2011,Fran Quinn,47199
2011,Corey Pavin,42376
2011,Michael Allen,42343
2011,Jesper Parnevik,37739
2011,Mark Calcavecchia,34930
2011,Jamie Lovemark,34693
2011,Jeff Klauk,34364
2011,Mark Hensby,32241
2011,Robert Damron,31770
2011,Robert Gamez,31522
2011,Carl Paulson,29922
2011,Scott Gordon,28311
2011,Jay Williamson,27396
2011,Steve Lowery,23526
2011,Mike Weir,23312
2011,Andre Stolz,21594
2011,Matt Weibring,20148
2011,Joe Affrunti,18837
2011,Omar Uresti,18349
2011,Mark O'Meara,18240
2011,Steve Pate,15750
2011,Daniel Chopra,15411
2011,Ted Purdy,14820
2011,Nick Price,12996
2011,Skip Kendall,11940
2011,Fred Funk,11880
2011,Jonathan Kaye,10834
2011,Graham DeLaet,10472
2011,Tom Byrum,10404
2011,Guy Boros,8172
2011,Mark Brooks,7488
2011,Greg Kraft,7350
2011,J.L. Lewis,7056
2011,Brian Bateman,6984
2011,Notah Begay III,6690
2011,José María Olazábal,6330
