year,player_name,greens_in_regulation
2022,Scottie Scheffler,72.29
2022,Corey Conners,71.9
2022,Jon Rahm,71.59
2022,Russell Knox,71.41
2022,Tony Finau,71.25
2022,Charles Howell III,70.99
2022,Russell Henley,70.94
2022,Will Zalatoris,70.91
2022,Sungjae Im,70.83
2022,Taylor Pendrith,70.66
2022,Xander Schauffele,70.52
2022,Rory McIlroy,69.91
2022,Luke List,69.72
2022,Mito Pereira,69.6
2022,Hayden Buckley,69.54
2022,Talor Gooch,69.33
2022,Brendan Steele,69.33
2022,Patrick Cantlay,69.28
2022,Brandon Wu,69.22
2022,Lee Hodges,69.12
2022,Aaron Wise,69.06
2022,Joseph Bramlett,68.86
2022,Aaron Rai,68.79
2022,Martin Laird,68.77
2022,Nick Hardy,68.74
2022,Sam Burns,68.68
2022,Seamus Power,68.66
2022,Matthias Schwab,68.65
2022,Jared Wolfe,68.64
2022,Collin Morikawa,68.61
2022,Matthew NeSmith,68.48
2022,Austin Smotherman,68.47
2022,Scott Gutschewski,68.45
2022,Justin Thomas,68.35
2022,Mark Hubbard,68.3
2022,Hideki Matsuyama,68.29
2022,Lucas Glover,68.28
2022,Alex Smalley,68.28
2022,Stewart Cink,68.25
2022,Taylor Moore,68.25
2022,Billy Horschel,68.17
2022,Patrick Rodgers,68.17
2022,Henrik Norlander,68.13
2022,David Lipsky,68.12
2022,Jhonattan Vegas,68.11
2022,Greyson Sigg,68.09
2022,Cameron Smith,68.01
2022,Emiliano Grillo,67.92
2022,Joaquin Niemann,67.92
2022,Joel Dahmen,67.91
2022,Shane Lowry,67.91
2022,Adam Hadwin,67.84
2022,Nate Lashley,67.69
2022,Tyler Duncan,67.68
2022,Adam Scott,67.67
2022,Jim Herman,67.65
2022,Keith Mitchell,67.64
2022,Ryan Armour,67.56
2022,Ben Kohles,67.46
2022,Cameron Tringale,67.45
2022,Adam Svensson,67.44
2022,Jordan Spieth,67.42
2022,Justin Lower,67.36
2022,Doc Redman,67.3
2022,Michael Gligic,67.29
2022,Brice Garnett,67.17
2022,Kevin Kisner,67.17
2022,Adam Long,67.17
2022,Cameron Champ,67.16
2022,S.Y. Noh,67.11
2022,Brian Harman,67.09
2022,J.J. Spaun,67.02
2022,Satoshi Kodaira,66.99
2022,Viktor Hovland,66.98
2022,Davis Riley,66.96
2022,Callum Tarren,66.91
2022,Abraham Ancer,66.86
2022,Matt Fitzpatrick,66.83
2022,John Huh,66.82
2022,Nick Watney,66.81
2022,Maverick McNealy,66.79
2022,Cameron Percy,66.79
2022,Ryan Palmer,66.75
2022,Hudson Swafford,66.75
2022,Trey Mullinax,66.73
2022,J.T. Poston,66.73
2022,Dylan Wu,66.58
2022,Vaughn Taylor,66.56
2022,Andrew Putnam,66.55
2022,Sepp Straka,66.55
2022,Chez Reavie,66.54
2022,C.T. Pan,66.53
2022,Harold Varner III,66.51
2022,Kevin Streelman,66.48
2022,Doug Ghim,66.47
2022,Sebastián Muñoz,66.47
2022,Sahith Theegala,66.47
2022,Kevin Chappell,66.46
2022,Marc Leishman,66.36
2022,Seth Reeves,66.33
2022,Tom Hoge,66.32
2022,Brandt Snedeker,66.2
2022,Keegan Bradley,66.18
2022,Jonathan Byrd,66.18
2022,Chris Kirk,66.14
2022,Gary Woodland,66.1
2022,Christiaan Bezuidenhout,66.04
2022,Sung Kang,66.04
2022,Chase Seiffert,66.01
2022,Max Homa,65.99
2022,Matt Wallace,65.97
2022,Kramer Hickok,65.93
2022,Chad Ramey,65.91
2022,K.H. Lee,65.82
2022,James Hahn,65.81
2022,Kurt Kitayama,65.79
2022,Alex Noren,65.71
2022,Tommy Fleetwood,65.67
2022,Sam Ryder,65.66
2022,Hank Lebioda,65.63
2022,Camilo Villegas,65.62
2022,Si Woo Kim,65.59
2022,Matt Jones,65.57
2022,Patton Kizzire,65.56
2022,Paul Barjon,65.49
2022,Lanto Griffin,65.46
2022,Bo Hoag,65.42
2022,Scott Stallings,65.39
2022,Branden Grace,65.38
2022,Chesson Hadley,65.35
2022,Denny McCarthy,65.33
2022,Cam Davis,65.31
2022,Jason Kokrak,65.3
2022,Wyndham Clark,65.23
2022,Charley Hoffman,65.22
2022,Nick Taylor,65.21
2022,Luke Donald,65.17
2022,Andrew Novak,65.06
2022,Erik van Rooyen,65.05
2022,Brendon Todd,64.99
2022,Brian Stuard,64.98
2022,Justin Rose,64.92
2022,Cameron Young,64.91
2022,Anirban Lahiri,64.89
2022,Kevin Tway,64.79
2022,Jason Day,64.72
2022,Bill Haas,64.69
2022,Brett Drewitt,64.66
2022,Dylan Frittelli,64.64
2022,Webb Simpson,64.6
2022,Zach Johnson,64.58
2022,Danny Willett,64.52
2022,Adam Schenk,64.44
2022,Robert Streb,64.32
2022,Peter Malnati,64.29
2022,Pat Perez,64.25
2022,Jason Dufner,64.11
2022,Michael Thompson,64.09
2022,Tyrrell Hatton,64.06
2022,David Skinns,64.06
2022,Austin Cook,64.01
2022,Kiradech Aphibarnrat,63.94
2022,Rory Sabbatini,63.94
2022,Matt Kuchar,63.93
2022,Dawie van der Walt,63.8
2022,Garrick Higgo,63.79
2022,Vince Whaley,63.79
2022,Max McGreevy,63.58
2022,Roger Sloan,63.55
2022,Martin Trainer,63.53
2022,Beau Hossler,63.49
2022,Stephan Jaeger,63.46
2022,Kelly Kraft,63.45
2022,Francesco Molinari,63.42
2022,Carlos Ortiz,63.39
2022,Troy Merritt,63.31
2022,Jim Knous,63.18
2022,Brooks Koepka,63.16
2022,Curtis Thompson,63.11
2022,Mackenzie Hughes,62.8
2022,Richy Werenski,62.79
2022,Patrick Reed,62.78
2022,Scott Piercy,62.63
2022,Brandon Hagy,62.54
2022,Ian Poulter,62.25
2022,Rickie Fowler,62.21
2022,Matthew Wolff,62.17
2022,Danny Lee,61.86
2022,Harry Higgs,61.39
2022,Wesley Bryan,61.0
2022,Joshua Creel,60.4
2022,Jonas Blixt,58.78
2022,Lucas Herbert,57.82
