year,player_name,sg_total
2013,Steve Stricker,2.193
2013,Tiger Woods,2.064
2013,Justin Rose,1.723
2013,Henrik Stenson,1.618
2013,Sergio Garcia,1.519
2013,Jordan Spieth,1.473
2013,Phil Mickelson,1.436
2013,Keegan Bradley,1.403
2013,Matt Kuchar,1.398
2013,Jim Furyk,1.389
2013,Adam Scott,1.31
2013,Luke Donald,1.279
2013,Webb Simpson,1.271
2013,Charl Schwartzel,1.268
2013,Bill Haas,1.265
2013,Brandt Snedeker,1.141
2013,Hunter Mahan,1.134
2013,Freddie Jacobson,1.075
2013,Graham DeLaet,1.069
2013,Bubba Watson,1.069
2013,Rory McIlroy,0.985
2013,Jason Day,0.976
2013,Chris Kirk,0.962
2013,Jimmy Walker,0.93
2013,Matt Jones,0.885
2013,Ryan Palmer,0.883
2013,Charles Howell III,0.862
2013,Kevin Streelman,0.858
2013,K.J. Choi,0.845
2013,Zach Johnson,0.844
2013,Dustin Johnson,0.805
2013,Rickie Fowler,0.783
2013,Bob Estes,0.759
2013,Brendon de Jonge,0.756
2013,Russell Henley,0.754
2013,Brian Davis,0.689
2013,Billy Horschel,0.656
2013,Chris Stroud,0.616
2013,Harris English,0.613
2013,Lee Westwood,0.604
2013,Jerry Kelly,0.592
2013,Jason Dufner,0.581
2013,Charley Hoffman,0.578
2013,Graeme McDowell,0.543
2013,John Merrick,0.517
2013,Ian Poulter,0.514
2013,Nick Watney,0.512
2013,Peter Hanson,0.508
2013,Bryce Molder,0.504
2013,Rory Sabbatini,0.469
2013,Kevin Stadler,0.467
2013,Roberto Castro,0.466
2013,Gary Woodland,0.459
2013,Camilo Villegas,0.458
2013,Daniel Summerhays,0.453
2013,Martin Flores,0.426
2013,Stewart Cink,0.416
2013,Ted Potter Jr.,0.406
2013,James Driscoll,0.389
2013,Kevin Chappell,0.384
2013,Chez Reavie,0.375
2013,David Lynn,0.361
2013,Ryan Moore,0.35
2013,David Hearn,0.345
2013,Cameron Tringale,0.343
2013,Josh Teater,0.338
2013,Jeff Overton,0.327
2013,Morgan Hoffmann,0.318
2013,Marc Leishman,0.318
2013,Richard Lee,0.313
2013,Ernie Els,0.308
2013,Mark Wilson,0.3
2013,John Huh,0.298
2013,Matt Every,0.293
2013,Pat Perez,0.284
2013,Stuart Appleby,0.241
2013,John Rollins,0.227
2013,Nicholas Thompson,0.225
2013,Ben Crane,0.199
2013,Jason Kokrak,0.19
2013,George McNeill,0.185
2013,Tim Clark,0.144
2013,Martin Kaymer,0.135
2013,Patrick Reed,0.122
2013,Brandt Jobe,0.121
2013,Robert Garrigus,0.116
2013,Justin Leonard,0.115
2013,Boo Weekley,0.099
2013,John Senden,0.078
2013,J.J. Henry,0.072
2013,William McGirt,0.068
2013,Ángel Cabrera,0.063
2013,Jim Herman,0.053
2013,Brendan Steele,0.023
2013,Luke Guthrie,0.015
2013,David Lingmerth,0.015
2013,Martin Laird,0.009
2013,D.A. Points,0.0
2013,Vijay Singh,-0.025
2013,Jason Bohn,-0.033
2013,Greg Chalmers,-0.033
2013,Vaughn Taylor,-0.038
2013,Chad Campbell,-0.044
2013,Brad Fritsch,-0.046
2013,Ken Duke,-0.065
2013,Scott Brown,-0.067
2013,James Hahn,-0.067
2013,Brian Stuard,-0.068
2013,Bo Van Pelt,-0.07
2013,Scott Piercy,-0.083
2013,Lucas Glover,-0.086
2013,Padraig Harrington,-0.089
2013,Sangmoon Bae,-0.116
2013,Carl Pettersson,-0.129
2013,Justin Hicks,-0.139
2013,Cameron Percy,-0.167
2013,Scott Langley,-0.171
2013,Tag Ridings,-0.171
2013,D.H. Lee,-0.176
2013,Erik Compton,-0.193
2013,Andres Romero,-0.2
2013,Robert Streb,-0.231
2013,Scott Stallings,-0.235
2013,Shawn Stefani,-0.235
2013,Bud Cauley,-0.247
2013,Ben Curtis,-0.248
2013,Fabián Gómez,-0.248
2013,Charlie Wi,-0.251
2013,Henrik Norlander,-0.254
2013,Brian Gay,-0.266
2013,Jeff Maggert,-0.267
2013,Nicolas Colsaerts,-0.268
2013,Ricky Barnes,-0.278
2013,Robert Karlsson,-0.286
2013,Trevor Immelman,-0.291
2013,Brian Harman,-0.296
2013,Aaron Baddeley,-0.319
2013,Steven Bowditch,-0.329
2013,Kyle Stanley,-0.332
2013,Tim Herron,-0.338
2013,Dicky Pride,-0.361
2013,Doug LaBelle II,-0.386
2013,Steve LeBrun,-0.398
2013,Jonas Blixt,-0.403
2013,Ben Kohles,-0.459
2013,S.Y. Noh,-0.472
2013,Michael Thompson,-0.511
2013,Jin Park,-0.512
2013,Charlie Beljan,-0.524
2013,D.J. Trahan,-0.531
2013,Tom Gillis,-0.543
2013,Ryo Ishikawa,-0.547
2013,Andrew Svoboda,-0.562
2013,Y.E. Yang,-0.573
2013,Stephen Ames,-0.584
2013,Aaron Watkins,-0.589
2013,Troy Matteson,-0.61
2013,Greg Owen,-0.615
2013,Casey Wittenberg,-0.62
2013,Geoff Ogilvy,-0.649
2013,David Toms,-0.679
2013,Mike Weir,-0.771
2013,Tommy Gainey,-0.781
2013,Lee Williams,-0.79
2013,Will Claxton,-0.804
2013,Rod Pampling,-0.857
2013,Robert Allenby,-0.859
2013,Darron Stiles,-0.912
2013,Johnson Wagner,-0.946
2013,Scott Gardiner,-0.979
2013,Sean O'Hair,-1.022
2013,Alistair Presnell,-1.03
2013,Derek Ernst,-1.075
2013,David Mathis,-1.149
2013,Justin Bolli,-1.232
2013,Colt Knost,-1.279
2013,Michael Bradley,-1.319
2013,Luke List,-1.344
2013,Bobby Gates,-1.398
2013,Eric Meierdierks,-1.476
