year,player_name,sg_off_the_tee
2015,Graham DeLaet,0.027
2015,Marc Leishman,0.021
2015,Jason Bohn,0.019
2015,Harris English,0.009
2015,Pat Perez,-0.01
2015,Johnson Wagner,-0.013
2015,Ben Martin,-0.016
2015,Hunter Mahan,-0.023
2015,Michael Putnam,-0.025
2015,Morgan Hoffmann,-0.032
2015,Jeff Overton,-0.036
2015,Carl Pettersson,-0.038
2015,John Huh,-0.041
2015,David Toms,-0.041
2015,Steven Bowditch,-0.053
2015,Ian Poulter,-0.054
2015,Mark Hubbard,-0.06
2015,Scott Stallings,-0.061
2015,Patrick Reed,-0.071
2015,Cameron Tringale,-0.074
2015,Martin Laird,-0.078
2015,Chesson Hadley,-0.08
2015,Nick Taylor,-0.08
2015,Colt Knost,-0.084
2015,Byron Smith,-0.085
2015,Michael Thompson,-0.089
2015,Brian Stuard,-0.103
2015,Daniel Summerhays,-0.111
2015,Jonas Blixt,-0.115
2015,Brian Davis,-0.119
2015,Brandt Snedeker,-0.126
2015,Scott Langley,-0.128
2015,Steven Alker,-0.129
2015,Jonathan Byrd,-0.145
2015,Chris Kirk,-0.15
2015,Jimmy Walker,-0.161
2015,Roger Sloan,-0.168
2015,Brendon Todd,-0.168
2015,Andrew Svoboda,-0.171
2015,Brice Garnett,-0.198
2015,Whee Kim,-0.201
2015,Erik Compton,-0.216
2015,Fabián Gómez,-0.216
2015,David Hearn,-0.216
2015,George McNeill,-0.223
2015,Heath Slocum,-0.229
2015,Alex Cejka,-0.233
2015,Chris Stroud,-0.249
2015,Chad Collins,-0.25
2015,Robert Allenby,-0.262
2015,Andres Romero,-0.269
2015,Retief Goosen,-0.271
2015,Ernie Els,-0.285
2015,Bryce Molder,-0.294
2015,Bo Van Pelt,-0.296
2015,Camilo Villegas,-0.296
2015,Zac Blair,-0.299
2015,Mark Wilson,-0.299
2015,Danny Lee,-0.301
2015,Ben Crane,-0.303
2015,Luke Guthrie,-0.314
2015,Greg Chalmers,-0.323
2015,Troy Merritt,-0.326
2015,Tim Wilkinson,-0.326
2015,Kevin Na,-0.329
2015,Andres Gonzales,-0.386
2015,Jon Curran,-0.406
2015,Ryo Ishikawa,-0.408
2015,Jonathan Randolph,-0.408
2015,Padraig Harrington,-0.434
2015,Derek Fathauer,-0.455
2015,Justin Leonard,-0.486
2015,Jim Renner,-0.501
2015,K.J. Choi,-0.522
2015,Eric Axley,-0.541
2015,S.Y. Noh,-0.555
2015,Aaron Baddeley,-0.596
2015,Billy Hurley III,-0.635
2015,Luke Donald,-0.793
2015,Ricky Barnes,-0.819
2015,D.A. Points,-0.82
2015,Matt Every,-0.925
2015,Tyrone Van Aswegen,-1.081
2015,Andrew Putnam,-1.411
