year,player_name,sg_off_the_tee
2015,Bubba Watson,1.194
2015,Dustin Johnson,0.96
2015,Jason Day,0.772
2015,Adam Scott,0.682
2015,Patrick Rodgers,0.68
2015,Derek Ernst,0.676
2015,Charl Schwartzel,0.669
2015,Will Wilcox,0.662
2015,Lucas Glover,0.591
2015,Charlie Beljan,0.583
2015,Kevin Streelman,0.563
2015,Justin Rose,0.55
2015,Boo Weekley,0.548
2015,Hideki Matsuyama,0.496
2015,Jordan Spieth,0.494
2015,Charley Hoffman,0.47
2015,Jim Herman,0.467
2015,Jason Kokrak,0.464
2015,Henrik Stenson,0.448
2015,Sergio Garcia,0.442
2015,Keegan Bradley,0.436
2015,J.B. Holmes,0.427
2015,Brooks Koepka,0.407
2015,Paul Casey,0.392
2015,Chez Reavie,0.384
2015,Tony Finau,0.383
2015,David Lingmerth,0.379
2015,Daniel Berger,0.372
2015,Nicholas Thompson,0.37
2015,Billy Horschel,0.366
2015,Brendan Steele,0.363
2015,Ryan Palmer,0.356
2015,Carlos Ortiz,0.355
2015,Justin Thomas,0.352
2015,Martin Flores,0.349
2015,Robert Garrigus,0.345
2015,Russell Henley,0.343
2015,Charles Howell III,0.34
2015,Louis Oosthuizen,0.339
2015,John Peterson,0.333
2015,Shawn Stefani,0.332
2015,John Senden,0.331
2015,Francesco Molinari,0.324
2015,Brian Harman,0.322
2015,Alex Prugh,0.319
2015,Kevin Kisner,0.316
2015,Nick Watney,0.31
2015,Robert Streb,0.309
2015,Sam Saunders,0.307
2015,Scott Brown,0.296
2015,Jason Gore,0.284
2015,Brendon de Jonge,0.276
2015,Hudson Swafford,0.273
2015,Scott Piercy,0.27
2015,Oscar Fraustro,0.259
2015,Sangmoon Bae,0.251
2015,Matt Jones,0.249
2015,Jason Dufner,0.242
2015,Zach Johnson,0.24
2015,Webb Simpson,0.225
2015,Blayne Barber,0.208
2015,Spencer Levin,0.204
2015,Davis Love III,0.189
2015,Gonzalo Fernandez-Castaño,0.187
2015,Gary Woodland,0.177
2015,Jhonattan Vegas,0.173
2015,Kevin Chappell,0.16
2015,Sean O'Hair,0.153
2015,Vijay Singh,0.152
2015,Steve Wheatcroft,0.148
2015,Bill Haas,0.14
2015,Geoff Ogilvy,0.138
2015,Matt Kuchar,0.136
2015,Chad Campbell,0.13
2015,Cameron Percy,0.128
2015,Rickie Fowler,0.123
2015,Scott Pinckney,0.123
2015,Bill Lunde,0.11
2015,Kyle Reifers,0.108
2015,James Hahn,0.106
2015,Sung Joon Park,0.104
2015,Russell Knox,0.098
2015,Jamie Donaldson,0.095
2015,Rory Sabbatini,0.094
2015,Lee Westwood,0.094
2015,Adam Hadwin,0.088
2015,Stewart Cink,0.087
2015,William McGirt,0.087
2015,Roberto Castro,0.079
2015,Jerry Kelly,0.073
2015,Phil Mickelson,0.072
2015,Ryan Moore,0.071
2015,Ken Duke,0.067
2015,J.J. Henry,0.066
2015,Max Homa,0.066
2015,Jim Furyk,0.064
2015,Ángel Cabrera,0.06
2015,John Merrick,0.056
2015,Greg Owen,0.036
2015,Tom Hoge,0.035
