year,player_name,scoring_average
2017,Jordan Spieth,68.846
2017,Rickie Fowler,69.083
2017,Justin Thomas,69.359
2017,Marc Leishman,69.468
2017,Paul Casey,69.469
2017,Rory McIlroy,69.529
2017,Dustin Johnson,69.549
2017,Jon Rahm,69.561
2017,Sergio Garcia,69.596
2017,Hideki Matsuyama,69.624
2017,Justin Rose,69.699
2017,Francesco Molinari,69.802
2017,Matt Kuchar,69.806
2017,Brooks Koepka,69.847
2017,Patrick Cantlay,69.971
2017,Tony Finau,69.987
2017,Kyle Stanley,69.989
2017,Adam Scott,69.996
2017,Bill Haas,70.011
2017,Webb Simpson,70.018
2017,Russell Henley,70.027
2017,Ian Poulter,70.045
2017,Brandt Snedeker,70.055
2017,Jason Day,70.115
2017,Daniel Berger,70.121
2017,Lucas Glover,70.139
2017,Xander Schauffele,70.163
2017,Phil Mickelson,70.168
2017,Charl Schwartzel,70.211
2017,Stewart Cink,70.213
2017,Louis Oosthuizen,70.22
2017,Chez Reavie,70.244
2017,Pat Perez,70.25
2017,Jason Dufner,70.259
2017,Kevin Kisner,70.294
2017,Charley Hoffman,70.351
2017,Charles Howell III,70.371
2017,Graham DeLaet,70.376
2017,Jamie Lovemark,70.391
2017,Zach Johnson,70.393
2017,Kevin Na,70.399
2017,Brian Harman,70.402
2017,Luke List,70.428
2017,Bud Cauley,70.432
2017,Keegan Bradley,70.437
2017,Martin Laird,70.45
2017,Patrick Reed,70.453
2017,Gary Woodland,70.482
2017,Sung Kang,70.496
2017,Brendan Steele,70.503
2017,Chad Campbell,70.509
2017,Seamus Power,70.543
2017,Adam Hadwin,70.583
2017,Brian Gay,70.585
2017,Hudson Swafford,70.618
2017,Graeme McDowell,70.629
2017,J.B. Holmes,70.66
2017,Shane Lowry,70.667
2017,Nick Watney,70.685
2017,Rafa Cabrera Bello,70.693
2017,Robert Streb,70.7
2017,Ollie Schniederjans,70.704
2017,Michael Kim,70.707
2017,Robert Garrigus,70.712
2017,Matt Jones,70.719
2017,Ryan Moore,70.741
2017,David Lingmerth,70.755
2017,Russell Knox,70.765
2017,Kevin Chappell,70.779
2017,Emiliano Grillo,70.798
2017,Anirban Lahiri,70.799
2017,Sean O'Hair,70.801
2017,Scott Stallings,70.811
2017,Chris Stroud,70.815
2017,Nick Taylor,70.817
2017,Luke Donald,70.831
2017,Billy Horschel,70.832
2017,Harris English,70.848
2017,John Huh,70.851
2017,Danny Lee,70.86
2017,Branden Grace,70.862
2017,Ryan Blaum,70.866
2017,Bryson DeChambeau,70.866
2017,Kevin Tway,70.868
2017,Kevin Streelman,70.873
2017,Brandon Hagy,70.875
2017,Camilo Villegas,70.881
2017,Rory Sabbatini,70.883
2017,Martin Flores,70.885
2017,Byeong Hun An,70.887
2017,Cameron Smith,70.909
2017,Sam Saunders,70.921
2017,James Hahn,70.925
2017,Jim Herman,70.931
2017,Scott Brown,70.932
2017,Tim Wilkinson,70.95
2017,Ben Martin,70.954
2017,S.Y. Noh,70.955
2017,Jason Kokrak,70.961
2017,Whee Kim,70.964
2017,Ryan Armour,70.965
2017,Harold Varner III,70.966
2017,J.T. Poston,70.982
2017,Shawn Stefani,70.983
2017,J.J. Spaun,70.999
2017,Zac Blair,71.007
2017,Trey Mullinax,71.027
2017,Cameron Percy,71.03
2017,Mackenzie Hughes,71.044
2017,Vaughn Taylor,71.044
2017,Jhonattan Vegas,71.054
2017,Geoff Ogilvy,71.056
2017,Wesley Bryan,71.062
2017,Grayson Murray,71.064
2017,Jim Furyk,71.071
2017,Ben Crane,71.091
2017,David Hearn,71.107
2017,Morgan Hoffmann,71.107
2017,C.T. Pan,71.109
2017,Andres Gonzales,71.112
2017,Ryan Palmer,71.116
2017,William McGirt,71.151
2017,Jimmy Walker,71.155
2017,Blayne Barber,71.163
2017,J.J. Henry,71.164
2017,Richy Werenski,71.171
2017,Bubba Watson,71.175
2017,Billy Hurley III,71.176
2017,Tag Ridings,71.176
2017,Ryan Brehm,71.178
2017,Tyrone Van Aswegen,71.181
2017,Daniel Summerhays,71.197
2017,Michael Thompson,71.207
2017,Ricky Barnes,71.221
2017,Scott Piercy,71.235
2017,Chris Kirk,71.255
2017,Sebastián Muñoz,71.263
2017,Jonas Blixt,71.283
2017,D.A. Points,71.315
2017,Tom Hoge,71.326
2017,Julián Etulain,71.338
2017,Cameron Tringale,71.343
2017,Søren Kjeldsen,71.39
2017,Troy Merritt,71.398
2017,Peter Malnati,71.399
2017,Retief Goosen,71.425
2017,Johnson Wagner,71.429
2017,Smylie Kaufman,71.432
2017,Patrick Rodgers,71.432
2017,Alex Cejka,71.461
2017,Boo Weekley,71.476
2017,Aaron Baddeley,71.483
2017,Gonzalo Fernandez-Castaño,71.484
2017,Dominic Bozzelli,71.49
2017,Kelly Kraft,71.491
2017,Mark Anderson,71.5
2017,Spencer Levin,71.516
2017,Derek Fathauer,71.568
2017,Steve Wheatcroft,71.577
2017,Cody Gribble,71.581
2017,Kyle Reifers,71.587
2017,Patton Kizzire,71.598
2017,Fabián Gómez,71.61
2017,K.J. Choi,71.618
2017,Steven Alker,71.638
2017,Jonathan Randolph,71.642
2017,Brian Stuard,71.72
2017,Greg Chalmers,71.758
2017,Chad Collins,71.77
2017,Roberto Castro,71.808
2017,Hunter Mahan,71.811
2017,Bryce Molder,71.817
2017,Brad Fritsch,71.855
2017,Rod Pampling,71.861
2017,Mark Hubbard,71.871
2017,Brian Campbell,71.924
2017,Rick Lamb,71.978
2017,Ryo Ishikawa,71.99
2017,Ken Duke,72.078
2017,Brett Stegmaier,72.115
2017,Brett Drewitt,72.13
2017,Jason Bohn,72.133
2017,Ernie Els,72.179
2017,Nicholas Lindheim,72.205
2017,Si Woo Kim,72.253
2017,Miguel Angel Carballo,72.363
2017,Carl Pettersson,72.419
2017,Matt Every,72.671
2017,Andrew Loupe,72.803
2017,Steven Bowditch,74.4
