year,player_name,money_earned
2012,Rory McIlroy,8047952
2012,Tiger Woods,6133158
2012,Brandt Snedeker,4989739
2012,Jason Dufner,4869304
2012,Bubba Watson,4644997
2012,Zach Johnson,4504244
2012,Justin Rose,4290930
2012,Phil Mickelson,4203821
2012,Hunter Mahan,4019193
2012,Keegan Bradley,3910658
2012,Matt Kuchar,3903065
2012,Jim Furyk,3623805
2012,Carl Pettersson,3538656
2012,Luke Donald,3512024
2012,Louis Oosthuizen,3460995
2012,Ernie Els,3453118
2012,Webb Simpson,3436758
2012,Steve Stricker,3420021
2012,Dustin Johnson,3393820
2012,Robert Garrigus,3206530
2012,Rickie Fowler,3066293
2012,Nick Watney,3044224
2012,Bo Van Pelt,3043509
2012,Lee Westwood,3016569
2012,Adam Scott,2899557
2012,Ryan Moore,2858944
2012,Scott Piercy,2699205
2012,John Huh,2692113
2012,Sergio Garcia,2510116
2012,Ben Curtis,2494153
2012,Graeme McDowell,2408279
2012,Kyle Stanley,2351857
2012,Bill Haas,2349951
2012,Jonas Blixt,2255695
2012,Johnson Wagner,2225007
2012,Martin Laird,2172883
2012,Mark Wilson,2144780
2012,Kevin Na,2029943
2012,Brendon de Jonge,2015252
2012,Matt Every,1972166
2012,Marc Leishman,1933761
2012,John Senden,1916651
2012,Charlie Wi,1845397
2012,Bud Cauley,1774479
2012,Ian Poulter,1715271
2012,Ben Crane,1701365
2012,David Toms,1658428
2012,Jimmy Walker,1638419
2012,S.Y. Noh,1629751
2012,Jonathan Byrd,1616789
2012,Vijay Singh,1586305
2012,Jeff Overton,1563670
2012,Padraig Harrington,1546272
2012,Kevin Stadler,1546036
2012,Tommy Gainey,1540749
2012,D.A. Points,1533361
2012,Ken Duke,1511628
2012,Ryan Palmer,1501215
2012,John Rollins,1489155
2012,Michael Thompson,1408374
2012,Tim Clark,1407028
2012,Ted Potter Jr.,1383170
2012,Charlie Beljan,1373528
2012,Brian Davis,1318032
2012,J.J. Henry,1297802
2012,Scott Stallings,1293739
2012,Charles Howell III,1284578
2012,Spencer Levin,1283616
2012,Charley Hoffman,1276663
2012,Dicky Pride,1259712
2012,Geoff Ogilvy,1255223
2012,Tom Gillis,1238058
2012,Blake Adams,1234345
2012,William McGirt,1228947
2012,Cameron Tringale,1225737
2012,Aaron Baddeley,1215753
2012,Troy Matteson,1198953
2012,Chris Kirk,1197562
2012,Harris English,1186003
2012,J.B. Holmes,1179505
2012,Greg Chalmers,1166627
2012,Bryce Molder,1166115
2012,Sangmoon Bae,1165952
2012,Sean O'Hair,1160981
2012,Greg Owen,1151622
2012,John Mallinger,1146852
2012,Brian Harman,1146448
2012,Jason Day,1143233
2012,Charl Schwartzel,1138844
2012,Rory Sabbatini,1128820
2012,George McNeill,1119535
2012,Daniel Summerhays,1111522
2012,John Merrick,1084628
2012,Pat Perez,1064053
2012,Graham DeLaet,1051951
2012,Martin Flores,1035569
2012,David Hearn,1012575
2012,Josh Teater,1011430
2012,Bob Estes,1009769
2012,Davis Love III,989753
2012,Andres Romero,970919
2012,K.J. Choi,969057
2012,Brian Gay,960658
2012,Freddie Jacobson,953494
2012,Chris Stroud,903570
2012,Chad Campbell,895199
2012,Kevin Streelman,893736
2012,Boo Weekley,848347
2012,Colt Knost,848197
2012,Brendan Steele,840965
2012,Robert Allenby,808927
2012,Ricky Barnes,805408
2012,Jhonattan Vegas,801803
2012,Jason Bohn,795549
2012,Henrik Stenson,791107
2012,Troy Kelly,786832
2012,Will Claxton,780969
2012,Roberto Castro,755095
2012,Jason Kokrak,750221
2012,David Mathis,736765
2012,Harrison Frazar,730203
2012,James Driscoll,687338
2012,Jeff Maggert,682742
2012,Tim Herron,660279
2012,Kevin Chappell,647510
2012,Jerry Kelly,645701
2012,Rod Pampling,620893
2012,Billy Mayfair,619961
2012,Trevor Immelman,617296
2012,Gary Christian,616457
2012,Alexandre Rocha,614658
2012,D.J. Trahan,611142
2012,Bill Lunde,593598
2012,Gary Woodland,592879
2012,Chez Reavie,580617
2012,Retief Goosen,571174
2012,Tim Petrovic,558862
2012,Richard Lee,547733
2012,Vaughn Taylor,547129
2012,Justin Leonard,540155
2012,Bobby Gates,525293
2012,Heath Slocum,518198
2012,Russell Knox,512584
2012,Camilo Villegas,491729
2012,Nick O'Hern,489375
2012,John Daly,488505
2012,Billy Horschel,486177
2012,Scott Brown,478763
2012,Stewart Cink,477173
2012,Brendon Todd,474295
2012,Billy Hurley III,474130
2012,Chris DiMarco,468298
2012,Y.E. Yang,454276
2012,Kyle Reifers,448960
2012,Mark Anderson,441019
2012,Joe Durant,427678
2012,J.J. Killeen,414257
2012,Hunter Haas,399364
2012,Roland Thatcher,396801
2012,Robert Karlsson,393340
2012,Kris Blanks,390059
2012,Stuart Appleby,377559
2012,Nathan Green,366651
2012,Jarrod Lyle,363685
2012,Erik Compton,359765
2012,Danny Lee,359112
2012,Arjun Atwal,348770
2012,Kevin Kisner,346216
2012,Brandt Jobe,344332
2012,Chris Couch,335848
2012,Matt Bettencourt,335076
2012,Matt Jones,300254
2012,Cameron Beckman,287506
2012,Ángel Cabrera,283385
2012,Garth Mulroy,277632
2012,Miguel Angel Carballo,269980
2012,Mathew Goggin,259604
2012,Lee Janzen,258589
2012,Gavin Coles,247561
2012,Rocco Mediate,242354
2012,Ryuji Imada,238648
2012,Scott Dunlap,230220
2012,Alex Cejka,218117
2012,Todd Hamilton,214339
2012,Steven Bowditch,206768
2012,Rich Beem,200049
2012,Stephen Ames,193686
2012,Daniel Chopra,192198
2012,Michael Bradley,191746
2012,Tom Pernice Jr.,189907
2012,Fred Couples,188378
2012,Derek Lamely,185479
2012,Duffy Waldorf,174433
2012,Sung Kang,169439
2012,Chris Riley,167581
2012,Briny Baird,154111
2012,Joe Ogilvie,152376
2012,Zack Miller,137112
2012,Steve Wheatcroft,135196
2012,Patrick Sheehan,129590
2012,Frank Lickliter II,125683
2012,Mark Calcavecchia,124343
2012,Woody Austin,122472
2012,Michael Allen,121895
2012,Marc Turnesa,113048
2012,Joey Snyder III,112800
2012,Tommy Biershenk,107266
2012,Shaun Micheel,103559
2012,Richard Johnson,99515
2012,Edward Loar,97947
2012,Garrett Willis,95014
2012,Steve Marino,85040
2012,Marco Dawson,79727
2012,Kenny Perry,76544
2012,Shane Bertsch,73795
2012,Lucas Glover,67112
2012,Skip Kendall,62390
2012,Corey Pavin,59120
2012,Stephen Gangluff,58702
2012,Paul Goydos,57220
2012,Paul Casey,56755
2012,Kent Jones,54644
2012,Brett Wetterich,50917
2012,Will MacKenzie,49760
2012,Paul Stankowski,47793
2012,Tom Lehman,46990
2012,Kyle Thompson,45460
2012,Fred Funk,45449
2012,Willie Wood,42000
2012,Glen Day,38850
2012,Robert Gamez,37221
2012,Anthony Kim,33960
2012,David Duval,32936
2012,Brett Quigley,31858
2012,Scott Verplank,31168
2012,Robert Damron,30673
2012,Omar Uresti,28844
2012,Tom Watson,28470
2012,Jason Gore,26700
2012,Craig Barlow,26538
2012,Hank Kuehne,26342
2012,Ted Purdy,24900
2012,Bart Bryant,23134
2012,Kevin Sutherland,22886
2012,Neal Lancaster,22184
2012,Guy Boros,21015
2012,Matt McQuillan,20852
2012,José María Olazábal,18677
2012,Carl Paulson,16943
2012,Len Mattiace,16650
2012,Gene Sauers,12900
2012,Peter Tomasulo,12827
2012,Jesper Parnevik,10340
2012,Eric Axley,7215
2012,Mark Brooks,7215
2012,Steve Lowery,7215
2012,Peter Lonard,7210
2012,Kirk Triplett,7141
