year,player_name,greens_in_regulation
2020,Jim Furyk,74.22
2020,Kyle Stanley,72.54
2020,Aaron Wise,72.1
2020,Will Gordon,71.7
2020,Russell Henley,71.69
2020,Corey Conners,71.55
2020,Emiliano Grillo,71.54
2020,Josh Teater,71.54
2020,Harris English,70.91
2020,Xander Schauffele,70.87
2020,Webb Simpson,70.83
2020,Doc Redman,70.8
2020,Henrik Norlander,70.65
2020,Paul Casey,70.63
2020,Harold Varner III,70.57
2020,Martin Laird,70.51
2020,Pat Perez,70.51
2020,Jon Rahm,70.31
2020,Jhonattan Vegas,70.22
2020,Chesson Hadley,70.21
2020,Nick Watney,70.2
2020,Matthew NeSmith,70.18
2020,Russell Knox,70.11
2020,Chris Baker,70.07
2020,Joseph Bramlett,70.02
2020,Bo Hoag,69.98
2020,Brice Garnett,69.92
2020,Cameron Tringale,69.66
2020,Scott Stallings,69.65
2020,Cameron Percy,69.63
2020,Justin Thomas,69.61
2020,Doug Ghim,69.58
2020,Luke List,69.48
2020,Bill Haas,69.44
2020,James Hahn,69.44
2020,Shane Lowry,69.44
2020,Seamus Power,69.44
2020,Tyrrell Hatton,69.31
2020,Joaquin Niemann,69.3
2020,Dustin Johnson,69.27
2020,Cam Davis,69.25
2020,Adam Schenk,69.07
2020,Scottie Scheffler,69.04
2020,Collin Morikawa,69.03
2020,Ted Potter Jr.,68.94
2020,Ben Taylor,68.92
2020,Tony Finau,68.83
2020,Ryan Brehm,68.78
2020,Charles Howell III,68.76
2020,Lucas Glover,68.74
2020,Jason Kokrak,68.64
2020,Ryan Moore,68.56
2020,Hideki Matsuyama,68.54
2020,Viktor Hovland,68.47
2020,Bryson DeChambeau,68.46
2020,Branden Grace,68.43
2020,Patrick Cantlay,68.36
2020,Charley Hoffman,68.36
2020,Zack Sucher,68.36
2020,Sergio Garcia,68.31
2020,Adam Hadwin,68.29
2020,Michael Gellerman,68.25
2020,Austin Cook,68.24
2020,D.J. Trahan,68.2
2020,Gary Woodland,68.19
2020,Brendan Steele,68.14
2020,Adam Scott,68.13
2020,Chase Seiffert,68.11
2020,Anirban Lahiri,68.1
2020,Zach Johnson,68.03
2020,Stewart Cink,67.97
2020,Peter Uihlein,67.96
2020,Wes Roach,67.92
2020,Ryan Armour,67.91
2020,Jason Dufner,67.83
2020,Rory McIlroy,67.78
2020,Adam Long,67.74
2020,Cameron Champ,67.7
2020,Hank Lebioda,67.68
2020,Bubba Watson,67.68
2020,Kevin Streelman,67.66
2020,Brandon Hagy,67.63
2020,Tyler Duncan,67.54
2020,Denny McCarthy,67.46
2020,Tim Wilkinson,67.39
2020,Robert Streb,67.33
2020,C.T. Pan,67.26
2020,Chez Reavie,67.24
2020,Tommy Fleetwood,67.22
2020,Kris Ventura,67.17
2020,Michael Gligic,67.13
2020,Ben Martin,67.13
2020,Sungjae Im,67.08
2020,Talor Gooch,67.07
2020,Sepp Straka,66.98
2020,Abraham Ancer,66.97
2020,Patrick Rodgers,66.97
2020,Sam Burns,66.95
2020,Nick Taylor,66.95
2020,Daniel Berger,66.93
2020,Robby Shelton,66.9
2020,Bronson Burgoon,66.88
2020,David Hearn,66.88
2020,Matthew Wolff,66.82
2020,Brooks Koepka,66.81
2020,Mark Anderson,66.78
2020,Carlos Ortiz,66.74
2020,Fabián Gómez,66.67
2020,Mark Hubbard,66.67
2020,Richy Werenski,66.67
2020,Vince Whaley,66.67
2020,Rickie Fowler,66.54
2020,Troy Merritt,66.5
2020,Arjun Atwal,66.49
2020,Keegan Bradley,66.42
2020,Sam Ryder,66.35
2020,Sebastián Muñoz,66.34
2020,Tyler McCumber,66.25
2020,Matt Jones,66.23
2020,Kramer Hickok,66.21
2020,Billy Horschel,66.17
2020,Harry Higgs,66.06
2020,Matt Fitzpatrick,66.05
2020,Xinjun Zhang,66.02
2020,J.J. Spaun,66.0
2020,Ryan Palmer,65.93
2020,Brandt Snedeker,65.93
2020,Maverick McNealy,65.86
2020,Dylan Frittelli,65.79
2020,Byeong Hun An,65.78
2020,Brian Harman,65.67
2020,Tom Hoge,65.62
2020,Danny Lee,65.62
2020,Roger Sloan,65.58
2020,Bud Cauley,65.57
2020,Si Woo Kim,65.54
2020,Lanto Griffin,65.52
2020,Brendon Todd,65.5
2020,Kevin Kisner,65.37
2020,Patrick Reed,65.32
2020,Sung Kang,65.3
2020,Louis Oosthuizen,65.28
2020,Rory Sabbatini,65.24
2020,Rhein Gibson,65.22
2020,Rob Oppenheim,65.21
2020,K.H. Lee,65.2
2020,Kevin Chappell,65.18
2020,Beau Hossler,65.17
2020,Bo Van Pelt,65.12
2020,Brian Stuard,65.09
2020,Matt Every,65.06
2020,Keith Mitchell,65.02
2020,Matt Kuchar,64.98
2020,Michael Thompson,64.96
2020,Aaron Baddeley,64.89
2020,Patton Kizzire,64.85
2020,Nate Lashley,64.85
2020,Brian Gay,64.81
2020,Jason Day,64.78
2020,Alex Noren,64.78
2020,J.T. Poston,64.74
2020,Scott Piercy,64.73
2020,Chris Stroud,64.61
2020,Max Homa,64.6
2020,Scott Brown,64.5
2020,Scott Harrington,64.46
2020,Sebastian Cappelen,64.36
2020,Jim Herman,64.17
2020,Andrew Landry,64.11
2020,Cameron Smith,64.06
2020,Grayson Murray,63.89
2020,Joel Dahmen,63.85
2020,Rafa Cabrera Bello,63.84
2020,Andrew Putnam,63.77
2020,Vaughn Taylor,63.75
2020,Matt Wallace,63.64
2020,Phil Mickelson,63.51
2020,Zac Blair,63.47
2020,Mackenzie Hughes,63.41
2020,Graeme McDowell,63.31
2020,Kevin Na,63.22
2020,Justin Rose,63.16
2020,Dominic Bozzelli,62.96
2020,Nelson Ledesma,62.64
2020,Ian Poulter,62.62
2020,Kevin Tway,62.62
2020,Wyndham Clark,62.57
2020,Peter Malnati,62.57
2020,Danny Willett,62.5
2020,Jordan Spieth,62.37
2020,Jimmy Walker,62.2
2020,Marc Leishman,61.48
2020,Martin Trainer,52.05
