year,player_name,sg_total
2018,David Lingmerth,-0.007
2018,Mackenzie Hughes,-0.014
2018,Keith Mitchell,-0.018
2018,David Hearn,-0.031
2018,Ryan Blaum,-0.033
2018,Patton Kizzire,-0.033
2018,Andrew Landry,-0.039
2018,Blayne Barber,-0.041
2018,Pat Perez,-0.048
2018,Dominic Bozzelli,-0.055
2018,Trey Mullinax,-0.072
2018,Stephan Jaeger,-0.09
2018,Si Woo Kim,-0.092
2018,Ted Potter Jr.,-0.094
2018,Fabián Gómez,-0.106
2018,Richy Werenski,-0.124
2018,Adam Schenk,-0.15
2018,Talor Gooch,-0.163
2018,Harris English,-0.184
2018,Tom Lovelady,-0.19
2018,J.J. Henry,-0.193
2018,Charl Schwartzel,-0.195
2018,Ben Silverman,-0.206
2018,Robert Garrigus,-0.213
2018,Ryan Palmer,-0.231
2018,Sean O'Hair,-0.233
2018,Nick Taylor,-0.235
2018,Jonathan Byrd,-0.266
2018,Lanto Griffin,-0.268
2018,Brice Garnett,-0.31
2018,Conrad Shindler,-0.313
2018,Kelly Kraft,-0.32
2018,Nicholas Lindheim,-0.323
2018,Tyrone Van Aswegen,-0.323
2018,Grayson Murray,-0.336
2018,Chris Stroud,-0.338
2018,Steve Wheatcroft,-0.339
2018,Ricky Barnes,-0.365
2018,Whee Kim,-0.437
2018,Wesley Bryan,-0.454
2018,Chad Campbell,-0.484
2018,Hudson Swafford,-0.492
2018,Retief Goosen,-0.497
2018,Rob Oppenheim,-0.542
2018,Jonas Blixt,-0.547
2018,Martin Flores,-0.567
2018,Robert Streb,-0.581
2018,Scott Brown,-0.661
2018,Billy Hurley III,-0.702
2018,Xinjun Zhang,-0.734
2018,Derek Fathauer,-0.807
2018,Ethan Tracy,-0.813
2018,Cody Gribble,-0.819
2018,Roberto Díaz,-0.833
2018,Jonathan Randolph,-0.877
2018,Michael Kim,-1.003
2018,Cameron Tringale,-1.019
2018,Sung Kang,-1.041
2018,Rod Pampling,-1.094
2018,Martin Piller,-1.127
2018,Matt Atkins,-1.129
2018,Matt Every,-1.139
2018,Zecheng Dou,-1.198
2018,Kyle Thompson,-1.262
2018,Greg Chalmers,-1.266
2018,D.A. Points,-1.449
2018,Satoshi Kodaira,-1.832
2018,Andrew Yun,-1.936
2018,Daniel Summerhays,-2.105
