year,player_name,sg_around_green
2021,Kevin Na,0.702
2021,Danny Willett,0.518
2021,Fabián Gómez,0.484
2021,Si Woo Kim,0.467
2021,Seamus Power,0.44
2021,Jordan Spieth,0.407
2021,Patrick Reed,0.368
2021,Ian Poulter,0.364
2021,Patrick Cantlay,0.363
2021,Louis Oosthuizen,0.353
2021,Webb Simpson,0.353
2021,Rickie Fowler,0.343
2021,Brian Harman,0.334
2021,Shane Lowry,0.333
2021,Jason Day,0.312
2021,Dylan Frittelli,0.312
2021,Camilo Villegas,0.31
2021,Matt Jones,0.305
2021,Byeong Hun An,0.303
2021,Tony Finau,0.298
2021,Justin Thomas,0.296
2021,Tommy Fleetwood,0.292
2021,Wyndham Clark,0.29
2021,Chris Kirk,0.269
2021,Cameron Smith,0.261
2021,Robby Shelton,0.258
2021,Alex Noren,0.251
2021,Scottie Scheffler,0.249
2021,Cameron Tringale,0.242
2021,Nate Lashley,0.241
2021,Harris English,0.24
2021,Bill Haas,0.24
2021,Aaron Wise,0.239
2021,Branden Grace,0.234
2021,Kramer Hickok,0.233
2021,John Huh,0.23
2021,Matt Kuchar,0.229
2021,Mark Anderson,0.226
2021,Aaron Baddeley,0.22
2021,Hideki Matsuyama,0.22
2021,Harold Varner III,0.218
2021,Jon Rahm,0.216
2021,Brandt Snedeker,0.214
2021,Matt Wallace,0.214
2021,Adam Hadwin,0.212
2021,Charl Schwartzel,0.205
2021,Brendon Todd,0.204
2021,K.H. Lee,0.203
2021,Brian Stuard,0.188
2021,Robert Streb,0.181
2021,Mark Hubbard,0.177
2021,Talor Gooch,0.176
2021,Harry Higgs,0.174
2021,Charles Howell III,0.174
2021,Vaughn Taylor,0.173
2021,Denny McCarthy,0.172
2021,Joseph Bramlett,0.167
2021,Keegan Bradley,0.165
2021,J.B. Holmes,0.155
2021,Pat Perez,0.155
2021,Rob Oppenheim,0.153
2021,Scott Piercy,0.153
2021,Dustin Johnson,0.147
2021,Lucas Glover,0.144
2021,Doug Ghim,0.141
2021,Paul Casey,0.14
2021,C.T. Pan,0.139
2021,Carlos Ortiz,0.132
2021,Brandon Hagy,0.13
2021,Michael Thompson,0.129
2021,Rory McIlroy,0.118
2021,K.J. Choi,0.117
2021,Will Zalatoris,0.114
2021,Mackenzie Hughes,0.108
2021,Zach Johnson,0.105
2021,Andrew Putnam,0.102
2021,Bronson Burgoon,0.095
2021,Patton Kizzire,0.092
2021,Scott Harrington,0.089
2021,Anirban Lahiri,0.089
2021,Peter Malnati,0.087
2021,Xander Schauffele,0.087
2021,Kevin Kisner,0.085
2021,Luke List,0.083
2021,Kevin Streelman,0.08
2021,Collin Morikawa,0.077
2021,Kevin Tway,0.076
2021,Patrick Rodgers,0.072
2021,Gary Woodland,0.072
2021,Sergio Garcia,0.071
2021,Troy Merritt,0.07
2021,Sean O'Hair,0.069
2021,Maverick McNealy,0.067
2021,Hank Lebioda,0.064
2021,Brooks Koepka,0.058
2021,Ben Taylor,0.057
2021,Matt Fitzpatrick,0.055
2021,Erik van Rooyen,0.052
2021,Roger Sloan,0.036
2021,Bubba Watson,0.035
2021,Vince Whaley,0.033
2021,Jason Dufner,0.032
2021,Josh Teater,0.031
2021,Tyrrell Hatton,0.028
2021,Richy Werenski,0.027
2021,Russell Henley,0.024
2021,Rafa Cabrera Bello,0.02
2021,Brendan Steele,0.017
2021,Michael Kim,0.016
2021,Brian Gay,0.01
2021,Beau Hossler,0.01
2021,Adam Scott,0.008
2021,Nick Taylor,0.004
2021,Martin Trainer,-0.002
2021,Martin Laird,-0.008
2021,Bo Hoag,-0.011
2021,Luke Donald,-0.016
2021,Daniel Berger,-0.017
2021,Abraham Ancer,-0.019
2021,Lee Westwood,-0.02
2021,David Hearn,-0.023
2021,Chez Reavie,-0.028
2021,Kyle Stanley,-0.034
2021,Viktor Hovland,-0.041
2021,Jimmy Walker,-0.045
2021,Sam Burns,-0.047
2021,Joel Dahmen,-0.047
2021,James Hahn,-0.048
2021,Xinjun Zhang,-0.05
2021,Stewart Cink,-0.054
2021,Rory Sabbatini,-0.056
2021,Chris Baker,-0.059
2021,Ryan Armour,-0.062
2021,J.T. Poston,-0.065
2021,J.J. Spaun,-0.065
2021,Nelson Ledesma,-0.066
2021,Tyler McCumber,-0.069
2021,Tom Hoge,-0.07
2021,Joaquin Niemann,-0.07
2021,Sebastián Muñoz,-0.076
