year,player_name,sg_approach
2015,Henrik Stenson,1.244
2015,Jim Furyk,1.081
2015,Paul Casey,0.991
2015,Danny Lee,0.718
2015,Justin Rose,0.692
2015,Lucas Glover,0.691
2015,Bubba Watson,0.684
2015,George McNeill,0.645
2015,Hideki Matsuyama,0.637
2015,Russell Knox,0.622
2015,Jordan Spieth,0.618
2015,Zach Johnson,0.605
2015,Brendan Steele,0.6
2015,Rickie Fowler,0.59
2015,Webb Simpson,0.582
2015,Dustin Johnson,0.579
2015,Luke Donald,0.573
2015,Francesco Molinari,0.572
2015,Jason Bohn,0.561
2015,Stewart Cink,0.561
2015,Ryan Palmer,0.529
2015,Daniel Berger,0.526
2015,Tyrone Van Aswegen,0.471
2015,Sergio Garcia,0.468
2015,Jason Day,0.461
2015,Tom Hoge,0.456
2015,Ryo Ishikawa,0.436
2015,Bill Haas,0.422
2015,Michael Putnam,0.42
2015,Vijay Singh,0.42
2015,Greg Owen,0.407
2015,Jason Dufner,0.399
2015,Louis Oosthuizen,0.397
2015,Keegan Bradley,0.389
2015,Justin Thomas,0.385
2015,Kevin Na,0.381
2015,Rory Sabbatini,0.375
2015,John Merrick,0.358
2015,Roberto Castro,0.347
2015,Ángel Cabrera,0.336
2015,Jimmy Walker,0.334
2015,Graham DeLaet,0.328
2015,Whee Kim,0.324
2015,Chris Kirk,0.302
2015,Martin Laird,0.302
2015,Chez Reavie,0.298
2015,Lee Westwood,0.292
2015,Jim Herman,0.285
2015,Shawn Stefani,0.283
2015,John Peterson,0.276
2015,Ben Martin,0.268
2015,Jason Gore,0.266
2015,Patrick Reed,0.263
2015,Robert Allenby,0.26
2015,J.B. Holmes,0.253
2015,Chad Collins,0.246
2015,Ryan Moore,0.246
2015,David Hearn,0.243
2015,Nick Watney,0.238
2015,Ian Poulter,0.235
2015,Gary Woodland,0.227
2015,Tony Finau,0.224
2015,Scott Piercy,0.224
2015,D.A. Points,0.224
2015,Harris English,0.207
2015,Matt Kuchar,0.202
2015,Brooks Koepka,0.2
2015,Charles Howell III,0.199
2015,Marc Leishman,0.199
2015,Brendon de Jonge,0.196
2015,Daniel Summerhays,0.194
2015,Chad Campbell,0.192
2015,Ernie Els,0.192
2015,Pat Perez,0.187
2015,Spencer Levin,0.181
2015,Robert Streb,0.175
2015,K.J. Choi,0.153
2015,S.Y. Noh,0.147
2015,Will Wilcox,0.144
2015,Kevin Kisner,0.141
2015,Charley Hoffman,0.137
2015,Billy Horschel,0.137
2015,Brendon Todd,0.136
2015,James Hahn,0.135
2015,Camilo Villegas,0.133
2015,Chris Stroud,0.132
2015,Billy Hurley III,0.114
2015,Adam Scott,0.114
2015,Alex Cejka,0.113
2015,Hudson Swafford,0.109
2015,Boo Weekley,0.108
2015,Johnson Wagner,0.106
2015,Jim Renner,0.085
2015,Geoff Ogilvy,0.082
2015,Jon Curran,0.077
2015,William McGirt,0.06
2015,Steven Bowditch,0.056
2015,Scott Langley,0.056
2015,Bo Van Pelt,0.054
2015,Jeff Overton,0.041
2015,Carl Pettersson,0.035
2015,Scott Brown,0.031
2015,Ken Duke,0.025
2015,Phil Mickelson,0.022
2015,Luke Guthrie,0.02
2015,Colt Knost,0.017
2015,David Lingmerth,0.013
2015,Mark Wilson,0.013
2015,Kevin Streelman,0.005
2015,Cameron Percy,-0.002
2015,Jason Kokrak,-0.014
2015,David Toms,-0.028
2015,Jerry Kelly,-0.052
2015,Scott Stallings,-0.053
2015,Cameron Tringale,-0.054
2015,Retief Goosen,-0.056
2015,Fabián Gómez,-0.057
2015,Ricky Barnes,-0.072
2015,Matt Every,-0.074
2015,Kyle Reifers,-0.084
2015,Alex Prugh,-0.085
2015,J.J. Henry,-0.088
2015,Kevin Chappell,-0.105
2015,Steven Alker,-0.114
2015,John Huh,-0.12
2015,Andrew Putnam,-0.132
2015,Charl Schwartzel,-0.132
2015,Nicholas Thompson,-0.139
2015,Martin Flores,-0.142
2015,Byron Smith,-0.149
2015,Jamie Donaldson,-0.15
2015,Padraig Harrington,-0.165
2015,John Senden,-0.171
2015,Brian Harman,-0.176
2015,Bryce Molder,-0.181
2015,Adam Hadwin,-0.183
2015,Zac Blair,-0.188
2015,Derek Fathauer,-0.198
2015,Troy Merritt,-0.199
2015,Brandt Snedeker,-0.199
2015,Brian Stuard,-0.2
2015,Erik Compton,-0.217
2015,Chesson Hadley,-0.218
2015,Andres Romero,-0.221
2015,Justin Leonard,-0.224
2015,Nick Taylor,-0.224
2015,Jonathan Randolph,-0.234
2015,Carlos Ortiz,-0.238
2015,Hunter Mahan,-0.249
2015,Russell Henley,-0.269
2015,Sangmoon Bae,-0.276
2015,Sean O'Hair,-0.284
2015,Charlie Beljan,-0.293
2015,Sam Saunders,-0.294
2015,Michael Thompson,-0.301
2015,Jonathan Byrd,-0.303
2015,Jhonattan Vegas,-0.314
2015,Robert Garrigus,-0.318
2015,Matt Jones,-0.319
2015,Sung Joon Park,-0.326
2015,Brice Garnett,-0.327
2015,Davis Love III,-0.335
2015,Morgan Hoffmann,-0.347
2015,Andres Gonzales,-0.349
2015,Mark Hubbard,-0.35
2015,Blayne Barber,-0.352
2015,Eric Axley,-0.372
2015,Scott Pinckney,-0.409
2015,Andrew Svoboda,-0.41
2015,Steve Wheatcroft,-0.45
2015,Patrick Rodgers,-0.456
2015,Max Homa,-0.467
2015,Ben Crane,-0.486
2015,Gonzalo Fernandez-Castaño,-0.495
2015,Brian Davis,-0.503
2015,Tim Wilkinson,-0.523
2015,Derek Ernst,-0.547
2015,Bill Lunde,-0.592
2015,Oscar Fraustro,-0.637
2015,Jonas Blixt,-0.655
2015,Aaron Baddeley,-0.719
2015,Roger Sloan,-0.746
2015,Heath Slocum,-0.759
2015,Greg Chalmers,-0.782
