year,player_name,money_earned
2024,Troy Merritt,741117
2024,Erik Barnes,719536
2024,Ryan Moore,702589
2024,Trace Crowe,698201
2024,Martin Trainer,692415
2024,Hayden Buckley,686629
2024,Joseph Bramlett,647205
2024,Bud Cauley,638703
2024,Chesson Hadley,628066
2024,Webb Simpson,606011
2024,Jorge Campillo,605997
2024,Ben Martin,605828
2024,Jimmy Stanger,604066
2024,Lanto Griffin,570142
2024,Kevin Chappell,521738
2024,Ryan Brehm,518538
2024,Thorbjørn Olesen,500887
2024,Zach Johnson,496380
2024,Chez Reavie,495555
2024,Tom Whitney,493082
2024,Ryan McCormick,473255
2024,Aaron Baddeley,471410
2024,Justin Suh,467291
2024,Tyson Alexander,432172
2024,Tyler Duncan,428016
2024,Kelly Kraft,417905
2024,Alexander Björk,414659
2024,Austin Smotherman,414237
2024,Parker Coody,380854
2024,Stewart Cink,378476
2024,Cameron Champ,352843
2024,Roger Sloan,352344
2024,Paul Barjon,328507
2024,S.Y. Noh,315960
2024,Callum Tarren,287924
2024,Francesco Molinari,259679
2024,Scott Piercy,259346
2024,Scott Stallings,258915
2024,Ben Taylor,258058
2024,Brandt Snedeker,238234
2024,Norman Xiong,234154
2024,Camilo Villegas,232296
2024,Austin Cook,230622
2024,Bronson Burgoon,222850
2024,Wilson Furr,221091
2024,Kevin Dougherty,219150
2024,Vincent Norrman,192332
2024,Will Gordon,179220
2024,Sean O'Hair,175537
2024,Kevin Kisner,175278
2024,Padraig Harrington,170534
2024,Ryan Palmer,163716
2024,Nick Watney,137940
2024,Harrison Endycott,112809
2024,Blaine Hale Jr.,108473
2024,Cody Gribble,107722
2024,William McGirt,100592
2024,James Hahn,98669
2024,Bill Haas,98084
2024,Richy Werenski,90455
2024,Russell Knox,87950
2024,Danny Willett,84200
2024,Trey Mullinax,79133
2024,MJ Daffue,74076
2024,Nicholas Lindheim,67855
2024,Harry Higgs,64180
2024,Josh Teater,62192
2024,José María Olazábal,57200
2024,Scott Gutschewski,53135
2024,Raul Pereda,48617
2024,Philip Knowles,47617
2024,Adrian Meronk,45238
2024,Robert Streb,45034
2024,Vijay Singh,45000
2024,Tiger Woods,44400
2024,Zecheng Dou,43568
2024,Alex Cejka,38525
2024,Darren Clarke,38525
2024,Jonathan Byrd,37287
2024,Sangmoon Bae,34900
2024,Sung Kang,33725
2024,Adam Long,32063
2024,Luke Donald,23538
2024,Tommy Gainey,21480
2024,David Hearn,19458
2024,Dylan Frittelli,18924
2024,Satoshi Kodaira,15980
2024,J.B. Holmes,14563
2024,Ben Crane,13662
2024,Jim Herman,10253
2024,Jimmy Walker,9848
2024,Paul Haley II,9160
2024,Kyle Stanley,8800
2024,Anders Albertson,8760
2024,Ryan Armour,8360
2024,Brian Stuard,8360
2024,Chris Stroud,8200
